Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
11,Ohio St.,120.393,97.335,0.92,21–10,21,31,52.9,48.7,37.2,33.5,15.5,14.7,29.3,27,67.6,52.2,47.2,36,34,9.6,7.6,49.6,54.9,39.2,38.4,66.603,77.5,79.536,1.963,"2,021",-2.069,-2.371,71.659,,75.6,70.8,1.128,1.039,38.579,Ohio St.
12,Wisconsin,112.502,91.356,0.916,18–13,18,31,49.9,47.9,26.2,28.4,13.6,17.3,23.9,25.2,65.7,46.6,46.6,36.5,33.5,10.7,10.8,54,52.8,40.8,33.5,64.598,77.973,81.638,2.316,"2,021",-0.023,0.4,55.41,,76.8,71.5,1.056,0.976,39.356,Wisconsin
13,Loyola Chicago,109.652,89.204,0.915,24–5,24,29,55.7,47.2,31.5,22.7,18.3,21.5,27.1,20.9,63.3,57.2,46.3,35.4,32.5,6.9,8.6,60.8,46,37.1,33.5,63.447,76.146,79.589,2.231,"2,021",0.896,1.3,11.054,,72.7,71.4,1.099,0.884,19.4,Loyola Chicago
14,Villanova,118.453,96.801,0.911,18–7,18,25,53.2,51,30,25.6,13.7,18.4,27.7,25.7,65.5,53.4,50.7,35.3,34.3,5.7,8.8,57.1,48.9,44.8,40.5,64.137,77.985,80.415,1.829,"2,021",0.371,0.886,73.753,,76.3,69.3,1.136,1.01,31.77,Villanova
15,Connecticut,114.079,93.511,0.908,15–8,15,23,49,46.7,29,36.8,17.5,19.6,37.4,29.5,66.1,48.3,45.8,33.5,32.4,14.6,6.8,49.3,47.1,33.4,33.3,65.18,77.885,80.977,1.785,"2,021",-1.125,-0.907,52.299,,72.2,70.7,1.08,0.972,31.514,Connecticut
16,Texas Tech,112.016,91.849,0.907,18–11,18,29,49.4,47.7,37.9,35.6,16,23.7,33.4,30,66.9,47.8,45.5,35.3,34.2,12.2,7.6,51.2,45,31.3,38.2,65.345,77.012,78.709,1.42,"2,021",-0.363,-0.079,53.387,,71,68.1,1.074,0.936,32.917,Texas Tech
17,San Diego St.,111.243,91.512,0.904,22–5,22,27,52.4,47.5,33.2,32.5,16.7,22.4,30.1,24.3,66.6,50.4,44.9,36.8,33.8,9.9,8.8,54.2,59.9,40.4,45.9,65.529,76.552,79.793,2.399,"2,021",-1.164,-1.079,26.167,,71.5,73.5,1.095,0.925,19.601,San Diego St.
18,UCLA,115.949,95.577,0.902,22–10,22,32,52,50.4,31.6,28.2,15.7,17.5,30.5,25.1,65,50.3,50.4,37.2,33.7,7.9,7.3,51.1,49.7,31.6,37.7,63.709,77.295,79.632,1.376,"2,021",2.954,3.393,82.595,,71.5,71.4,1.09,1.016,37.526,UCLA
19,Texas,112.738,93.072,0.901,19–8,19,27,52.9,46,33.9,35.9,20.7,17.8,31.1,27.5,69.4,52.5,45.3,35.6,31.7,10.5,9.4,50.6,41.5,42.1,33.1,68.654,77.84,81.487,2.109,"2,021",-1.495,-1.864,88.6,,71,68.4,1.057,0.969,32.295,Texas
20,West Virginia,116.198,96.452,0.895,19–10,19,29,48.9,51,37.9,27.9,16.8,21,35.9,31.1,70.4,46.1,51.5,36.4,33.5,7.7,6.8,52.8,52.7,33.1,38,69.206,77.153,80.142,1.787,"2,021",-0.582,-0.864,44.317,,71.9,69,1.085,1.01,33.666,West Virginia
21,LSU,119.811,99.51,0.894,19–10,19,29,52.3,48.5,34,29.8,15.6,17.9,31.4,32.1,72.6,52.4,51.3,34.7,30,8.2,9.2,42,51.6,37,44,70.34,77.607,79.998,1.064,"2,021",0.115,0.3,83.74,,75.1,71.4,1.121,1.031,33.508,LSU
22,Virginia,113.733,94.487,0.894,18–7,18,25,55.4,48,21.7,24.7,15,15.2,22.7,22.6,60.8,54.9,46.2,37.5,33.9,13.4,7.6,54.8,52.9,42.7,37.5,59.705,77.712,82.282,1.879,"2,021",-1.28,-1.536,55.537,,81.6,74.9,1.116,0.99,30.354,Virginia
23,Creighton,112.58,93.637,0.893,22–9,22,31,55,47,25.7,25.5,15.7,17.9,24.6,28.3,69.5,55.7,46.7,36.1,31.7,9.1,8.3,55.4,52.7,43.6,39.3,68.629,76.987,79.001,2.215,"2,021",0.754,0.886,57.988,,64,70.1,1.085,0.974,31.573,Creighton
24,BYU,112.945,93.987,0.892,19–7,19,26,54.9,46.9,27.9,29.4,19,15.7,28.7,23.4,70,54.8,45.8,36.7,32.8,7.1,5.6,55.6,46.2,38.6,34.7,67.803,77.968,82.332,1.984,"2,021",-0.908,-1.079,39.722,,73,68.6,1.084,0.972,30.766,BYU
25,Arkansas,109.775,91.398,0.892,25–7,25,32,50.7,47.9,32.7,29,17.1,20.1,31.7,26.5,74.9,51.2,46.3,33.2,33.6,12.9,8.5,49.7,48.3,33.9,37.7,72.515,77.776,80.987,1.545,"2,021",1.621,1.136,55.045,,74,68.7,1.082,0.941,30.121,Arkansas
26,Tennessee,107.66,89.976,0.887,18–9,18,27,49.6,46.3,34.4,30.6,18.2,22.8,31.3,28.7,68.7,49.6,44.9,33.1,32.4,14.1,7.2,58.8,46.4,34.6,38.1,66.736,77.4,79.179,1.471,"2,021",-1.209,-1.114,75.912,,74.6,72.8,1.046,0.924,29.855,Tennessee
27,Purdue,112.319,94.315,0.882,18–10,18,28,51,48.8,31.7,30.1,18.6,16.8,32.8,24.3,66.5,51.7,49.7,33.3,31.8,11.4,9.7,55.9,60,37.8,45.3,66.264,78.354,81.744,1.041,"2,021",-1.214,-1.536,60.403,,71.1,68.1,1.059,0.995,36.013,Purdue
28,Oregon,115.89,97.468,0.88,21–7,21,28,54.3,50.8,26,26.7,16.7,20.2,29,27.7,68.1,52.9,50.4,37.7,34.3,10.7,7.6,49.6,54.7,37.6,38.8,67.132,77.512,78.776,2.265,"2,021",0.399,1.093,49.314,,71.1,76.4,1.1,1.005,33.351,Oregon
29,Kansas,108.8,91.547,0.879,20–9,20,29,49.4,48,29.8,26.8,17.1,20,30.5,26.8,69.5,48.9,46.7,33.6,33.5,10.8,7.8,52.8,48.1,36.4,37.6,68.106,78.152,80.329,1.46,"2,021",-0.2,-0.864,80.676,,71.8,73.2,1.038,0.966,36.619,Kansas
30,Georgia Tech,113.759,96.193,0.873,17–9,17,26,54.1,52.4,28.4,28.9,16.1,22.7,24.4,30.4,67.7,55.2,50.8,34.8,36.9,9.5,7.6,56.9,55.1,36.5,35.2,67.258,76.336,80.032,2.51,"2,021",-0.606,-0.6,51.343,,72.6,70.5,1.079,1.009,30.427,Georgia Tech
31,Maryland,111.877,94.882,0.869,16–14,16,30,53.2,48.7,31.8,25,16.7,16.8,20.6,26.5,65.4,53.3,46.2,35.3,34.8,10,9.2,53.8,52.3,43.1,41.9,64.786,78.089,79.403,1.869,"2,021",0.34,0.379,67.127,,70,71.5,1.037,1.007,37.597,Maryland
32,St. Bonaventure,109.769,93.251,0.867,16–5,16,21,49.8,45.5,28,28.6,16.4,19.2,32.8,29,65.4,48.9,45.2,34.4,30.7,12.5,8,56.5,56.8,31.9,43.1,64.389,77.32,79.475,1.928,"2,021",-0.635,-0.6,0.359,,73.8,66.2,1.071,0.934,22.326,St. Bonaventure
33,Oklahoma St.,108.471,92.18,0.867,21–9,21,30,51.2,47.1,37.6,31.3,20.9,19.7,31.4,30.1,72.9,51.9,46.7,33.2,31.9,11.2,11.1,47.1,48.2,32.2,37.5,72.011,77.611,80.273,1.061,"2,021",-0.25,-0.536,61.902,,71,72.1,1.028,0.977,35.815,Oklahoma St.
34,North Carolina,109.022,93.017,0.861,18–11,18,29,48.3,49.1,34.2,26.9,20.4,19,40.9,26.4,71.7,48.5,47,31.8,35,12.8,10.1,55.3,51.2,27.9,38.4,71.587,78.833,82.508,1.02,"2,021",-0.477,-0.7,85.053,,66.8,69.7,1.049,0.975,34.985,North Carolina
35,Syracuse,113.357,96.819,0.86,18–10,18,28,51.2,48,28.3,24.1,16.4,20.2,29.2,34,69.1,50.6,48.4,34.8,31.7,14.7,8.9,56.4,68.5,40.5,44.3,68.547,78.118,80.591,1.527,"2,021",1.33,1.393,64.21,,78.2,74.2,1.077,1.01,31.487,Syracuse
36,Oklahoma,111.793,95.714,0.856,16–11,16,27,50.8,49.1,29.3,23.7,15.7,18.5,27,27.7,69.1,50.6,46.3,34.1,35.7,9.8,8.2,49.7,47.5,38.2,38.4,67.084,76.855,79.831,2.102,"2,021",0.368,0.3,32.322,,74.5,74.9,1.064,0.998,34.217,Oklahoma
37,Florida,110.225,94.401,0.856,15–10,15,25,53.1,47.8,33.9,35.1,21.2,20.2,31,30.6,70.5,53,48.8,35.6,30.7,14,8.9,44.2,51.1,33.8,36.2,68.226,77.44,80.694,1.529,"2,021",0.126,0.093,60.198,,75.3,70.9,1.048,0.993,33.377,Florida
38,Missouri,111.171,95.546,0.851,16–10,16,26,50.8,48.5,37.1,36.6,18.7,18,28.5,28.8,70.4,52,47.9,32.5,33.1,9,11.2,51.6,45.1,37.9,32.8,68.266,77.607,80.64,2.462,"2,021",-0.592,-0.6,50.387,,70.1,71.4,1.034,1.013,33.583,Missouri
39,Rutgers,106.697,92.102,0.844,16–12,16,28,50.1,47.3,27.1,32.4,16.8,18.9,27.7,29.7,68.1,51.7,46.7,31.2,32.3,13.9,8.4,51.8,56.3,33.4,35.5,67.441,77.908,80.503,1.953,"2,021",0.312,0.379,55.802,,63.6,70.4,1.012,0.988,39.268,Rutgers
40,VCU,104.487,90.335,0.842,19–7,19,26,50.9,45.8,34,35.4,20.7,23.6,28.5,31.4,70.3,51.7,45.9,32.9,30.5,14.8,8.5,52.7,51.2,34.9,35.1,69.759,77.196,80.061,1.229,"2,021",0,-0.621,38.761,,76.1,69.4,1.015,0.922,22.145,VCU
41,Clemson,105.855,91.55,0.842,16–8,16,24,50,48.7,23.2,28.9,19.4,21.6,26.6,26.9,64.8,48.6,47.7,34.5,33.4,9.2,9.9,56.8,50.9,43.4,40.9,64.206,76.775,80.524,1.794,"2,021",-0.67,-0.907,59.066,,76.9,69.7,0.996,0.95,32.441,Clemson
42,Utah St.,104.324,90.358,0.839,19–9,19,28,49.8,45.6,29.2,25.6,20.1,19.5,35.3,21.4,69.4,49.8,42.9,33.2,33.2,14.9,8.8,60.6,51.9,32.6,39.8,68.741,78.146,81.316,1.486,"2,021",-0.595,-0.607,17.726,,71.3,73.8,1.037,0.898,18.985,Utah St.
43,Virginia Tech,109.456,94.993,0.836,15–7,15,22,52.3,48.9,33.4,31.9,17.3,17.9,27.8,24.4,66.4,51.6,48.3,35.4,33.2,11.5,10,56.1,46,41,38.9,66.108,76.42,79.897,1.562,"2,021",-0.719,-0.621,28.989,,69.8,69.7,1.068,0.978,24.238,Virginia Tech
44,Georgetown,108.666,94.718,0.829,13–13,13,26,49.4,48.9,30.8,25.9,21.5,16.2,32.2,26.9,70.3,46.1,47.8,36.5,33.8,10.4,7.9,51.7,57.4,38.9,39.9,69.605,78.144,81.822,2.018,"2,021",-0.4,-0.514,40.505,,75.3,69.2,1.011,1.015,33.772,Georgetown
45,Oregon St.,111.088,96.831,0.829,19–13,19,32,49,48.6,34.9,38.5,17.6,17.9,29.9,29.9,65.8,47,50.4,35.1,30.6,10.2,7.8,59.4,53.7,35.3,38.7,65.154,78.244,81.224,2.035,"2,021",2.364,2.486,34.182,,76.4,72.7,1.042,1.032,36.61,Oregon St.
46,Michigan St.,106.767,94.679,0.799,15–13,15,28,48.1,48,31.3,36.8,18.8,15.2,30.5,26.4,68.9,48.1,48,32.1,32.1,12.2,8,63.7,53.5,33.9,33.7,68.399,77.94,80.462,1.714,"2,021",0,0,82.545,,72.7,71.6,1.003,1.027,38.67,Michigan St.
47,Wichita St.,108.362,97.322,0.775,14–6,14,20,47.1,47,38.2,29.2,15.8,18.2,29.8,33.3,67.6,44.6,47.2,33.8,31.1,9.7,8.5,53.1,51.5,40.7,38.1,67.013,76.436,79.135,1.861,"2,021",0,0,37.445,,68.9,68.7,1.034,0.998,24.815,Wichita St.
48,UC Santa Barbara,108.378,97.521,0.771,20–5,20,25,52.6,47.8,35.3,27.3,16.4,20.5,28.2,24.3,66.6,53.2,47,34.3,33.1,7.1,6.1,58.5,45.5,34,31.4,65.346,77.357,80.946,2.321,"2,021",-0.409,-0.514,53.867,,76.3,75.9,1.092,0.945,13.262,UC Santa Barbara
49,Ohio,110.525,99.639,0.767,16–8,16,24,54.7,50.8,29.3,29.3,17.1,19.2,28.6,26.6,71.3,55.5,51.1,35.6,33.6,5.6,7,59.5,52.2,39.3,40.3,69.127,76.934,79.748,1.43,"2,021",0.602,0.75,6.606,,70.8,76.5,1.104,1.019,19.085,Ohio
50,Drake,110.734,100.594,0.751,24–5,24,29,53.4,48.3,24.6,29.9,15.3,18.4,32,25.2,66,52.9,49.8,36.4,30.4,7.9,7.8,46,46.6,31.6,35.6,66.193,76.09,79.545,1.958,"2,021",-0.246,-0.607,0.2,,71.1,72.3,1.123,0.974,17.122,Drake
51,Colgate,110.424,100.397,0.749,14–2,14,16,56.6,45.8,30.9,26.3,14.7,16.3,28.2,25.3,72.6,54.4,49.4,40.3,26.4,8.3,7.4,57,42.2,36.5,36.2,71.679,76.444,80.225,1.82,"2,021",-0.366,-0.164,0.2,,72.3,68.5,1.166,0.953,8.326,Colgate
52,North Texas,105.751,96.227,0.748,17–10,17,27,53.8,46.4,27,30.6,19.9,20.9,28,27.7,64.6,52.7,45.1,37.2,32.6,8.4,9,51.9,44.3,37.6,35.4,62.87,77.016,79.684,2.415,"2,021",0.621,0.75,2.103,,74.6,72.7,1.048,0.947,21.673,North Texas
53,Eastern Washington,109.473,101.153,0.713,15–8,15,23,54.2,48,30.5,27.4,16.6,16.1,23.6,25.6,71.4,54.4,47.8,36,32.1,7.1,6.1,54.5,44.5,39.8,35.8,72,77.174,79.677,1.614,"2,021",-0.315,-0.164,0.2,,80.3,73.1,1.095,0.995,14.436,Eastern Washington
54,Liberty,109.14,101.131,0.706,19–6,19,25,56.9,47.8,25.4,30.5,16,17.4,23.2,22.8,64.7,55.8,47.8,38.8,31.8,7.4,7.9,57.4,41.4,47.1,35.7,63.364,75.76,79.299,1.736,"2,021",-0.358,-0.25,3.795,,77.7,69.6,1.124,0.966,11.086,Liberty
55,Winthrop,104.641,97.12,0.702,23–2,23,25,52.6,49.1,35.6,34.4,19.3,22,35.3,22.1,72.4,52.5,49.4,35.2,32.4,6.5,9.5,53.8,43.6,39.3,36.8,73.332,76.674,79.375,1.933,"2,021",-0.25,-0.514,6.77,,68.8,66.6,1.09,0.926,6.967,Winthrop
56,Abilene Christian,100.643,93.559,0.698,20–5,20,25,51.2,46,32.7,41.1,19.2,26.5,30.6,27.9,71,49.3,46.8,36.4,29.7,8.5,10.5,66.5,49.9,36,34.5,69.272,75.102,79.765,2.228,"2,021",0.753,0.836,0.2,,69.5,68.8,1.046,0.867,12.871,Abilene Christian
57,Grand Canyon,104.397,97.153,0.696,14–7,14,21,52.5,45.5,33.4,30.1,20,16.2,33.6,23.2,66.5,55.2,45.4,31.8,30.5,8.3,6.4,56.1,46.5,36.2,39.4,64.871,77.413,81.935,2.131,"2,021",-0.166,-0.064,14.562,,69.1,70.1,1.073,0.944,13.023,Grand Canyon
58,UNC Greensboro,101.894,97.536,0.623,21–9,21,30,47.9,48.2,23.7,36.5,15.6,21.1,32.1,25.7,70.2,49.9,48.9,29.9,31.4,11.1,6.8,44.8,49.9,39,41.4,67.942,77.023,81.265,1.735,"2,021",-0.146,-0.25,14.285,,68.3,70.5,1.035,0.955,12.037,UNC Greensboro
59,Oral Roberts,107.801,104.281,0.594,15–11,15,26,53,50.1,27.9,31.6,15.5,18.4,22.7,33.5,72.7,49.9,49.4,37.7,34.4,8.8,9.6,43.8,44.3,46.5,31.4,71.05,76.849,79.548,1.496,"2,021",1.859,1.936,1.124,,82.2,70.1,1.081,1.056,20.257,Oral Roberts
60,Morehead St.,100.121,98,0.561,21–8,21,29,52.2,47.4,36.2,23.1,23.1,17.7,31.5,25.2,67,51.8,47.8,35.3,31.2,14.2,9.2,51.5,49.9,34.6,41,65.233,77.307,79.834,1.69,"2,021",-0.153,-0.164,5.5,,68.1,68.1,1.007,0.957,14.388,Morehead St.
61,Iona,100.858,98.969,0.554,12–6,12,18,50.7,46,34.5,46.1,22.5,19.7,32.6,26.9,69.7,49.9,46.3,34.6,30.2,12.5,7.3,54.9,53.4,37.7,37.5,67.805,76.324,80.272,1.731,"2,021",-0.105,-0.064,9.632,,74.4,68.5,1.023,0.948,10.132,Iona
62,Drexel,106.66,104.881,0.548,12–8,12,20,53.3,50.1,27.3,26.4,19.4,15.9,28.7,24.1,66,52,51.2,37.1,32,6.4,8.9,58,42.5,35.5,33.1,64.071,77.103,80.023,1.77,"2,021",-0.069,-0.007,8.771,,78,74.4,1.066,1.022,11.781,Drexel
63,Cleveland St.,100.486,101.807,0.463,19–8,19,27,50.5,49.1,32.5,37.6,18.6,20.1,30.7,32.5,67.5,51.7,51.3,32.1,30.7,7.7,7.6,52.8,52.2,34.3,42.4,65.994,76.953,79.047,2.036,"2,021",-0.045,-0.064,2.192,,67.1,73.1,1.027,1.032,14.288,Cleveland St.
64,Hartford,97.091,99.141,0.44,15–9,15,24,49.9,47.7,28.6,24.4,19.6,20.1,24.7,29,66.9,51,50.6,32.3,29,6.6,11.1,47,48.4,42.5,40.9,67.041,76.089,80.654,1.927,"2,021",-0.029,-0.007,12.091,,71.6,66.6,0.978,0.955,12.843,Hartford
65,Norfolk St.,98.188,102.257,0.385,15–8,15,23,48.7,47.5,37.1,40.6,17.6,20.5,27.7,29.3,71.9,44.7,47.5,37.2,31.7,9.9,10.5,48.3,55.9,35.6,45.9,67.587,76.559,79.353,2.363,"2,021",-0.016,-0.007,0.2,,70.8,70.7,1.015,0.982,9.414,Norfolk St.
66,Texas Southern,98.099,103.379,0.354,16–9,16,25,47.7,46.8,38.5,34.3,20.8,19.3,32.4,26.4,72.8,50,45.7,27.7,32.3,12.1,8.4,43.6,50,27.3,38.5,71.134,77.58,80.188,2.509,"2,021",-0.031,-0.007,13.802,,70.8,69.7,0.994,0.954,14.148,Texas Southern
67,Mount St. Mary's,95.278,100.984,0.339,12–11,12,23,48.6,45.4,29.8,25,20.1,16,31.3,24.9,63.6,47.7,45.2,33.4,30.6,11.2,8.3,50.5,41.3,36.7,32.5,61.657,76.902,80.738,1.572,"2,021",0,0,0.2,,67,76.9,0.983,0.968,8.959,Mount St. Mary's
68,Appalachian St.,97.614,103.648,0.334,13–12,13,25,46.9,50,32.7,23.7,17.7,19.8,28.2,30.2,66.1,46.4,49.6,31.7,33.7,9.5,14.2,48.7,49.6,44.5,37.6,65.181,76.131,79.11,1.818,"2,021",0,0,9.441,,72.3,72.2,0.998,0.999,9.623,Appalachian St.
