Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
11,Kentucky,119.378,95.399,0.929,26–8,26,34,53.1,46.9,28,25.4,16.7,17.5,37.7,24.9,69.3,53.5,47.3,34.7,30.8,11.1,6.5,53.4,46.7,28,35.9,67.771,76.828,80.438,1.856,"2,022",-2.031,-2.371,74.515,,72.6,72.1,1.139,0.954,32.076,Kentucky
12,Purdue,121.592,97.516,0.927,29–8,29,37,56.5,49.1,38.2,21.6,17.5,14,35.2,23.8,66.6,55.8,48.6,38.4,33.2,9.7,7.1,58.6,53.2,39.2,40.6,66.011,78.453,82.01,1.778,"2,022",0.075,0.136,60.487,,71.1,72.1,1.179,1.017,30.056,Purdue
13,Iowa,121.147,97.185,0.927,26–10,26,36,53.3,49.7,30,26.3,13,19.2,32.3,30,70.3,52.5,49.9,36.3,32.9,11.3,7.3,53.9,54.6,39.3,36.3,69.804,77.502,80.532,1.681,"2,022",-1.964,-1.114,43.723,,74.9,71.1,1.176,1.006,27.935,Iowa
14,Auburn,111.675,90.008,0.923,28–6,28,34,49.9,44.1,31.6,34.2,16.7,20,33.7,28.9,71.3,51.3,42.8,31.8,31,20.9,10,52.9,49.2,39.8,36,69.991,77.548,82.667,1.348,"2,022",-1.287,-1.371,61.608,,73.1,73.3,1.081,0.929,27.424,Auburn
15,Texas,112.508,91.488,0.915,22–12,22,34,50.1,47,32,39,17.8,23,31.6,29.8,64.5,50.5,46.6,33,31.8,10,9.2,53.8,44.1,36.1,33.7,63.534,76.788,79.048,2.664,"2,022",-0.042,-0.079,78.557,,74.6,68.1,1.059,0.934,36.244,Texas
16,North Carolina,114.43,93.451,0.911,29–10,29,39,51.5,48.6,30.3,21.4,16.4,13.6,31.9,21.6,70.3,50.1,47.5,35.8,33.7,9.7,9.3,54.1,47.5,38,36.2,70.072,78.254,81.474,1.742,"2,022",3.754,4.3,87.453,,76.4,72.5,1.098,1.004,33.097,North Carolina
17,Memphis,112.442,92.63,0.903,22–11,22,33,52.3,46.6,37.8,33.2,22.5,20.4,37.4,30.9,71,51.9,45.5,35.5,32,16.2,8.9,58.7,56.8,30.4,42.8,70.036,77.792,81.378,1.725,"2,022",0.021,0.4,80.073,,69.4,69.4,1.058,0.962,27.922,Memphis
18,Virginia Tech,115.562,95.207,0.903,23–13,23,36,55.1,49,24.5,25.6,17,18.7,27.8,26.2,63.6,52.6,49.3,39.2,32.3,9.4,9.4,55.2,51,41.1,36.9,63.291,76.763,79.95,2.136,"2,022",-0.848,-0.607,20.673,,75.1,74.5,1.11,0.984,29.161,Virginia Tech
19,Saint Mary's,109.791,90.482,0.902,25–8,25,33,52.7,48.3,23.3,25.1,17,19.2,27.4,21.7,65.4,52.5,47,35.5,34.3,6.4,8.5,51.3,36.7,36.2,28.3,63.665,77.82,80.684,2.27,"2,022",-0.116,-0.114,32.634,,76.3,72.5,1.063,0.937,27.41,Saint Mary's
20,Illinois,111.934,92.964,0.894,23–10,23,33,52.5,46,32,28.2,18.1,15.5,33.1,26.6,67.9,51.4,45.2,35.9,31.9,7.1,8.7,58.1,41.3,42.6,29.6,67.087,77.299,81.538,2.241,"2,022",-0.14,-0.536,54.781,,70.6,71.5,1.088,0.982,31.891,Illinois
21,Arkansas,108.703,90.682,0.889,28–9,28,37,48.6,47.5,37.2,31.9,16.9,20.5,29.6,25.3,71.9,50.1,46.8,30.4,32.4,11.7,8.7,52.7,52.7,34.2,38.8,70.627,76.757,79.641,2.292,"2,022",1.752,1.464,47.294,,76,73.1,1.049,0.943,29.645,Arkansas
22,LSU,106.312,89.647,0.877,22–12,22,34,49.4,45.1,33.4,37.8,20.7,25.1,33.8,30.9,70.4,50.4,47.6,31.6,28.2,14.6,8.9,49,54.4,34.8,46.5,68.676,77.616,80.415,1.196,"2,022",-1.184,-1.079,72.652,,73.1,69,1.024,0.895,30.245,LSU
23,San Francisco,110.173,93.036,0.875,23–10,23,33,53.1,47.1,28.5,33,17.9,18.4,30,24,70.6,54.4,48.7,34.3,28.9,11.6,8.9,46.4,43.7,44.7,30.5,68.953,77.33,81.411,2.568,"2,022",-0.985,-0.621,3.516,,69,70.9,1.076,0.951,24.42,San Francisco
24,Michigan,113.894,96.23,0.874,19–15,19,34,52.1,49.7,29.4,25.6,17.3,14.7,31,24,67.5,52.7,50.4,33.9,32.4,8.6,8.3,52.6,42.8,32.1,34.8,66.427,78.228,82.778,1.413,"2,022",1.074,1.393,72.575,,74.6,73.4,1.077,1.029,35.735,Michigan
25,Connecticut,113.198,95.884,0.871,23–10,23,33,49.6,46,30.5,31.7,17.3,18,37.9,27.6,66.7,48,42.6,35.2,35.3,16.6,8.2,52.6,44.5,34.5,32.6,65.034,78.16,81,2.112,"2,022",-1.161,-1.114,54.692,,75.3,68.7,1.099,0.959,27.161,Connecticut
26,TCU,108.603,92.07,0.87,21–13,21,34,48.7,47.4,31.4,26.9,21.4,18.6,37.7,26.1,67.3,50.3,48,30.2,30.9,11.2,8.6,53.8,54.2,31.7,34.9,65.894,77.933,80.572,1.734,"2,022",0.042,0.4,65.515,,67.4,70.9,1.01,0.958,36.724,TCU
27,San Diego St.,102.351,86.919,0.868,23–9,23,32,48.7,44.1,31.1,31,19.3,21.9,29.5,27.3,65.3,46.7,43.5,35.4,30,14.4,8,49.8,51.2,30.8,37.8,65.302,77.275,80.352,2.481,"2,022",-0.844,-0.7,31.863,,69.2,68,0.99,0.88,24.241,San Diego St.
28,Indiana,107.683,91.608,0.865,21–14,21,35,50.6,46.2,33.5,30.7,17.2,17.6,27,25.1,67.9,50.9,43.9,33.3,33,14.1,6.9,56.6,47.7,31.1,40,67.244,78.018,80.526,2.053,"2,022",-0.423,-0.514,72.37,,70,75.6,1.032,0.964,29.848,Indiana
29,Ohio St.,115.459,98.511,0.861,20–12,20,32,54.3,47.6,33.4,29.1,17.1,15.5,29.3,28.7,65.1,54,45.8,36.5,33.8,12.6,7.6,48.6,47.8,39.5,36,65.148,77.248,79.752,1.936,"2,022",0.182,0.093,66.738,,75.7,73.1,1.109,1.031,30.902,Ohio St.
30,Alabama,115.167,98.263,0.861,19–14,19,33,51.3,49.8,32.9,34.8,19.8,17.9,35.3,30.5,73.3,55.9,49.3,30.9,33.8,11.9,11.2,53.1,46.1,47.6,35.8,71.829,77.122,79.948,1.646,"2,022",-0.797,-1.079,62.2,,72.8,71.5,1.081,1.04,34.967,Alabama
31,Providence,111.435,95.478,0.855,27–6,27,33,50,46.3,37,27,17,15.6,30.3,27.4,66,49,47.1,34.4,30,9.7,10.6,54.1,46,38,36.1,65.334,77.714,80.621,2.733,"2,022",0.977,0.464,42.028,,72.8,69.6,1.064,0.985,27.024,Providence
32,Notre Dame,112.78,96.709,0.854,23–11,23,34,54,49,27.3,22.2,15.6,15.1,22.1,24.7,65.8,51.9,49.6,37.9,32,4.8,9.5,54.5,45.4,42.3,35.2,65.401,78.08,80.4,2.393,"2,022",0.561,0.393,72.248,,75.4,69.4,1.08,1.007,29.133,Notre Dame
33,Wisconsin,108.679,93.391,0.851,25–8,25,33,47.7,49,32.4,27.2,13,17,25.9,24.4,67,48.7,49,30.7,32.5,7.8,8.8,44.5,46.7,36,33.5,66.417,78.364,82.342,1.462,"2,022",-0.385,-0.864,62.378,,74.3,68.3,1.044,0.984,31.401,Wisconsin
34,Miami FL,113.561,97.877,0.847,26–11,26,37,53.4,52.5,28.9,24.8,14,20.4,22.4,30.3,67.9,54.8,53,33.9,34.5,9.1,8.9,51.6,57.2,35.6,38.7,67.714,76.713,80.224,2.424,"2,022",2.07,2.379,65.462,,74.2,67.9,1.086,1.033,29.597,Miami FL
35,Loyola Chicago,106.905,92.313,0.844,24–8,24,32,55.6,46.9,31.5,28.9,18.5,20.1,25.1,24,65.5,54.9,47.3,37.6,30.9,7.3,11.3,57.2,41.6,43.4,38,64.601,76.759,79.514,2.525,"2,022",-0.678,-0.621,5.155,,71.1,73.6,1.087,0.93,19.721,Loyola Chicago
36,Boise St.,107.586,92.93,0.843,26–8,26,34,50.7,48.3,35.2,25.9,18.4,20.2,30.6,22.4,64.8,50.6,48,34,32.6,9.5,8.8,46.6,43.5,38.6,32.9,64.521,78.468,80.519,2.402,"2,022",-0.481,-0.7,32.117,,65.1,72.3,1.034,0.931,22.415,Boise St.
37,Michigan St.,111.626,96.606,0.84,23–13,23,36,52,48.1,29.9,28.3,18.8,15.3,30.7,27.1,67.9,49.6,48.5,37.8,31.6,13.3,8.9,60.2,51.4,33.7,37.6,67.593,78.586,81.359,1.746,"2,022",0.278,0.093,75.799,,75,70.8,1.064,1.017,33.304,Michigan St.
38,Iowa St.,101.748,88.391,0.835,22–13,22,35,49.1,47.9,27.1,36.7,20.4,24.6,28.4,28.3,67.3,50.1,50.8,31.5,28.9,9.8,11.5,60.4,53.6,37.7,38.1,66.313,76.518,79.663,2.195,"2,022",1.258,1.393,47.374,,68.3,71.8,0.969,0.924,36.625,Iowa St.
39,Davidson,115.799,101.141,0.826,26–7,26,33,55.6,49.5,32.5,28,14.8,16.7,23.6,22.4,65.7,54.2,48.9,38.5,33.6,8.4,7.2,54.8,51.7,41.1,43.8,64.628,78.038,80.984,2.001,"2,022",-0.631,-0.621,36.235,,75.4,74.1,1.132,1.003,17.469,Davidson
40,Murray St.,110.038,96.211,0.824,28–3,28,31,52.6,48.1,32.4,26,17.1,20.4,35.3,25.7,67.5,53.2,50.5,34.5,29.7,9.6,11,50.8,45.5,37.8,40.6,66.044,76.615,79.972,2.121,"2,022",0.419,0.093,18.119,,69.4,67.9,1.126,0.935,14.046,Murray St.
41,Colorado St.,111.855,98.094,0.819,24–6,24,30,54.8,50.1,29.6,25.6,15.2,18.5,21.9,25,65.9,55.7,51,35.6,32.7,9.5,8.5,53.9,50.6,39.6,43.9,65.564,75.69,78.681,2.004,"2,022",-0.535,-1.079,19.502,,77.3,71.7,1.098,0.997,22.728,Colorado St.
42,Creighton,104.82,92.132,0.815,23–12,23,35,50.6,44.9,26.7,20.8,20.4,15.5,28.4,28.5,68.2,53.3,43.6,30.8,31.7,10.1,9.8,52,45.2,38.1,33.2,66.989,78.241,81.359,1.319,"2,022",0.487,0.4,67.849,,73.8,72.8,1.005,0.964,29.218,Creighton
43,USC,108.626,96.18,0.802,26–8,26,34,51.2,44.7,30.9,26.8,17.9,14.4,33.5,26.7,67.4,50.1,42,35.7,33.2,11.1,8.4,53.3,50.1,32.2,34.3,66.192,79.116,81.678,2.119,"2,022",-0.625,-0.907,59.267,,66.4,71.5,1.065,0.971,24.42,USC
44,UAB,111.821,99.115,0.8,25–8,25,33,52.8,48.4,29.3,31.3,16.4,21.1,33.3,27.5,69.9,50.8,47.8,38,32.9,11.1,8.6,44.3,46.4,32.7,37,68.894,76.646,80.366,2.645,"2,022",-0.223,-0.514,28.246,,74,70.6,1.119,0.963,15.778,UAB
45,Seton Hall,105.41,93.438,0.8,20–11,20,31,47.2,45.6,30.5,27.8,17.7,18.5,32.3,29.1,68.5,45.8,45.1,33.2,31.1,13.9,11,40.3,48.4,35.7,33.8,67.579,78.886,82.244,2.526,"2,022",-0.496,-0.7,67.935,,75.2,77.3,1.026,0.965,29.199,Seton Hall
46,Vermont,109.688,97.316,0.798,27–6,27,33,57.1,47.7,26.7,23.3,14.7,16.8,23.7,18.7,65.2,58.6,45.3,36.8,34.4,6.9,8.9,54.8,43.7,43.1,37.6,64.833,76.344,78.553,2.807,"2,022",-0.509,-0.25,4.679,,74.1,69.1,1.142,0.935,9.611,Vermont
47,Marquette,107.707,96.544,0.779,19–13,19,32,52.1,47,26.2,29.5,17.2,18.9,22.5,31.6,71.6,52.6,46.4,34.4,32,12.9,9.1,59.3,56.2,41.8,36,71.182,77.866,80.422,1.239,"2,022",-0.322,-0.6,58.313,,74.1,70.3,1.027,0.993,29.874,Marquette
48,Wyoming,107.857,97.285,0.766,24–9,24,33,52.3,47.1,37.1,24.8,17.1,15.7,25.5,24.6,66.1,54.4,48.4,33,30.1,5.6,8.5,43.4,42.3,41.8,38.2,65.774,78.721,80.509,1.816,"2,022",0,0,1.779,,72.3,72.2,1.065,0.979,22.125,Wyoming
49,Rutgers,106.602,96.302,0.763,18–14,18,32,49.9,48.6,26.2,28.6,17.3,17.8,29.6,27,65.5,49.4,47.1,33.9,33.9,11.7,7.9,58.8,52.5,31.6,39.7,64.987,78.702,80.718,2.135,"2,022",0,0,51.706,,70,72.5,1.029,1,29.273,Rutgers
50,New Mexico St.,106.031,96.015,0.758,24–7,24,31,51.9,45.2,34.6,28.3,20.8,16.8,32.6,25.7,67.7,53.2,45.6,33.4,29.8,12.6,6.4,53.4,49.3,41.1,42.4,66.131,78.058,80.361,2.364,"2,022",0.558,0.486,16.577,,70,75.3,1.041,0.954,16.855,New Mexico St.
51,Chattanooga,107.293,97.259,0.756,25–8,25,33,52.2,49.4,26.8,27.8,17,18.1,32.7,26.2,65.5,53,52.1,33.9,30.3,6.3,9.9,46.2,45.2,38.7,40.3,64.615,77.024,79.374,2.605,"2,022",-0.326,-0.25,20.793,,75.9,69.2,1.099,0.992,15.548,Chattanooga
52,South Dakota St.,114.07,103.476,0.754,28–5,28,33,59.2,51.4,34.6,21.3,15.3,15.8,23.7,24.3,71.4,55.9,50.3,43.7,35.2,6.4,7,47.5,44,34.5,41.3,69.598,76.682,79.114,2.058,"2,022",-0.448,-0.25,0.603,,75.9,74.3,1.182,1.037,11.886,South Dakota St.
53,Richmond,106.946,99.055,0.707,24–13,24,37,51.1,50.5,31,23.4,14.3,18.8,22.4,27.5,67.3,52.3,49.9,33,34.3,6.3,9.3,57,49,41.7,36.1,66.69,76.674,80.409,2.623,"2,022",0.771,0.486,15.581,,71.8,72.5,1.049,1.01,21.134,Richmond
54,Saint Peter's,99.388,93.134,0.679,21–12,21,33,47.5,44.2,37.4,41.2,20.1,20.5,30.9,29,66.8,45.6,44.5,34.6,29.2,14.7,13.1,52.3,53,30.3,36.3,65.577,76.197,79.399,1.895,"2,022",2.817,2.936,0.2,,70.3,72.7,0.986,0.936,17.047,Saint Peter's
55,Akron,105.47,101.665,0.604,22–10,22,32,52.5,49.1,39.3,26.1,17.7,17.5,29,26.4,63.6,52.2,47.4,35.3,34.8,8.7,7.6,48,41.2,41.4,35.4,61.948,76.279,80.08,1.974,"2,022",-0.118,-0.25,14.226,,69.4,70.7,1.078,1.002,11.225,Akron
56,Colgate,106.998,103.192,0.603,22–12,22,34,55.6,48.9,26.3,24.1,16.9,16,26.6,25.1,67.5,52.1,48,40.4,33.7,9.1,8.5,61.7,53.1,41.9,35.6,66.998,77.075,80.565,2.413,"2,022",-0.258,-0.164,0.2,,69.5,67.3,1.107,0.998,10.561,Colgate
57,Georgia St.,101.895,98.427,0.598,15–11,15,26,44.7,50,30.4,33.2,16.6,22.1,32.5,31,68.1,42.5,46.2,32.4,37.5,12.3,9.3,52.5,57.1,36.3,37.5,67.282,75.872,79.491,2.162,"2,022",-0.059,-0.007,28.01,,72,69,0.991,0.988,14.643,Georgia St.
58,Delaware,106.501,103.153,0.591,21–13,21,34,53.4,49.6,34.5,29.1,18.3,18.5,26.7,31.3,67.6,54.4,47.7,34.5,35.4,9.9,8,47.9,45.4,38.2,36,66.623,77.165,80.382,2.079,"2,022",-0.111,-0.064,13.46,,74.4,76,1.069,1.038,14.018,Delaware
59,Jacksonville St.,104.512,102.207,0.564,19–11,19,30,53.6,48.1,32.1,21.6,19.7,17.1,28.2,27,66.2,51,47.5,38,32.7,8.9,9,53.8,54.3,42.7,44.7,65.107,76.546,80.43,2.546,"2,022",-0.121,-0.064,6.265,,68.8,76.9,1.055,1.001,12.242,Jacksonville St.
60,Longwood,105.697,103.72,0.554,22–7,22,29,51.5,51.4,35.4,26.5,18.4,20,33.2,24.5,67,47.9,53.9,38.4,32.1,6.2,11.3,53.3,51.1,37.3,43.6,65.821,75.561,78.467,2.05,"2,022",-0.087,-0.164,4.353,,72.6,74,1.082,0.997,10.612,Longwood
61,Yale,99.397,97.852,0.545,18–12,18,30,49.7,48.9,32.2,32.1,18.3,18.2,25.6,26.7,70.2,50.1,51.2,32.6,30.5,9.2,9.6,46.9,48.6,36,41.2,68.85,76.299,78.217,1.898,"2,022",-0.097,-0.164,9.416,,73.3,68.9,1.011,0.993,16.11,Yale
62,Montana St.,103.582,102.478,0.531,25–8,25,33,53.9,49.4,40.1,36.1,18.7,18.2,26.7,23.5,68.7,52.9,48.9,37,33.6,10.2,8.3,47.8,39.9,36.2,35.9,67.053,76.746,80.128,1.961,"2,022",-0.064,-0.164,7.356,,74.9,75.6,1.079,1.003,9.811,Montana St.
63,Cal St. Fullerton,101.956,103.118,0.467,19–11,19,30,48.9,51.1,34.8,25.7,17.9,20.2,29.1,28.2,66.4,48.4,48.4,33.4,37.3,5.4,8.8,44.6,54.8,29.9,36.4,66.018,76.432,79.152,2.33,"2,022",-0.057,-0.064,12.413,,76.7,69.7,1.033,0.999,12.7,Cal St. Fullerton
64,Bryant,102.868,104.125,0.465,21–10,21,31,49.6,47.6,32.7,25.2,19,16.6,32.8,31.7,72.4,52.8,47,30.3,32.5,9.7,12.5,49.5,54.5,43.4,33.6,72.28,76.94,78.679,2.521,"2,022",0,0,3.998,,73.2,68.9,1.05,1.014,9.608,Bryant
65,Wright St.,104.805,106.229,0.461,21–14,21,35,51.7,51.4,31.6,26.1,17.7,18.5,31,30.1,69.7,52.5,51.9,33.4,33.8,7.5,7.3,50.8,41.2,32.7,34.1,68.773,76.961,79.768,1.581,"2,022",-0.033,-0.007,9.944,,76.6,71.5,1.083,1.038,10.413,Wright St.
66,Texas Southern,96.28,98.473,0.436,19–13,19,32,48.2,45.3,33.6,33.4,21.4,17.3,33,28,69.7,48.6,45.1,31.4,30.4,13.6,6.1,42.7,48.1,30.9,35.6,68.056,77.009,80.4,2.813,"2,022",-0.022,-0.007,16.145,,67.9,64.7,0.987,0.945,13.59,Texas Southern
67,Norfolk St.,100.66,103.002,0.434,21–7,21,28,50.9,45.8,38.3,33.5,20.1,18.4,30.1,27.8,70.3,50.8,47.1,34,29.5,10,9.9,47.4,55.7,35.9,45.2,66.963,76.636,79.263,2.43,"2,022",-0.043,-0.007,7.809,,69.7,64.5,1.025,0.948,9.067,Norfolk St.
68,Texas A&M Corpus Chris,96.396,102.832,0.322,19–12,19,31,47.2,49,38,42.3,19.7,22.6,34,28.8,71.9,46.9,50.3,31.8,31.5,5.2,10.2,53.9,53.3,31.3,42.2,69.232,75.778,78.731,2.352,"2,022",0,0,3.592,,74.3,75.4,1.018,0.986,7.542,Texas A&M Corpus Chris
