Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
32,Arizona,117.195,100.731,0.851,27–8,27,35,56.3,49.9,36.9,31.2,17.5,16.7,33.2,25.1,68.7,56.7,47.7,36.9,35.8,12,6.8,52.6,49.8,32,35.6,67.092,78.636,83.38,1.51,"2,018",-1.15,-1.536,82.727,,76.1,73.4,1.156,1.029,22.662,Arizona
33,San Diego St.,110.454,95.149,0.848,21–11,21,32,51.7,48.6,35.1,29.6,17,19,31.6,25,70.4,52,47.8,34.1,33.2,9.2,8.8,54.5,54.8,35.9,39.9,68.815,78.323,82.17,1.608,"2,018",-0.514,-0.607,61.723,,71.5,72.7,1.09,0.972,20.174,San Diego St.
34,Arkansas,117.001,100.817,0.847,23–12,23,35,53.8,50.4,37.4,40.8,15.1,19.4,28.8,31.7,71.3,51.2,48.2,39.5,35.7,13.8,8.7,49.9,54.7,32.1,41.6,69.841,77.141,80.622,2.109,"2,018",-0.567,-0.907,39.343,,68.1,72.7,1.119,1.05,31.29,Arkansas
35,Loyola Chicago,110.788,95.729,0.843,31–6,31,37,57.7,47.4,32.2,25.2,19.1,19.4,22.1,25.9,65.6,56.6,47.1,39.8,32,6.5,9.4,59.3,49.7,35.4,36.9,65.199,76.466,78.499,1.803,"2,018",3.219,3.393,16.801,,72.6,70.4,1.081,0.95,19.303,Loyola Chicago
36,Nevada,119.116,103.02,0.842,29–8,29,37,54.8,49.4,36.3,30.1,13.5,18,26.7,29.3,70.3,52.1,50.7,39.2,31.7,10.9,7.9,57,49.3,40.4,38.6,69.5,78.302,79.07,2.161,"2,018",1.217,1.093,57.081,,74.3,70.9,1.158,1.024,21.886,Nevada
37,Missouri,111.417,96.38,0.841,19–13,19,32,54.1,46.7,38.3,30.3,20.8,16,30.3,27.9,67.3,50.3,45.4,39,32.7,11,12.4,56,47.7,45.6,36.2,65.581,77.943,81.238,1.805,"2,018",-0.665,-0.7,45.402,,74.3,72.1,1.074,1.006,30.08,Missouri
38,Oklahoma,114.878,99.789,0.835,18–14,18,32,53.5,51,33.2,25.6,17.3,16.8,28.4,30,76.5,53.3,49.1,35.9,36.2,11,11.4,50.1,48.5,40.5,37.2,75.528,77.895,81.034,1.253,"2,018",-0.645,-0.621,70.869,,74.6,70.4,1.098,1.056,35.043,Oklahoma
39,Syracuse,106.304,92.406,0.834,23–14,23,37,46.9,46.2,40.5,31.4,19.1,19.5,34.7,30.4,64.1,46.6,45.1,31.7,31.8,17.4,8.7,47.5,73.8,32.9,44.5,62.762,80.1,82.622,0.961,"2,018",1.415,1.393,81.271,,73.5,73.1,1.025,0.981,31.668,Syracuse
40,Davidson,117.322,102.724,0.822,21–12,21,33,57.4,51.2,24.6,29.6,14.5,16.2,22.6,23.4,65.2,56.5,50.3,38.9,35,6.1,8.6,61.3,52,48.4,41.7,64.327,78.13,80.757,1.744,"2,018",-0.55,-0.514,20.885,,79.8,68.5,1.157,1.029,19.145,Davidson
41,North Carolina St.,116.027,101.735,0.819,21–12,21,33,53.4,51.6,34.2,33.7,16.8,20.4,33.4,32,72.1,52.1,53.6,37.2,31.6,9.2,9.7,55,50.3,34.4,32.2,71.573,76.427,80.511,1.734,"2,018",-0.598,-0.6,43.838,,69.6,70.3,1.124,1.038,29,North Carolina St.
42,Arizona St.,116.118,102.458,0.808,20–12,20,32,53.8,50.6,41.3,32.7,14.7,20.4,28,30.6,72.2,53.2,50.2,36.4,34.2,9.9,9.8,51.6,57,41.3,39.9,71.512,76.215,80.009,1.795,"2,018",0,0,53.908,,73.3,71.8,1.136,1.028,23.266,Arizona St.
43,Alabama,108.188,95.732,0.803,20–16,20,36,51.9,47.8,41.9,36.5,20.3,18.7,29.4,30.9,70.1,53.5,46.9,32.6,32.8,14.7,10.5,50.3,48.7,35.6,37.9,68.678,78.097,80.946,0.744,"2,018",0.483,0.4,73.914,,67,68.5,1.032,1.007,31.945,Alabama
44,Providence,108.774,96.314,0.802,21–14,21,35,49.6,50.3,38.6,31.8,17.4,19,28.9,29,69.5,49.5,51.5,33.2,32.2,9.8,9.4,53.9,48.6,32.9,36.3,67.062,77.674,80.31,1.894,"2,018",-0.516,-0.621,60.949,,70.4,73.1,1.041,1.029,34.741,Providence
45,South Dakota St.,114.17,101.285,0.799,24–7,24,31,54.3,50,35.4,25.6,14,14.2,24.6,23.3,72.2,50.7,49.8,39.3,33.6,5.6,8.1,45.2,43.4,43.7,38.4,70.33,76.865,80.096,2.117,"2,018",-0.28,-0.514,2.923,,76.6,71.7,1.137,1.038,16.882,South Dakota St.
46,Rhode Island,109.972,97.633,0.797,26–8,26,34,51.1,50.4,30.1,40.6,15.3,22.6,31,28.2,69.1,50.4,50.6,35.2,33.2,9.5,7.4,54.5,49,32,30.7,68.411,75.66,78.342,2.171,"2,018",0.399,0.093,56.579,,69.7,73.4,1.091,0.987,21.313,Rhode Island
47,UCLA,114.223,101.572,0.794,21–12,21,33,53.7,49.1,35.5,29.7,16.6,14.5,28.5,26.9,71.4,51.4,47.3,38.1,34.6,10.3,6.7,53.4,50.6,40.4,39.4,70.271,78.806,83.033,1.437,"2,018",0,0,78.711,,72,70.1,1.112,1.04,25.294,UCLA
48,New Mexico St.,107.155,95.432,0.791,25–6,25,31,51.6,46,29.1,33,17.4,19,33.8,22.5,69.9,52,45.7,34,31.1,8.2,6.6,49.3,40.7,36.5,36.7,68.206,75.443,78.884,2.012,"2,018",-0.413,-0.514,16.867,,64.3,72.2,1.074,0.93,15.67,New Mexico St.
49,Buffalo,114.864,103.071,0.777,26–9,26,35,54.8,48.8,29.9,39.5,16.5,18.1,31.9,29.1,73.6,54.3,48.4,37.1,33.1,10.4,9.8,53.5,44.3,40.4,33.6,72.606,76.586,80.17,1.751,"2,018",0.588,0.75,10.891,,69.9,73.9,1.137,1.033,15.787,Buffalo
50,St. Bonaventure,109.913,100.026,0.747,26–8,26,34,51.6,49,40.5,38.4,16.3,20.4,29.3,29.1,69.3,48.5,49.7,38.6,32,10.8,10.2,53.4,57.4,33.7,43.3,69.202,76.517,78.956,2.209,"2,018",-0.379,-0.607,5.279,,75.2,71.5,1.095,1.006,19.874,St. Bonaventure
51,Murray St.,111.007,101.126,0.745,24–6,24,30,55,47.2,37.3,30.5,17.6,18,32.9,27.6,67.6,54.4,47.6,37.2,30.9,8.4,9.9,53.4,42.2,39.9,35,66.635,76.282,79.963,1.887,"2,018",-0.269,-0.514,0.2,,73.1,72.1,1.14,0.986,12.061,Murray St.
52,UNC Greensboro,103.7,95.485,0.721,24–8,24,32,51.7,47.5,26,39.2,19.8,21.4,33.7,23.9,66.3,51.1,47.3,35,31.9,12.4,7.3,53,47.9,45.5,40.9,65.008,77.161,80.834,1.785,"2,018",-0.249,-0.25,0.208,,69.7,72.6,1.06,0.936,13.907,UNC Greensboro
53,Montana,107.045,98.754,0.716,24–8,24,32,51.2,48.4,38.3,41.4,17.4,21.2,33.5,26.1,69.7,51.4,46.3,33.7,35.2,9,8.7,45.6,43.8,27.2,32.3,67.877,76.629,79.637,1.738,"2,018",-0.195,-0.164,16.392,,71.6,72,1.09,0.969,14.588,Montana
54,Stephen F. Austin,104.701,97.593,0.692,24–7,24,31,53.1,49.7,40.5,50.3,20.7,25.9,32,28.5,72.6,51.7,47.4,37.4,35.6,9.5,10.1,49.6,59.1,32.3,38.6,70.84,76.338,79.136,1.934,"2,018",-0.15,-0.164,16.014,,70,69.3,1.069,0.943,11.046,Stephen F. Austin
55,Georgia St.,109.107,101.822,0.689,22–11,22,33,53.9,47.1,30.9,38.6,16.7,20.6,25.6,33.4,67.4,50.9,44,38.7,33.8,14.9,10.2,47.7,59.2,41.4,46.2,66.488,76.699,78.473,1.916,"2,018",-0.114,-0.064,31.565,,68.4,69.9,1.082,0.994,11.463,Georgia St.
56,Bucknell,108.517,101.754,0.677,25–10,25,35,53.9,47.8,42.6,34.5,17,17,27,27.5,72.4,55,47,34.8,33.1,10.4,9.3,52.3,49.2,39.2,31.7,71.657,77.029,80.645,1.977,"2,018",-0.151,-0.164,0.2,,71.8,69.5,1.104,0.996,13.867,Bucknell
57,Penn,104.045,97.977,0.666,23–9,23,32,52.9,47,33.4,31.8,16.6,17,23.8,22.6,70,53.3,48,34.8,30,6.9,9,56,39.6,42,32.6,68.896,76.057,79.138,1.833,"2,018",-0.113,-0.007,14.406,,65.7,74.3,1.047,0.972,12.07,Penn
58,Marshall,108.802,103.033,0.652,24–11,24,35,54.7,49.9,33.1,28.9,17.2,18.4,22.4,32.3,75.8,55.5,48.7,35.9,35,12.3,7.9,58.4,50.7,45.5,30.8,74.709,76.631,80.007,1.443,"2,018",0.744,0.75,2.18,,76.4,68.6,1.085,1.036,18.145,Marshall
59,College of Charleston,107.042,104.544,0.567,24–8,24,32,52.7,49.9,36.6,32.1,15.1,17.8,25.5,27.9,66.2,52,48.7,35.9,34.6,9.9,9.4,42.8,48.9,37.3,36.4,64.752,76.811,79.63,2.061,"2,018",-0.229,-0.25,4.156,,76.2,74,1.106,1.03,11.622,College of Charleston
60,Wright St.,99.712,97.506,0.564,23–10,23,33,48.6,48.3,35.3,29.9,18.6,21,28.7,25.3,69.6,47.7,45.8,33.5,34.7,6.7,8,53.2,51,35,39.4,68.092,76.807,80.331,1.455,"2,018",-0.121,-0.164,0.375,,71.7,71.8,1.006,0.946,13.048,Wright St.
61,Lipscomb,103.572,102.1,0.541,20–10,20,30,51.5,52,40.6,38.4,20,19.9,27.4,24.3,76.5,53.2,52.8,32.7,33.8,7.6,12,54.4,49.3,39.1,36.9,74.659,77.268,79.89,1.601,"2,018",-0.075,-0.064,5.68,,72.8,70,1.033,1.011,16.475,Lipscomb
62,Iona,109.168,107.92,0.533,20–14,20,34,53.9,52.5,30.2,28.6,16,18.8,24.5,30.8,71.5,51.5,51.7,38.3,35.8,7.6,7.7,56.6,52.1,40.8,35.4,70.275,75.88,78.997,2.223,"2,018",-0.054,-0.064,0.2,,73.8,65.9,1.091,1.052,13.464,Iona
63,UMBC,102.473,102.541,0.498,22–11,22,33,52.2,51.6,30.2,30.8,17.2,20.7,25.9,28.3,68.8,48.1,51,38.2,35,7.3,8.5,57.9,52.1,44.3,40.5,68.129,75.848,79.973,1.951,"2,018",0.959,0.993,10.296,,64.8,68.1,1.042,1.015,14.257,UMBC
64,Cal St. Fullerton,101.969,102.771,0.477,18–12,18,30,51.6,48.2,45.6,35.2,20.7,18.2,26,28.9,69.7,52,45,33.8,36.4,8.7,9.8,49.6,51.4,28.7,33.3,69.546,76.687,78.659,1.488,"2,018",-0.074,-0.064,0.2,,73.2,75.8,1.021,1.02,14.783,Cal St. Fullerton
65,Radford,101.76,103.174,0.46,21–13,21,34,49.3,50.1,31.2,31.7,18.7,20.2,32,28,63.6,47.1,48.9,35,34.6,9,9.7,51.3,50.8,39.5,39.3,62.958,74.782,78.29,1.584,"2,018",-0.029,-0.007,1.613,,73.5,75.9,1.035,1.012,13.97,Radford
66,Texas Southern,104.998,112.603,0.309,16–20,16,36,50.5,51.2,42.9,31.2,17.2,16.2,28.5,32.5,72.6,48.5,49.4,35.9,36.6,9.3,10.9,47.4,54.3,37,32.9,71.425,75.756,80.045,2.025,"2,018",-0.042,-0.007,30.177,,72.5,66.7,1.059,1.086,19.422,Texas Southern
67,LIU Brooklyn,102.198,110.215,0.296,17–17,17,34,52.1,50,38.7,31.8,19.5,16.5,29.4,29.8,72.4,52.3,50.5,34.6,32.8,7.4,7.6,46.9,47.5,39.2,34.2,71.585,75.202,78.642,1.875,"2,018",0,0,14.561,,69.6,69.4,1.049,1.054,5.392,LIU Brooklyn
68,North Carolina Central,95.345,110.527,0.155,16–16,16,32,50.4,48.5,30.3,34.3,20.8,16.8,32.9,29.7,67.8,51.3,48.1,32.3,32.8,9.5,7.8,56.5,53.9,31.2,38.2,65.149,76.233,79.629,1.717,"2,018",0,0,4.118,,68.2,72.8,1.023,1.036,6.295,North Carolina Central
