Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
11,Oklahoma,112.99,90.73,0.926,24–11,24,35,49.3,44.1,32.8,28.4,17.6,19.7,31.5,31.4,67.5,48.2,42.2,34.3,31.7,12.9,9.7,48.6,49.4,33.8,34.5,66.891,76.85,80.051,1.824,"2,015",0.2,0.136,58.549,,74.1,65.5,1.052,0.924,33.405,Oklahoma
12,Michigan St.,117.907,94.807,0.925,27–12,27,39,53.2,44.9,32.7,39,17.5,16.5,33.5,27,63.1,50.8,43.8,38.5,31.5,12.6,7.8,63.7,49.1,35,33.8,63.328,76.178,79.412,1.848,"2,015",2.9,3.093,62.703,,63.2,72.2,1.096,0.981,34.891,Michigan St.
13,Baylor,117.671,94.952,0.922,23–10,23,33,49.8,45.8,38.6,32.1,20.1,19.3,41.9,31.5,62.5,46.1,46.4,38.2,29.8,10.9,10.8,60.3,69.6,33.5,35.7,61.434,76.311,79.972,1.871,"2,015",-1.4,-1.864,33.696,,67,64.6,1.092,0.956,31.719,Baylor
14,Wichita St.,116.125,93.739,0.921,29–5,29,34,50.3,45.8,36.2,36.6,15,21.3,34.5,27.4,61.5,48.9,42.6,35.4,35.3,11.1,9.5,55,45.1,34.7,30.4,61.964,75.619,78.755,1.835,"2,015",0.5,1.093,11.93,,70.5,69.5,1.117,0.926,21.519,Wichita St.
15,Louisville,110.968,89.627,0.921,27–9,27,36,47.7,44,38.7,33.3,17.2,21.3,34.7,30.8,65.5,48.4,43.3,30.7,30.3,14.4,7.1,47.7,55.3,31.4,31.8,64.946,76.847,81.129,1.458,"2,015",1.5,1.464,79.783,,66.8,66.1,1.045,0.907,33.586,Louisville
16,Kansas,114.892,92.867,0.92,27–9,27,36,49.4,44.6,42.6,33.8,19.2,17.5,34.9,31.6,66.7,46.4,43.4,37.9,31.5,12.3,12.7,54.7,48.6,28.4,32,66.589,77.516,80.336,0.974,"2,015",-0.6,-1.371,83.717,,72.4,67.2,1.063,0.968,37.231,Kansas
17,Northern Iowa,117.278,95.129,0.917,31–4,31,35,55.9,45.6,39.8,27,17.8,19.2,27,26.9,57.3,53.3,44,39.8,32.1,7.8,8.5,53.2,48.4,39.9,37.9,57.848,76.839,79.397,2.165,"2,015",-0.7,-0.114,47.901,,73.3,71.2,1.119,0.938,18.775,Northern Iowa
18,Iowa,115.337,94.123,0.912,22–12,22,34,48.1,45.6,38,29.1,17.1,18.9,35.6,30.3,64.5,47.3,43.7,33.3,32.6,13.1,9.1,58.7,54.2,30.2,36.6,63.97,78.765,82.25,2.113,"2,015",0,0.093,58.944,,74.4,69.4,1.074,0.96,31.72,Iowa
19,Iowa St.,119.117,98.192,0.902,25–9,25,34,54.3,47.6,36.5,24,15.8,18.5,28.3,29.6,69.8,54.3,45.2,36.2,34.7,9.7,9.1,58.1,55.7,36.8,34.4,69.204,77.31,79.241,1.984,"2,015",-1.7,-1.864,43.965,,69.6,73.3,1.114,0.988,33.069,Iowa St.
20,Ohio St.,115.519,95.352,0.901,24–11,24,35,54.2,46.4,34.7,27.8,17,21.6,33.5,32,66,53.6,45.2,37,32.2,14.6,7.4,55.4,57.5,31.9,37.7,65.647,77.558,80.223,1.599,"2,015",0.2,0.379,88.173,,68,70.5,1.133,0.947,29.612,Ohio St.
21,Butler,109.933,90.772,0.9,23–11,23,34,48.4,46.7,40.8,33.4,17,19.5,34.7,25.3,64.3,46.3,47.1,35.6,30.7,8.8,11.3,47.5,50.1,28.7,34.2,63.272,76.992,79.349,1.934,"2,015",0.1,-0.079,52.49,,68.6,68.2,1.059,0.935,32.419,Butler
22,Xavier,117.404,97.387,0.896,23–14,23,37,53.3,50,38.5,33.3,18.1,18.8,31.3,27.3,65.6,53.7,48.9,35.1,34.6,8.3,9.9,62.3,54.7,33.2,37.1,64.927,77.273,81,1.566,"2,015",0.9,0.921,55.641,,73,67.7,1.098,1.009,31.917,Xavier
23,Texas,112.146,93.641,0.888,20–14,20,34,49.1,42.1,36.6,34.8,20.1,14,37.9,28.6,63,48.3,37.7,33.8,34.7,20,8.7,55.3,50.6,34.1,30.8,62.176,77.466,81.621,1.625,"2,015",-0.7,-0.607,72.06,,72.3,66.3,1.058,0.947,32.146,Texas
24,Georgetown,114.261,95.981,0.881,22–11,22,33,51.3,47.1,43.9,44.1,19.2,20.2,34.3,31,64.6,50.5,43.1,35.3,36.2,14.1,10.2,53.4,52.4,32.5,35.4,63.942,78.19,81.023,1.639,"2,015",-0.2,-0.536,84.19,,70.4,71,1.081,0.995,33.301,Georgetown
25,Providence,113.018,95.891,0.869,22–12,22,34,48.4,48.2,40.7,39.3,18.1,19.7,35.2,29,65.7,48.9,47.1,31.3,33.3,13.5,8,57.2,54.1,28.9,36.3,65.132,78.609,82.241,1.423,"2,015",-0.8,-1.079,63.346,,70.7,69,1.054,0.99,33.494,Providence
26,San Diego St.,105.002,89.551,0.862,26–9,26,35,46.6,43.5,36.2,25.7,18.6,21.1,35.7,29.7,60.5,45.9,42.3,32,30.6,14,10.6,46.6,45.9,30.6,32,60.622,78.713,81.002,1.819,"2,015",0.2,0.3,55.636,,63,69.6,1.006,0.883,22.104,San Diego St.
27,BYU,120.043,102.393,0.862,23–10,23,33,53.2,49.6,42.5,39.2,16.4,17.7,33.4,28.4,70,50.2,49.6,39,33.1,7.2,9.6,60.4,55.9,36.6,32.3,70.239,77.578,80.636,1.916,"2,015",0,0,41.166,,76.8,69.9,1.156,1.036,21.857,BYU
28,West Virginia,111.945,95.538,0.861,25–10,25,35,46.1,52.7,40.4,55.5,18.7,28,40.1,31.1,68.7,45.5,51.8,31.6,36.5,8.7,10.3,56.7,53.3,33.6,32.2,67.989,76.541,80.267,1.361,"2,015",0.9,0.886,49.102,,66.2,69,1.049,0.965,31.707,West Virginia
29,Arkansas,114.966,98.262,0.859,27–9,27,36,50,48.3,37.3,38.8,16.9,22.3,35.7,34.6,70.2,48.8,46.2,34.9,35.2,12,6.9,59.2,51.4,31,31.2,69.316,77.545,80.425,1.74,"2,015",-0.1,-0.114,61.527,,72.4,71.5,1.096,0.993,26.436,Arkansas
30,SMU,112.911,96.655,0.857,26–7,26,33,52.1,45.7,43.8,31.2,19.5,20.3,36.6,29.2,63,51.3,42.9,36.3,32.7,14,8.9,63,61.3,23.1,45.7,62.995,77.458,81.48,1.991,"2,015",-1,-1.079,51.046,,70.2,68.1,1.093,0.945,20.657,SMU
31,North Carolina St.,115.638,99.092,0.855,22–14,22,36,49.3,45.5,35.3,34.7,16,14.9,33.9,30.2,64.5,47.3,43.6,35.6,33,13.1,10.1,46.4,51.5,32.2,31.3,64.13,77.566,80.29,1.343,"2,015",1.3,1.3,79.763,,68.8,70.4,1.08,1.013,34.064,North Carolina St.
32,Maryland,111.828,96.043,0.852,28–7,28,35,51.2,45.5,44.5,28.1,18.9,17.2,28.9,30.5,64.6,48,44.1,37.6,31.8,11.9,9.6,48.1,48.1,38.7,37.5,63.836,78.33,81.059,1.54,"2,015",0,-0.536,69.338,,75.6,66,1.061,0.973,29.295,Maryland
33,Purdue,112.051,96.259,0.852,21–13,21,34,50.3,45.4,41.7,38.4,19.9,17.6,36.5,30.9,65,50.9,42.3,32.7,35.1,13.6,8.8,61,51,32.4,30.5,64.423,78.128,81.571,1.2,"2,015",-0.5,-0.6,63.657,,68.3,69.3,1.063,0.983,29.387,Purdue
34,St. John's,112.058,96.885,0.842,20–12,20,32,49.3,46.4,35.7,33.3,15.7,19.5,27.6,35.4,67.4,48.2,44.9,34.5,32.6,16.9,8.4,48.4,56.5,30.5,35.5,66.376,76.84,79.115,2.382,"2,015",-0.5,-0.6,73.416,,69,64.9,1.039,0.997,32.455,St. John's
35,Davidson,120.207,104.247,0.837,23–8,23,31,55.4,49.3,28.5,34.6,14.1,17,29.6,30.4,67.2,53.1,51.4,38.7,30,7.5,12.3,60.9,49.7,45.6,32.7,66.573,75.898,79.303,1.323,"2,015",-0.5,-0.621,6.209,,69.6,63.8,1.161,1.031,21.778,Davidson
36,Georgia,109.172,94.787,0.835,21–12,21,33,48.5,44.4,47.7,34.3,19.2,16.7,32.2,28.5,64.9,47.2,43.2,34.2,31.2,12.4,10.5,55,47.6,31.1,35.3,64.223,76.934,79.985,1.866,"2,015",-0.4,-0.621,57.857,,69.2,69.9,1.028,0.97,29.435,Georgia
37,Indiana,120.952,105.13,0.834,20–14,20,34,54.4,50.3,32.7,32.8,17.2,15.9,35.3,31.5,66.9,50.2,50.9,40.6,32.5,7.8,12.1,51.2,47.6,39.5,30.4,66.546,76.406,79.073,0.981,"2,015",-0.4,-0.621,74.203,,71.9,67.9,1.153,1.067,29.136,Indiana
38,Cincinnati,108.345,94.211,0.833,23–11,23,34,49.5,44.1,37.1,26.1,21,19.9,37.3,32.3,59.6,49.6,42.2,32.9,31.9,15.4,8.2,51.8,54,29.7,33.3,59.688,77.594,80.399,1.474,"2,015",0.4,0.3,58.388,,67,65.1,1.027,0.923,21.111,Cincinnati
39,LSU,109.342,95.151,0.832,22–11,22,33,50.3,44.6,33.5,29.4,20.2,19.1,33.9,32.9,69.7,50.1,43.9,33.9,30.9,14,8.6,57.7,47,28.4,29.2,69.527,77.616,80.783,1.072,"2,015",-0.6,-0.6,58.994,,68.4,66.2,1.031,0.95,23.454,LSU
40,VCU,110.352,96.13,0.83,26–10,26,36,48.7,49.5,37.3,37.8,15.7,23.5,31.8,30.6,66.6,46.9,48.3,34.3,34.5,12.4,9.6,50.9,56.8,39.9,35.1,66.589,76.378,78.797,1.389,"2,015",-0.6,-0.907,40.345,,65.7,69.2,1.065,0.966,25.07,VCU
41,Oklahoma St.,112.276,97.861,0.829,17–14,17,31,50.2,46.5,39,42.1,18.5,21.1,26.9,32.6,64.3,49.2,44.1,34.6,34.4,13.7,11.4,50.1,52.5,38.9,32.1,63.421,75.596,79.911,1.99,"2,015",-0.6,-0.6,49.866,,73,68.6,1.03,0.979,32.59,Oklahoma St.
42,UCLA,113.406,98.877,0.829,22–14,22,36,49.6,48.5,35.7,32.3,17.6,17.9,33.8,28.6,67.4,47.4,45.4,36.8,35.6,11,8,53.5,58.4,28.9,38.5,66.167,78.269,81.709,1.187,"2,015",1.3,1.393,74.717,,67.6,69.6,1.061,1.005,30.73,UCLA
43,Oregon,115.798,101.285,0.823,25–10,25,35,52.3,48,29.1,35.4,16.9,16.7,30.2,31.5,67.6,50.8,47.1,36.9,33.2,10.9,6.7,50.9,47.7,33.9,33.3,66.315,76.753,79.134,1.384,"2,015",0.3,0.3,54.645,,76.7,69.7,1.091,1.036,28.219,Oregon
44,Boise St.,111.417,97.874,0.816,23–9,23,32,53.2,47.6,32.4,31.6,16.1,19.4,27.8,25.6,62.2,49.6,48.1,38.9,31.3,6.9,9.7,48.3,49.5,41.5,35.7,62.837,77.255,80.473,1.975,"2,015",0,0,4.95,,72.4,70,1.095,0.959,19.93,Boise St.
45,Dayton,108.805,96.573,0.798,27–9,27,36,52.9,47.3,48.1,30.6,17.9,21.1,23.3,28.4,64.2,52.6,46.5,35.6,32.5,7.2,11.4,60.5,54.3,38.2,33.4,63.214,75.992,78.25,1.54,"2,015",0.3,0.393,46.592,,68.6,67.8,1.052,0.944,19.879,Dayton
46,Stephen F. Austin,113.085,100.564,0.794,26–5,26,31,55.6,49,41.9,49.1,20.3,24.5,37.6,29.6,67.6,55.4,48.3,37.3,33.7,9.3,10.2,64.7,47.9,36.6,27.9,65.747,75.281,78.256,1.923,"2,015",-0.4,-0.514,0.2,,73.4,69.8,1.15,0.961,14.367,Stephen F. Austin
47,Mississippi,113.66,101.43,0.787,21–13,21,34,47.8,47.6,36.1,41.2,16.5,18.7,34.8,31.4,67,46.8,43.6,33.2,35.8,11.4,9.1,53.2,63.5,33,40.1,65.938,77.142,80.963,2.28,"2,015",-0.5,-0.607,46.963,,77.3,68.5,1.079,1.014,26.724,Mississippi
48,Georgia St.,111.669,100.046,0.78,24–10,24,34,52,45.8,37.7,39.8,16.3,23.2,30,34.8,63.9,53.4,43.1,32.2,33.1,13.5,6.2,52.4,63.6,27.6,42,62.534,76.722,79.328,2.178,"2,015",0.6,0.836,39.26,,73.1,71.6,1.086,0.97,15.445,Georgia St.
49,Buffalo,111.016,99.843,0.772,23–10,23,33,48.7,48.5,42.6,34.3,16.7,19.7,34.5,30.4,68.8,47.6,48,34.1,33,11.2,8.1,51.7,49.3,30.3,37.9,68.331,76.908,79.727,1.737,"2,015",-0.6,-0.514,15.051,,71.9,66.4,1.085,0.993,18.182,Buffalo
50,Valparaiso,106.986,96.494,0.766,25–6,25,31,51.3,45.2,36.6,33.4,19,18.6,34.7,27.4,63.1,48,42.3,38.4,33.4,12.8,9.4,51.6,55.3,33.9,37.3,62.477,77.671,81.021,1.324,"2,015",-0.6,-0.25,14.341,,68.3,70.1,1.076,0.945,11.946,Valparaiso
51,UC Irvine,106.986,98.925,0.711,19–13,19,32,50.7,44.7,30.2,35.3,18.2,17.2,30,30.7,63.9,47.8,42.4,38.2,33.6,11.8,7.6,56,49,30.3,29.1,63.279,77.482,82.274,2.025,"2,015",-0.2,-0.25,7.799,,68.4,70.1,1.033,0.983,18.066,UC Irvine
52,Harvard,104.384,96.919,0.701,20–8,20,28,47.1,46.6,38.9,32.9,18.4,20.1,32.4,28.4,61,45.5,44.5,34.3,34,12.7,8,56.2,52,26.4,31.7,60.973,76.977,79.88,2.196,"2,015",-0.3,-0.25,32.039,,72.1,67.2,1.018,0.942,16.527,Harvard
53,New Mexico St.,106.153,100.065,0.664,21–11,21,32,50.6,46.4,44.3,32.5,21.8,20.6,39.3,31,62.7,49.3,46.4,36.2,30.8,9.1,5.7,49.7,50,25.4,23.5,63.414,77.231,81.063,1.627,"2,015",-0.2,-0.064,9.776,,70.7,69.7,1.069,0.953,14.188,New Mexico St.
54,Wofford,104.737,98.826,0.661,26–7,26,33,51.1,47,37.6,36.4,17.2,20,29.4,27.7,62,49.1,47.3,36.8,30.9,7.2,9.7,56.3,43.5,33.2,31.3,60.607,75.659,78.683,1.986,"2,015",-0.4,-0.514,1.842,,68.8,70.4,1.056,0.966,15.036,Wofford
55,Northeastern,109.039,102.928,0.66,23–12,23,35,54.5,49.8,41.4,25,21.5,15.5,30.1,25.3,63.4,53,49.1,38.6,34.4,9.3,9.8,59.7,49.9,30.5,28.8,63.028,77.753,79.737,1.913,"2,015",-0.1,-0.164,9.221,,72.5,68.9,1.068,1.016,14.005,Northeastern
56,Wyoming,104.319,100.066,0.617,23–10,23,33,52.2,47,40.4,27,18.8,17.9,22,27,58.4,54.4,44,32.6,34.9,8.7,8.5,66.6,48.4,40,35.2,58.585,76.897,80.105,2.321,"2,015",-0.2,-0.514,11.536,,70.4,70.6,1.026,0.961,17.256,Wyoming
57,Albany,107.144,104.137,0.581,24–9,24,33,49.9,49.6,39,30.4,18.8,20.1,32.6,26,61.2,47.9,46.2,35.8,36.2,5.5,10.6,47.9,54.5,34.3,41.6,60.666,76.71,79.161,1.654,"2,015",-0.2,-0.164,0.2,,75.8,70,1.064,0.985,11.442,Albany
58,Eastern Washington,112.285,109.403,0.574,23–9,23,32,55.1,52.3,35.2,36,15.9,17.8,29.3,30.7,68.4,52.2,49.2,39.3,38.7,12.2,11.6,45.8,57.2,43.2,35.3,67.924,77.278,79.046,1.901,"2,015",-0.2,-0.25,0.557,,71.7,71.7,1.148,1.081,13.062,Eastern Washington
59,UAB,104.499,102.076,0.567,19–16,19,35,47.6,47.6,35.7,33.6,20.1,19.7,34.2,33.1,65.7,46.6,47.4,33.2,31.9,13.2,10.3,59,49.2,30.1,31.8,64.718,76.763,80.469,0.971,"2,015",0.8,0.836,31.578,,73.7,68.4,1.009,1.004,17.779,UAB
60,Belmont,110.905,108.589,0.56,21–11,21,32,56.5,51.3,32.2,28.2,20.3,18.5,28.9,29.6,67.3,56.4,51.2,37.7,34.3,5.4,12.3,58.5,51.1,47.8,36.6,66.982,76.504,79.497,1.468,"2,015",-0.1,-0.064,19.383,,69.2,71.2,1.093,1.046,13.84,Belmont
61,Coastal Carolina,106.793,104.766,0.555,20–10,20,30,50,47.7,38.9,35,17.5,16.9,34.8,28,64.7,48.1,45.8,35.9,33.8,9.8,7.4,45.9,52.9,33.7,39.6,63.451,75.743,78.533,1.931,"2,015",-0.1,-0.007,0.439,,70.5,71.1,1.09,1.01,11.481,Coastal Carolina
62,Manhattan,102.01,100.969,0.529,19–14,19,33,49.4,48.1,47.4,52.3,21.1,23.9,30.9,33.1,68.2,48.8,48,33.6,32.4,7.5,11.5,60.8,59.8,36.6,27.2,67.403,77.275,80.42,1.991,"2,015",0,0,12.059,,69.1,69.8,1.007,0.978,10.697,Manhattan
63,North Florida,107.34,106.769,0.515,20–12,20,32,53.6,47.9,39.7,34.1,18.3,17.9,29.2,31.8,67.7,51.1,48.3,38.1,31.3,9.4,8.5,54.3,46.6,42.1,27.6,66.845,77.605,80.53,1.795,"2,015",0,0,11.873,,72.6,67.5,1.094,1.018,13.89,North Florida
64,North Dakota St.,102.771,102.489,0.508,21–10,21,31,49.7,48.1,35.7,30.7,16,16.5,26.1,23.7,61.7,45.5,45,38.2,36.2,10.5,7.4,41.8,50.7,35.6,33.1,60.834,76.631,78.414,1.33,"2,015",-0.1,-0.064,4.013,,69.3,74.3,1.032,1.001,13.55,North Dakota St.
65,Robert Morris,102.849,105.06,0.439,20–15,20,35,50.1,49.3,35.5,37.6,19.8,21.8,31,35.9,66.8,47.4,48.3,37.5,34.1,8.1,9.1,50.1,62.2,30.6,36.4,65.357,76.894,79.463,1.491,"2,015",0,-0.007,0.888,,70.9,66,1.026,1.019,13.725,Robert Morris
66,Lafayette,112.053,116.162,0.398,19–13,19,32,55.8,53.5,30.4,27.5,17.1,16.8,27.7,34.5,64.6,52.8,51.5,40.8,38,6.9,8.8,58.5,52,35.4,37.1,64.502,75.957,79.637,2.091,"2,015",0,-0.007,0.994,,76.6,69.9,1.126,1.13,13.069,Lafayette
67,Texas Southern,104.333,109.709,0.359,22–13,22,35,49.5,49.3,46.8,33.1,19.7,18.7,33.8,34.6,64.6,50,48.5,32.2,34.4,7.7,10.4,45.8,47.7,31.2,28.3,63.084,75.808,79.034,2.325,"2,015",0,-0.064,5.896,,66.1,65.4,1.036,1.034,18.742,Texas Southern
68,Hampton,97.083,103.985,0.312,17–18,17,35,45.6,46.4,43.8,45.5,20.2,20.1,31.8,30.9,69.5,45.6,44.5,30.4,33.9,10.5,10,46.7,45.9,32.6,30.2,68.99,75.964,79.849,2.033,"2,015",0,-0.007,8.221,,65.2,68.5,0.961,0.977,11.746,Hampton
