Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
12,Duke,126.4,97.8,0.95,5–1,5,6,56,46.1,44.6,33.4,15.6,15.4,27.4,36.4,70.5,53.8,51.2,39.7,24,13,6.2,41.1,52.8,37.5,33.7,70.4,78.431,80.697,1.414,"2,017",-1.01,-1.371,94.782,,80,78.9,1.173,1.073,49.115,Duke
13,Notre Dame,122.9,95.6,0.947,3–2,3,5,50.7,53.4,31.7,26.1,13.3,18.9,25.4,28.9,64.7,49.4,53.8,35.2,35.1,7.1,10,49.2,47.3,38.8,34.1,66.3,77.4,79.623,2.068,"2,017",-0.02,-0.114,65.922,,75,72.2,1.076,1.073,55.109,Notre Dame
14,SMU,127.6,99.4,0.947,3–1,3,4,57.5,47.8,38.3,26.5,17.7,16.1,28.1,32.1,62.1,53.2,47,42.9,32.4,9.6,7.3,54.5,44.9,38.3,48.4,63.8,78.474,79.495,1.875,"2,017",-1.59,-1.079,64.748,,72.7,76.3,1.156,1.039,31.982,SMU
15,Arizona,126.7,99.1,0.944,5–1,5,6,57.8,50.1,44.5,34.5,14.3,13,29.5,23.4,69,57.4,53.4,39,29.8,8.5,9.1,42.8,49.4,31.3,37,69.4,78.741,83.44,1.133,"2,017",0.02,-0.371,71.921,,76.5,76.2,1.211,1.082,41.435,Arizona
16,Michigan St.,120.2,94.2,0.943,2–2,2,4,52,45.9,30.7,33.3,18.1,14.3,33.6,26.1,64.7,55.4,45.3,31.6,31.7,9.4,9.2,58.8,41.3,42.2,28.4,64.5,75.953,78.605,1.115,"2,017",0.31,0.4,70.413,,72.5,78.4,1.097,1.012,42.14,Michigan St.
17,Villanova,120.4,94.4,0.943,4–1,4,5,56.7,49.3,34.4,20,17.6,21.1,33.6,30.3,63.5,57.1,50.9,37.4,31,8.6,9.8,48.1,42.5,39.6,36.4,63.2,77.636,79.413,1.845,"2,017",-1.57,-2.35,75.837,,74.2,54.5,1.181,0.948,32.151,Villanova
18,Oregon,120.5,94.8,0.94,6–2,6,8,53.5,48.9,36.9,28.2,15.3,14.8,31.5,25.3,67.8,52.2,47.7,37.1,33.9,12.6,9.2,41.2,50.8,36.7,39.5,68.2,77.427,81.033,1.779,"2,017",1.89,2.136,56.758,,73.1,73.7,1.143,1.031,43.852,Oregon
19,Vermont,113.6,90.4,0.933,3–1,3,4,56.1,42,26.2,25.4,12.5,18.6,26,27.7,61.8,53.5,45,40.5,23.4,13.4,10.6,57.4,41.5,35.7,30,63,76.783,79.384,1.935,"2,017",-0.34,-0.25,6.681,,65.5,66.7,1.157,0.87,17.871,Vermont
20,West Virginia,111.2,88.9,0.929,4–2,4,6,46.3,49.1,38.9,38.2,17.8,20.5,36.1,26,67.5,41.6,48,37.5,33.9,17.2,10.9,53.9,46.7,32,36.1,67.5,77.619,80.701,1.953,"2,017",-0.13,0.464,43.642,,66.9,67.2,1.024,0.975,47.203,West Virginia
21,Saint Mary's,118.2,94.9,0.926,3–2,3,5,58.1,45.1,28.2,31.9,18.7,14.1,27.1,25.4,65.3,56.6,45,40.2,30.2,8.6,11.9,57.9,30.3,40.2,22.1,64.4,77.576,81.393,1.957,"2,017",-0.46,0.093,24.566,,72,78,1.112,1.005,37.853,Saint Mary's
22,Xavier,118.5,96,0.919,5–2,5,7,54.4,50.4,37.7,27.9,18,16.3,30.3,29.2,65.8,54.3,51,36.4,32.9,6.9,8.6,51.9,51.4,35,38.6,65.5,78.488,80.22,1.708,"2,017",2.04,2.393,61.847,,69,67.9,1.102,1.044,46.419,Xavier
23,Louisville,121.8,99.3,0.913,1–2,1,3,51.4,54.6,28.1,32.7,12.9,14.4,37.5,23.7,64.8,57.4,50,25,42.6,14.8,11.6,46.6,44.2,30.3,33.3,68,78.3,82.032,1.588,"2,017",-1.04,-1.371,71.596,,65.4,75.5,1.152,1.116,45.014,Louisville
24,Vanderbilt,106,86.6,0.911,2–2,2,4,46.4,45.3,30.2,20.9,15.6,17.5,20.9,24.3,65.3,41.1,46.7,34.5,27.9,10.2,10.7,47.1,37.1,50.2,28.9,66.2,78.27,81.583,1.834,"2,017",-0.66,-0.6,53.364,,83.8,69.4,0.988,0.917,43.863,Vanderbilt
25,Seton Hall,108.2,88.6,0.909,1–2,1,3,45.6,49.1,29,33.9,19.8,15.9,40.9,24.3,67.2,42.3,45.5,37,37.5,8.9,13.1,42.7,41.7,25.1,33.3,67.2,77.608,80.545,1.777,"2,017",-0.56,-0.6,55.205,,73.6,75.4,1.022,1.032,50.703,Seton Hall
26,Cincinnati,124.9,102.4,0.908,3–2,3,5,50.2,51.8,42.2,30.6,13.4,13,35.4,28,61.4,50.6,46.7,33,40.2,6.5,11.4,38.3,53.3,34.8,37.6,62.4,77.674,80.505,1.72,"2,017",-0.1,-0.079,72.275,,77.2,74.7,1.17,1.118,41.014,Cincinnati
27,UCLA,124.8,102.5,0.906,3–2,3,5,55.8,52.4,28.1,31,14,13.1,25.7,30.1,70,58,47.5,34.8,40.9,12.5,4.8,65.1,47.1,38,35.5,70.4,78.441,82.349,1.438,"2,017",0.11,0.136,77.967,,75.3,70.8,1.149,1.123,44.251,UCLA
28,Kansas St.,119.9,98.6,0.905,2–2,2,4,55,51.2,49.2,38.9,17.3,17.3,24.6,35.7,62.2,56.6,49.2,34.8,36.1,13.3,9.8,53.8,57,36.1,39.3,62.9,77.426,80.959,1.595,"2,017",-0.62,-0.607,45.961,,70.2,75.6,1.109,1.117,56.1,Kansas St.
29,Purdue,117.2,97.1,0.897,2–2,2,4,54.6,55.6,22.4,28.4,18.2,13.9,28.9,24.8,67.9,53,55.7,38,36.9,6.4,6.7,67.5,50.9,38.2,42.4,69.8,76.997,81.841,1.555,"2,017",0.48,0.464,67.524,,61.1,69.6,1.058,1.137,53.049,Purdue
30,Butler,112.6,93.7,0.892,2–2,2,4,53.1,52.3,43.5,37,15.4,17.5,18.6,21.9,68.4,54,54.4,34.6,32.5,8.1,2.4,55.2,58.4,39.1,37.9,68.1,76.445,79.729,2.01,"2,017",0.3,0.464,48.146,,74.4,66.7,1.049,1.034,41.112,Butler
31,Middle Tennessee,119.3,99.3,0.892,4–1,4,5,55.2,48,38.9,37.5,13.7,17.8,29.3,25.4,68.6,54.4,46.1,38.1,34.3,7.3,5.9,58.7,61.2,29.2,35.7,67.3,76.761,80.21,2.099,"2,017",0.26,0.486,17.718,,70.5,75,1.158,1.004,22.925,Middle Tennessee
32,Oklahoma St.,135.4,114.6,0.872,0–2,0,2,51.4,65.2,24.8,43.8,10.9,10.9,43.2,20.3,69,49,52.5,38.5,52.8,10.2,13.7,41.5,67.8,27.7,47.3,71.8,76.346,80.027,1.534,"2,017",-0.92,-0.621,54.425,,82.9,77.6,1.261,1.334,58.904,Oklahoma St.
33,Northwestern,116.8,98.9,0.871,3–2,3,5,53.5,50.9,29.1,35.6,19.6,17.8,31.8,29.8,65.2,51.9,47.3,37.9,37.7,7.1,13.8,48,46.7,32.5,38.5,66.7,77.838,79.787,1.685,"2,017",0.38,0.3,54.109,,73.1,67.3,1.056,1.062,46.175,Northwestern
34,Arkansas,106.7,90.6,0.868,3–2,3,5,47.7,43.7,27.2,33.8,17.9,20.6,24.6,39.5,72.7,46.7,42.8,33.8,30.3,12.5,10.2,41.7,45.1,26.2,34.4,71.2,76.937,80.513,2.269,"2,017",0.22,0.3,36.848,,78.3,76.6,0.979,0.987,48.468,Arkansas
35,Virginia Tech,124.9,106.5,0.862,1–2,1,3,53.7,50.5,53.4,36.3,16,13.1,27.1,40.4,68.8,51.6,47.9,37.9,36.6,4.2,14.7,58.1,53,41,37.4,68.6,76.574,78.897,1.923,"2,017",-0.38,-0.6,67.076,,79.1,81.2,1.168,1.202,50.002,Virginia Tech
36,Nevada,117.7,100.5,0.86,3–1,3,4,51.9,51.5,42.1,29,14.2,14.9,28.9,23.7,70.4,51.4,51,35.1,34.7,11.9,3.6,48.6,48.1,41.3,39.9,71.1,77.499,79.397,1.63,"2,017",-0.37,-0.514,31.488,,74.7,73.9,1.13,1.052,27.504,Nevada
37,Jacksonville St.,113.4,98.7,0.832,3–1,3,4,58.5,43.4,24.6,19.9,20.3,14.8,31.1,35.8,59.1,53.1,46.6,43.9,25.6,13,10.6,55.2,45.1,42.1,38.1,59.1,76.709,80.554,1.785,"2,017",-0.09,-0.064,4.175,,83.3,80.9,1.133,1.027,26.034,Jacksonville St.
38,UNC Wilmington,129.5,113.1,0.826,3–1,3,4,59.5,59.4,46.3,40.8,14.2,15.6,32.8,21.5,68.8,55.6,61,43.5,37.7,9.2,11.9,59.1,46.1,40.5,35.3,72.4,75.533,78.114,2.068,"2,017",-0.33,-0.514,5.2,,71.4,69.7,1.254,1.167,24.627,UNC Wilmington
39,Bucknell,110.2,96.5,0.822,3–1,3,4,53.3,42.9,29.5,36.4,16.2,16.5,23.1,32.9,72.6,52.9,43.2,36,27.9,11.5,7.1,57.5,43,35.7,24.1,71.6,76.237,79.959,1.413,"2,017",-0.17,-0.25,0.2,,70.4,66.3,1.065,0.958,20.045,Bucknell
40,USC,118.5,103.8,0.821,3–2,3,5,51.4,54.3,37.1,23.2,14,17.9,30.8,32,65.8,52,51.1,33.6,40,8.2,10.4,56.7,57.4,38.9,36.3,66.2,78.071,81.998,1.068,"2,017",0.63,0.393,81.237,,76.2,79.1,1.128,1.116,43.433,USC
41,Wake Forest,130,115,0.804,1–2,1,3,57.6,58.5,58.2,56.7,15.1,15.1,25.8,32.3,72.8,55.8,59.3,40,37.9,7.1,10.5,50.6,51.7,42.4,33.9,72.4,77.249,81.314,1.395,"2,017",0,0,47.009,,83.3,74.2,1.237,1.246,30.652,Wake Forest
42,Creighton,105.9,94.1,0.796,2–2,2,4,50.9,50.9,29.1,39.9,19.1,20.1,23.2,25,70.8,50.3,55.8,34.5,29.2,7,9.1,48,46.9,37.8,40.8,73.1,77.288,81.778,1.718,"2,017",-0.91,-1.079,45.608,,64.2,75.9,0.979,1.017,47.496,Creighton
43,Minnesota,115.1,102.7,0.788,1–2,1,3,48.5,50.9,34.1,40.6,14.3,14.3,31,33,65.4,50.8,52.9,28.3,31.8,8.7,7.3,47.4,57.9,27.1,38.8,69.1,78.278,81.148,1.272,"2,017",-0.86,-1.114,59.566,,81,72.5,1.081,1.137,45.72,Minnesota
44,Princeton,107.8,96.2,0.787,2–1,2,3,48,45,25.4,26.6,13.3,13.8,25.5,28.8,60.1,48,44.1,32,31,9.9,10.2,57.7,47.8,43.4,34.3,60.9,76.812,79.201,2.006,"2,017",-0.45,-0.514,8.705,,79.5,68.9,1.068,0.973,27.903,Princeton
45,Troy,113.1,101.6,0.774,4–1,4,5,52.7,49.6,39,29.9,14.9,18.5,27.3,31.3,65.9,54.9,47.9,32.7,34.8,5.3,12.7,48.8,40.8,37.5,39.9,66.6,76.391,78.877,2.045,"2,017",-0.1,-0.064,10.042,,74.1,69,1.129,1.022,20.212,Troy
46,East Tennessee St.,111.5,100.2,0.774,3–1,3,4,52,47.5,39.8,32.5,18.2,14.9,27.8,31.7,68.9,46.4,46,42.9,33.3,17.3,11.9,48,46.5,31.7,37.5,70.6,76.657,79.487,2.526,"2,017",-0.19,-0.25,10.643,,77.3,82.1,1.082,1.06,26.482,East Tennessee St.
47,Baylor,115.4,104,0.768,2–2,2,4,50.9,56.1,28.8,34.3,20.1,19,40.4,26.6,65.9,49.4,54.1,36.8,39.7,11.1,9.7,55.6,55.8,24.5,36.6,66.4,77.785,82.109,1.908,"2,017",0.28,0.136,43.215,,74.6,71.2,1.088,1.103,35.977,Baylor
48,North Carolina Central,102.6,93,0.756,3–1,3,4,48.4,40.9,35.7,28.3,12.2,23.3,31.3,27.3,69.8,49.7,43.3,30.3,24.7,5.7,5.2,53.2,47.6,30.5,37.6,69.4,75.773,78.337,2.859,"2,017",0,0,0.2,,70.8,78.1,1.088,0.841,3.325,North Carolina Central
49,Providence,105.1,95.8,0.744,0–2,0,2,51,47.3,42.6,54.1,22.7,15.4,23.4,32.9,68.2,53.3,50,31.7,28.2,6.9,8.3,55.6,40.4,40.6,35.1,66.3,77.634,79.867,1.474,"2,017",0,0,55.541,,60.5,66.7,0.945,1.063,38.3,Providence
50,VCU,110.4,100.7,0.742,2–2,2,4,46.3,51.2,36.5,46.2,13.3,16.6,34.3,22.5,67.2,45.5,48.9,32.7,37,7.9,8,44,50.5,21.6,34.4,69.8,76.401,78.871,2.26,"2,017",-0.45,-0.621,42.055,,66.7,76.5,1.074,1.053,33.74,VCU
51,Iona,119.9,109.4,0.742,3–1,3,4,52.9,50.6,35,33.9,14.2,20.3,28.5,46.4,68.3,48.6,48.8,39.6,36,11.9,9.7,48.1,38.1,40,33.9,69.1,76.03,79.23,1.928,"2,017",-0.12,-0.164,19.851,,84.5,66.3,1.157,1.118,25.351,Iona
52,Florida Gulf Coast,108.1,99.5,0.722,3–1,3,4,53.2,46.8,26.9,42.7,15.5,18,32.4,28.9,69.3,55.3,49.3,32.5,28.2,10.7,7.1,52.9,59.3,32.8,35.8,66.7,76.896,80.064,1.801,"2,017",-0.23,-0.164,28.624,,72.1,66.7,1.147,0.959,13.748,Florida Gulf Coast
53,Marquette,122.3,112.7,0.719,0–2,0,2,53.5,53.9,27.2,32.8,19.6,14,21.2,36.2,71.4,44.6,53.3,41.4,36.8,8.9,10.7,42.9,53.2,50.9,29.7,71.7,76.594,80.145,1.671,"2,017",-0.6,-0.621,76.631,,87.1,83.3,1.043,1.225,41.738,Marquette
54,Virginia,106.9,98.7,0.715,2–2,2,4,47.6,52.7,29.7,41.1,15.2,15.2,26.1,27.6,60.9,44.6,52.3,35.6,35.5,9.2,6.5,51.1,46.7,34.4,46,61.1,77.405,79.894,1.562,"2,017",-0.39,-0.114,71.089,,73,68.7,1.018,1.108,45.38,Virginia
55,Dayton,104.5,96.9,0.704,0–2,0,2,44.1,51,25.2,38.8,9.2,20.7,19.5,29,65.1,36.5,50.9,37.8,34,7.5,17.6,61.4,52.3,37.8,48.5,64.7,76.592,79.257,2.164,"2,017",-0.35,-0.907,40.751,,66.7,80,0.961,1.053,43.938,Dayton
56,North Dakota,109.7,102,0.698,3–1,3,4,55.2,49,36.9,43.4,14.1,15.4,20.7,26.8,74.1,48.9,51.1,46.7,29.3,5.7,6.9,54.2,39.6,30.1,30.1,74.6,76.538,79.61,1.823,"2,017",-0.08,-0.064,0.2,,69.6,75,1.11,1.064,18.433,North Dakota
57,New Mexico St.,106.6,99.2,0.696,3–1,3,4,53.3,45.5,56.9,30.6,22.3,20.9,30.2,33.3,68.2,53.8,46.2,35,28.8,10.4,8.5,56,38.1,40.6,25.4,69.4,76.628,79.759,1.778,"2,017",-0.22,-0.164,1.948,,69.6,74.6,1.055,0.967,21.377,New Mexico St.
58,Maryland,108.8,101.3,0.695,0–2,0,2,50,60.8,34.3,45.4,19.1,23.7,24.2,36.5,65.5,53.2,59.3,30.2,42.1,10.2,8.1,58.7,58.8,41,39.2,67.3,77.287,80.779,1.171,"2,017",-0.7,-1.079,72.827,,66.7,68.2,0.985,1.13,40.691,Maryland
59,Florida St.,106.1,98.8,0.694,2–2,2,4,49.2,54,41.1,35.7,18.2,15.1,34.1,17.5,72.7,55.6,48.6,21.5,41.2,14.5,4.7,44,64.5,27.5,41.3,73.9,79.168,82.425,1.262,"2,017",-0.66,-0.864,70.581,,69.1,73.8,1.028,1.086,36.982,Florida St.
60,Miami FL,108,101.4,0.674,1–2,1,3,45.5,58,28.8,30,18.2,18.2,27.9,29.9,60.5,45.8,62,30,34.5,7.6,8.3,45.2,63.6,38.5,38.7,60.2,78.107,80.679,1.45,"2,017",-0.67,-0.7,74.813,,68.9,86.7,0.954,1.174,49.627,Miami FL
61,Northern Kentucky,104.7,99.3,0.648,3–1,3,4,51.4,47.5,26.3,28.7,13.6,16.5,25.2,26.7,69.7,51.8,48.1,34,31,6.9,9.5,43,47.6,43.6,34.4,68.8,76.687,78.86,1.277,"2,017",-0.05,-0.064,10.36,,70.3,72.9,1.058,1.015,21.162,Northern Kentucky
62,South Dakota St.,103.5,98.6,0.636,3–1,3,4,47.6,49.2,35.1,29.8,19.4,14.4,31.5,27.1,69.5,50.7,49,28.2,33,7,10.3,38.8,30.2,36.8,35.9,67.4,77.531,80.111,1.779,"2,017",-0.02,-0.007,6.456,,76.5,63,1.014,1.032,26.142,South Dakota St.
63,Kent St.,110.3,105.6,0.623,4–1,4,5,51,54.4,36.7,34.9,13,14.7,34.1,24.3,69,47.6,51.3,38.3,40,8.3,4.4,41.7,46.8,34.2,35.2,66,76.15,79.833,1.629,"2,017",-0.09,-0.164,14.694,,72.2,72.1,1.134,1.125,20.831,Kent St.
64,New Orleans,108.7,105.1,0.596,2–1,2,3,50.6,53.2,42.9,28.6,19.5,23.6,37.1,30.7,62.5,55.9,50.5,20.6,38.1,5.5,9.4,43.6,52.9,21.1,40.9,62.2,75.938,79.868,2.499,"2,017",0,0,0.455,,66.7,70.5,1.073,1.001,7.531,New Orleans
65,Winthrop,100.8,98,0.58,3–1,3,4,52.1,46.7,37.4,35.8,15.5,16.5,21.2,24.5,71.9,46.6,47.7,39.3,30.1,11.1,12.2,47.6,37.6,45,37.8,72.3,74.895,78.889,2.203,"2,017",-0.2,-0.25,5.374,,71.9,68.2,1.052,0.978,14.656,Winthrop
66,UC Davis,91.8,90.9,0.528,4–1,4,5,41.3,44.6,38.2,21.9,20.6,18,29.8,25.8,68.3,42.6,44.8,25,29.5,11.4,10.3,45.3,46.3,27.1,34.3,69.1,75.769,78.55,2.206,"2,017",-0.02,-0.007,5.789,,74.8,83.6,0.89,0.942,19.821,UC Davis
67,Mount St. Mary's,102.6,102.6,0.5,4–1,4,5,51.8,52.3,33,29.1,20.5,22.2,25.7,32.6,68.4,51.1,55,35.4,29.6,6.6,8,40.3,38,36.3,25.2,68.3,74.935,79.611,1.461,"2,017",-0.03,-0.007,4.25,,68.9,57.3,1.009,1,17.458,Mount St. Mary's
68,Texas Southern,93,100.1,0.3,3–1,3,4,45.7,42.8,48.8,31.3,20.4,19.4,25,40.6,71,48.6,42.5,26.8,29.2,7.5,8.7,52.3,45.2,34,24.5,70.4,74.36,79.871,2.001,"2,017",-0.02,-0.007,5.421,,73.5,66.3,0.937,0.993,19.018,Texas Southern
