Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team2
11,Utah,114.2,91,0.932,3–2,3,5,53.5,46.9,43.8,29.4,21.1,17.8,35,27.3,60.7,46.5,46.9,44.6,31.2,13.6,5.7,52.7,35.2,34.6,36.5,59.8,77.76,81.657,1.554,"2,015",0.2,0.886,27.543,,72.4,81.3,1.098,0.989,44.833,Utah
12,Louisville,112.8,90.1,0.93,3–2,3,5,44.9,48,36.3,23.8,13.5,17.3,31.6,30,61.9,45.1,43.2,29.6,39.1,10.5,7.5,47.9,56,25,31.4,62.6,76.847,81.129,1.458,"2,015",1.5,1.464,79.783,,70.9,80.3,1.033,1.004,47.918,Louisville
13,Xavier,116.1,93.2,0.926,4–2,4,6,51.9,48.3,42.2,29.1,18.4,16,27.9,27.6,61.2,52.5,49.5,33.7,31,7.6,8.6,53.3,58,33.1,39.4,61.2,77.273,81,1.566,"2,015",0.9,0.921,55.641,,70.4,72.6,1.054,1.027,50.36,Xavier
14,Butler,100.2,80.7,0.923,1–2,1,3,39.8,45.8,40.7,36.5,13.3,21,24.6,28.3,60.1,37.6,45.1,30,31.5,12.7,14.5,49.2,41.3,29.9,34.6,60.9,76.992,79.349,1.934,"2,015",0.1,-0.079,52.49,,70.6,68.4,0.927,0.932,52.225,Butler
15,Oklahoma,113.2,92,0.916,3–2,3,5,46,46.6,32.2,23.5,16.6,14.3,37.1,26.8,61.4,44.4,44,32.7,33.6,11.3,10.7,45,49.1,35.5,40.2,61.8,76.85,80.051,1.824,"2,015",0.2,0.136,58.549,,83.1,63.6,1.069,0.991,37.433,Oklahoma
16,Northern Iowa,121.4,99.1,0.912,4–1,4,5,52.5,50,42.2,28.4,12.4,17.8,29.1,21,56.3,48.3,46.1,39.4,37.4,5.7,7.7,47.2,54.5,39.7,39.2,58.3,76.839,79.397,2.165,"2,015",-0.7,-0.114,47.901,,78,65.2,1.162,0.977,23.762,Northern Iowa
17,Providence,105.3,86.4,0.907,1–2,1,3,42.8,45.1,26.5,46.1,21.5,17.9,40.7,23.8,65.2,35.2,43.5,39,31.3,9.4,11.5,54.5,50,32.6,44.1,64.9,78.609,82.241,1.423,"2,015",-0.8,-1.079,63.346,,68.8,70,0.961,0.951,52.363,Providence
18,Arkansas,112.8,92.9,0.903,3–2,3,5,45.3,43.7,41.2,49.6,20.1,18.8,36.1,41.2,65.8,45.5,38.9,29.9,37.2,8.6,7.5,50,53.8,27.8,28.3,66.7,77.545,80.425,1.74,"2,015",-0.1,-0.114,61.527,,75.4,71.5,1.024,1.03,44.454,Arkansas
19,Indiana,122.8,101.3,0.901,1–2,1,3,47,47.1,28,53.2,15.7,14.1,42,32,63.7,40.7,46.2,37.2,33.3,12.8,13,52.1,49.3,41.9,25,66.1,76.406,79.073,0.981,"2,015",-0.4,-0.621,74.203,,78.8,78.3,1.13,1.109,36.82,Indiana
20,UCLA,118.7,98.4,0.896,3–2,3,5,55.2,47.2,26.7,32.5,18.6,14.4,30.2,34.2,66.8,50,43.9,47.2,35.6,10.6,8.8,47.2,58.9,25,34.4,65.8,78.269,81.709,1.187,"2,015",1.3,1.393,74.717,,72.7,64.3,1.119,1.041,40.979,UCLA
21,Texas,112.6,94,0.889,1–2,1,3,46.9,46.7,24.4,33.3,21.1,11.4,40,22.2,58.5,45,38.4,33.3,46.3,17,9,58.5,53.2,37.5,26.8,58.1,77.466,81.621,1.625,"2,015",-0.7,-0.607,72.06,,76.9,68.6,1.026,1.015,37.659,Texas
22,Virginia,108.5,90.8,0.886,2–2,2,4,45.1,50.8,44.7,44.3,15.9,20,32.8,24.3,61.4,46.3,49.6,28.1,35.3,10.3,10.1,43.5,52.4,27.7,36.8,59.4,78.344,80.638,1.652,"2,015",-1.8,-1.371,73.465,,78.3,65.9,1.051,0.986,38.834,Virginia
23,VCU,114,95.9,0.88,4–1,4,5,49,50.7,40.3,34.2,18.3,17.7,36.6,26,65.3,40,49.5,40.7,35.7,8.5,11.5,53.4,52,42.7,30.9,65.2,76.378,78.797,1.389,"2,015",-0.6,-0.907,40.345,,75,65.6,1.104,1.009,30.912,VCU
24,Wichita St.,112.1,94.3,0.88,3–2,3,5,47.2,48.7,36.1,34.1,13.4,21.2,32,32.3,64.3,50,42.9,27.1,40.2,10.7,8.5,45.5,45,29.8,33,63.9,75.619,78.755,1.835,"2,015",0.5,1.093,11.93,,75.7,83.3,1.08,1.033,37.953,Wichita St.
25,Maryland,113.1,95.5,0.875,2–2,2,4,53.3,45.4,45.4,34.6,23.6,15.9,32.1,37.3,61.5,46.8,40.7,41.9,35.2,12.9,11,48.8,53.4,40.4,38.6,60.8,78.33,81.059,1.54,"2,015",0,-0.536,69.338,,74.7,69.6,1.045,1.065,40.227,Maryland
26,Iowa,111,94.3,0.867,1–2,1,3,45.7,50.3,27.4,32.2,14.2,12.7,35.7,25.2,65.8,45.7,47.3,30.4,37.3,14.3,6.4,39.7,58.7,24.7,34.5,64.6,78.765,82.25,2.113,"2,015",0,0.093,58.944,,76.5,61.8,1.059,1.044,42.211,Iowa
27,Iowa St.,110.7,94.5,0.861,3–1,3,4,46.7,44.2,23.2,25.2,11.5,20.3,24.7,36.1,65.4,46.6,42.9,31.3,31.3,11.7,11.2,41,50.5,33.2,34.2,64.6,77.31,79.241,1.984,"2,015",-1.7,-1.864,43.965,,71.4,86.4,1.014,0.987,43.481,Iowa St.
28,SMU,108.1,92.6,0.856,3–1,3,4,45.1,45.6,48.6,31.2,13.9,18.7,33.8,21.3,63,43,40.2,35.7,34,14.7,11,58.4,50,19.6,50.2,63.7,77.458,81.48,1.991,"2,015",-1,-1.079,51.046,,68.3,79.7,1.048,0.944,26.212,SMU
29,Belmont,122.4,105.6,0.845,3–1,3,4,58.7,53,16.9,28.3,18.4,15.3,36.7,25.6,63.8,57.6,53.4,39.8,34.9,4.5,13.6,55.7,46.5,50,39.3,65.8,76.504,79.497,1.468,"2,015",-0.1,-0.064,19.383,,70,80.6,1.195,1.105,28.887,Belmont
30,Baylor,106,91.7,0.841,1–2,1,3,47,48.4,42,37.2,25,19.8,37.2,30.4,63.9,50.5,48.1,27.3,32.7,7.7,9.5,55.6,62.7,36.7,33.3,62.5,76.311,79.972,1.871,"2,015",-1.4,-1.864,33.696,,74.6,65.5,0.98,0.985,41.731,Baylor
31,North Carolina St.,118.1,102.2,0.841,3–2,3,5,47.5,48.9,31.7,39.1,13.5,9.6,32.9,29.2,62.3,47.7,48.5,31.5,33.3,6.7,9.7,47.1,52.8,31.3,31,61.8,77.566,80.29,1.343,"2,015",1.3,1.3,79.763,,73.3,72.7,1.079,1.14,54.287,North Carolina St.
32,Oregon,118.4,102.5,0.84,3–2,3,5,54.6,53.7,26.8,36.9,15,16.2,20.4,33.9,65.3,53.3,55.7,38,33.9,9.6,3.9,38.2,49.2,33.8,40.8,67,76.753,79.134,1.384,"2,015",0.3,0.3,54.645,,80.8,68.3,1.09,1.145,54.889,Oregon
33,Georgetown,114.9,99.5,0.84,2–2,2,4,51.3,54.5,44.9,45,17.5,19.1,30.9,28.3,61.5,48.2,51.3,36.9,39.5,7.8,7.9,48.8,51.7,42.4,39.8,61.8,78.19,81.023,1.639,"2,015",-0.2,-0.536,84.19,,76.4,70.9,1.101,1.093,37.601,Georgetown
34,San Diego St.,105.3,91.5,0.834,3–2,3,5,45.3,48.9,34.2,15.9,14.5,15.2,31.8,24,57.8,42.5,48.3,34.6,33.3,10.6,12.8,43.7,40.9,30.4,31.8,57.5,78.713,81.002,1.819,"2,015",0.2,0.3,55.636,,65.9,61.9,1.008,0.983,38.349,San Diego St.
35,Georgia St.,110.3,96.1,0.83,3–1,3,4,48.5,51.7,33.7,42,16.2,27.3,31.1,43,58.7,50.3,52.5,29.1,33.8,8.9,7.5,52.2,63.8,27.2,44.2,58,76.722,79.328,2.178,"2,015",0.6,0.836,39.26,,72.1,77.6,1.044,1.048,32.76,Georgia St.
36,Ohio St.,112.7,98.3,0.828,2–2,2,4,49.5,48.4,38.8,30.4,18.5,15.1,28.8,36.3,65.8,49.7,45.3,32.9,36,13,11.4,59.8,61.5,32,34.8,64.3,77.558,80.223,1.599,"2,015",0.2,0.379,88.173,,72.9,73.3,1.03,1.085,49.976,Ohio St.
37,Stephen F. Austin,111.7,97.5,0.827,2–1,2,3,51.5,49,42,47.7,18.4,20.9,34.8,28.4,67.1,54.2,51.4,31.8,29.2,7.6,16.7,63,55.9,40.7,31.4,65.7,75.281,78.256,1.923,"2,015",-0.4,-0.514,0.2,,83.8,76.7,1.114,1.025,30.675,Stephen F. Austin
38,Dayton,108.6,94.8,0.827,4–2,4,6,50.2,51,43.2,28.9,17.3,23.9,20.2,30.6,63.5,49.5,43.2,34.3,41.8,6.6,9.5,55,55.4,34.9,40,62.6,75.992,78.25,1.54,"2,015",0.3,0.393,46.592,,72.2,71.6,1.008,0.982,33.132,Dayton
39,BYU,117.8,102.9,0.826,2–2,2,4,54.5,52.7,43.3,41.4,17.6,12.1,27.5,25.9,72.6,47.7,50,45,39.7,5.1,9.3,60.2,50.4,34.6,27.9,73,77.578,80.636,1.916,"2,015",0,0,41.166,,75,73.3,1.127,1.141,30.211,BYU
40,Purdue,112.5,98.8,0.817,1–2,1,3,42.3,46.2,30.2,29.7,16.7,8.4,37.2,30.6,57.2,42.2,40.8,28.3,40.4,8.8,10.1,61.9,47.1,35.5,27.3,60.2,78.128,81.571,1.2,"2,015",-0.5,-0.6,63.657,,72.5,72.5,1.004,1.093,46.537,Purdue
41,Cincinnati,104.5,92,0.812,1–2,1,3,41.8,42.3,26.9,27.6,18.4,11.9,36.2,35,59.1,40.4,43.6,31.4,26.8,13.6,8.8,31.8,52.2,20.5,39.2,60.2,77.594,80.399,1.474,"2,015",0.4,0.3,58.388,,60.9,66,0.925,1.006,48.462,Cincinnati
42,UC Irvine,106.6,94.3,0.804,3–1,3,4,49.3,40.3,36.8,22.6,16.5,13.7,32.1,33.3,60.2,49.3,41.5,32.8,25,9.9,5.4,57.4,50.6,30.2,29.6,59.3,77.482,82.274,2.025,"2,015",-0.2,-0.25,7.799,,61.5,65.5,1.036,0.935,24.978,UC Irvine
43,Harvard,112,99.2,0.802,1–1,1,2,45.5,52.2,35.6,33.7,12.6,22.5,30.8,40.7,55.5,41.9,48.6,37,44.4,5.4,5.4,43.9,52.3,26.7,19.6,54.3,76.977,79.88,2.196,"2,015",-0.3,-0.25,32.039,,72.2,71,1.064,1.064,42.575,Harvard
44,UAB,106.1,94.5,0.791,4–1,4,5,49.7,47.5,25.9,21.8,18,16.5,31.6,28,64,46.8,48.8,36.7,29.7,10.1,12.8,65.3,50,34.3,30.5,62.4,76.763,80.469,0.971,"2,015",0.8,0.836,31.578,,66.2,64.6,1.015,0.991,25.263,UAB
45,Valparaiso,104.8,93.4,0.79,2–1,2,3,44.2,43.4,37.7,37.5,14.4,17.2,29.2,28.4,58,38,43,35.5,29.4,15.1,10.9,52.6,52.7,40.3,35.4,59.1,77.671,81.021,1.324,"2,015",-0.6,-0.25,14.341,,69,72.2,1.011,0.942,23.262,Valparaiso
46,Georgia,105.6,94.2,0.788,1–2,1,3,41.6,45.3,50.3,31.8,16.2,15.2,32.1,28.2,63.6,38.8,42,33.3,35.3,9.2,6,51.7,50,25.2,30,62.5,76.934,79.985,1.866,"2,015",-0.4,-0.621,57.857,,73.1,70.4,0.975,1.006,42.741,Georgia
47,LSU,100.9,90.6,0.775,0–2,0,2,43.4,44.7,58.4,35,17.7,16.3,36,28.8,66.4,38.3,44.6,37.5,30,16.9,4.9,58.1,46.9,28.3,32.5,65,77.616,80.783,1.072,"2,015",-0.6,-0.6,58.994,,56.1,67.4,0.958,0.987,26.49,LSU
48,Boise St.,107.7,97.5,0.759,1–2,1,3,51.2,55.8,28.4,42.3,18.2,22.4,30.1,18.7,61.4,47.1,58.6,37.3,34,5.7,3.4,46.4,57.4,46.3,36.5,65,77.255,80.473,1.975,"2,015",0,0,4.95,,76.1,72.4,1.046,1.015,22.34,Boise St.
49,West Virginia,105.7,95.7,0.758,2–2,2,4,43.8,54,38.4,55.6,18.9,23.2,31.8,32.1,64.8,42.3,55.3,31.1,34.4,6.5,13.4,57.8,52.2,34.3,34.2,65.1,76.541,80.267,1.361,"2,015",0.9,0.886,49.102,,68.7,74,0.95,1.077,52.162,West Virginia
50,Northeastern,111.1,100.6,0.758,3–1,3,4,59.6,52.8,30.5,23.4,22.3,15.2,30.9,22.2,62.7,53.2,49.7,50,40.7,8.4,5.8,58.3,56.4,29.4,27.6,62.1,77.753,79.737,1.913,"2,015",-0.1,-0.164,9.221,,78.3,78,1.125,1.057,22.778,Northeastern
51,Wyoming,107.7,97.7,0.754,3–1,3,4,51.6,48.5,31.6,26.8,18.6,15.6,19.4,29.5,57.2,49.1,42,36.8,38.4,5.9,7.9,57.1,47,40,42,60.1,76.897,80.105,2.321,"2,015",-0.2,-0.514,11.536,,68.3,83.6,1.001,1.035,35.996,Wyoming
52,Buffalo,108.4,98.7,0.746,2–1,2,3,48.8,50.6,53,42.4,16.7,17.7,33.6,22.4,68,47,55.6,35.3,29.4,12.2,5.2,45.8,48.6,30.7,43,67.3,76.908,79.727,1.737,"2,015",-0.6,-0.514,15.051,,64.8,76.1,1.074,1.035,26.59,Buffalo
53,Wofford,108.1,98.7,0.74,3–1,3,4,50.5,46.3,47.4,24.3,16,15.6,32,28,59.5,49.2,44.4,35.1,34.6,9.9,11.7,42.4,35.6,38.1,24.3,58.3,75.659,78.683,1.986,"2,015",-0.4,-0.514,1.842,,72.8,67.3,1.106,0.98,13.723,Wofford
54,Coastal Carolina,108.3,99.5,0.726,3–1,3,4,53.7,48.5,33.3,38.3,16.6,15.8,29.8,27.5,67.8,49.7,50,42,30.8,10.3,2.5,48.1,39.6,30.3,40.1,67.3,75.743,78.533,1.931,"2,015",-0.1,-0.007,0.439,,72.4,72.4,1.106,1.043,23.838,Coastal Carolina
55,North Dakota St.,98.4,90.7,0.719,3–1,3,4,51.3,43.2,43.1,41.5,15.9,12.8,18.3,19.7,64.3,52.3,47.3,32.8,22.7,11.6,6.2,30,46.4,34,31.1,65.7,76.631,78.414,1.33,"2,015",-0.1,-0.064,4.013,,61.2,73.9,0.988,0.965,24.723,North Dakota St.
56,Oklahoma St.,101.9,94.2,0.712,0–2,0,2,45.7,50.5,24.3,35.8,17.2,13.5,24,19.7,66.8,50.8,46.8,26,40,11.4,12.3,43.5,36.7,43.5,27.5,64.5,75.596,79.911,1.99,"2,015",-0.6,-0.6,49.866,,60.7,84.6,0.914,1.071,46.106,Oklahoma St.
57,Manhattan,98.8,91.6,0.705,3–1,3,4,46.9,44.1,44.8,49.8,20.2,19.5,31.9,23.8,70.5,45.4,46.8,32.9,24.6,7.1,9.2,61.5,55.8,36.8,27,68.7,77.275,80.42,1.991,"2,015",0,0,12.059,,73,60,1.001,0.884,7.854,Manhattan
58,New Mexico St.,110,104.4,0.646,2–1,2,3,49,49,45.6,36.7,18.4,21.1,35.1,33,59.9,44.9,44,40,45.2,9.5,4.7,59.4,70.8,27.2,21.1,61.2,77.231,81.063,1.627,"2,015",-0.2,-0.064,9.776,,73.1,83.3,1.073,1.051,22.43,New Mexico St.
59,Eastern Washington,114.3,108.5,0.645,3–1,3,4,57.8,56.2,34.2,42.9,15.6,17,27,26.4,69.1,56.3,51.4,39.8,43,5.1,7,37.2,54.3,44.6,36.4,69.8,77.278,79.046,1.901,"2,015",-0.2,-0.25,0.557,,73.4,76.3,1.176,1.14,17.038,Eastern Washington
60,Hampton,100.4,95.4,0.643,5–1,5,6,47.2,45.1,56.6,44.8,17,20.4,27.6,30.6,73.6,43.6,44.9,37.5,30.4,4.7,8.2,49.3,44.4,28.3,26.6,72.8,75.964,79.849,2.033,"2,015",0,-0.007,8.221,,69.8,63.2,1.028,0.929,18.953,Hampton
61,Mississippi,99.6,95.6,0.616,1–2,1,3,41.7,50.9,24.8,44.7,16.6,17.5,35.6,27.1,72.2,41.2,40.8,28.6,43.1,15.3,4.4,65.8,66.2,34,42.4,69.8,77.142,80.963,2.28,"2,015",-0.5,-0.607,46.963,,72.5,69.7,0.964,1.043,39.967,Mississippi
62,Robert Morris,105.8,101.7,0.612,4–1,4,5,51,53.2,33.8,34.9,16,24.4,30.1,39.5,66.3,47.2,51.2,39.4,37.6,6.5,7.3,50.8,66.1,32.8,37.5,65.2,76.894,79.463,1.491,"2,015",0,-0.007,0.888,,69.1,63.8,1.086,1.044,21.912,Robert Morris
63,North Florida,100.5,98,0.572,3–1,3,4,53,44,42.3,36.1,20.3,14.5,29.4,27.6,69,52.9,46.6,35.4,24.6,8.5,6.7,54.6,28.6,44.7,27,67.8,77.605,80.53,1.795,"2,015",0,0,11.873,,70.3,57.5,1.059,0.95,3.824,North Florida
64,Albany,105.8,103.2,0.571,3–1,3,4,46.8,51,29.4,21.9,15.4,17.9,34.8,25.6,60.1,45.5,47.1,32.9,37.4,8.4,10.3,43.3,38.9,33.5,43.3,59.3,76.71,79.161,1.654,"2,015",-0.2,-0.164,0.2,,78.1,63,1.057,1.012,17.472,Albany
65,Lafayette,117.7,116.4,0.532,3–1,3,4,62.9,57,22.2,27.6,17.4,14.1,24.7,33.6,60.2,60,51.1,44.9,45,7.8,5.8,58.9,50.9,39.4,36.2,62.3,75.957,79.637,2.091,"2,015",0,-0.007,0.994,,84.1,68.9,1.187,1.22,23.257,Lafayette
66,Texas Southern,109.9,111.6,0.456,3–1,3,4,51.8,52.5,52,30.8,15.7,17.5,34.1,28.9,70.2,47.8,53.8,44.7,32.8,6.9,10,43,35.1,20.7,27,68.1,75.808,79.034,2.325,"2,015",0,-0.064,5.896,,71.2,72.6,1.136,1.075,20.657,Texas Southern
67,Davidson,109.6,114.9,0.368,1–2,1,3,45.3,56.9,26.9,27.2,12.7,16.3,27.6,40.4,65.6,45.2,54.6,30.3,41,7.6,10.8,62.3,52.2,48.9,33.9,65,75.898,79.303,1.323,"2,015",-0.5,-0.621,6.209,,55.1,75.5,0.976,1.23,35.528,Davidson
68,St. John's,99.7,105.5,0.343,0–2,0,2,42.3,50,29.1,47,16.8,20.5,25.6,39.2,68.5,45.6,43.2,23.7,44.1,7.4,8.9,28.9,54,32.5,29.6,70.1,76.84,79.115,2.382,"2,015",-0.5,-0.6,73.416,,64.7,64.8,0.884,1.096,34.351,St. John's
