,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
12,Virginia,122.4,94.3,0.953,7–1,7,8,52.8,51.1,25.6,23.4,14.5,16.1,29.6,23.9,58.7,55.1,50.9,33.3,34.2,13.9,8.5,52.7,39.3,44.1,48,59,77.203,81.011,1.552,"2,019",2.584,2.65,73.381,,73.5,73.2,1.135,1.022,48.559,Virginia
13,Duke,119.5,92.3,0.951,6–1,6,7,54.8,46.9,27.2,25.7,17.5,16.3,31.8,29.4,69.2,58.5,45.2,31.7,33.1,15.1,7.6,51.7,50,33.9,37,69.9,78.656,80.832,0.687,"2,019",0.178,-0.35,88.931,,66.7,73.9,1.104,1.005,49.988,Duke
14,Iowa St.,117.4,90.8,0.951,3–1,3,4,54,44.2,31.2,18.4,18.2,16.3,25.8,32.1,65.8,53.5,45.6,36.4,27.8,12.5,12.6,45,45.9,40.9,36,67.5,77.656,79.614,1.485,"2,019",-1.14,-1.079,56.016,,76.1,69.6,1.075,0.961,43.284,Iowa St.
15,North Carolina,120.1,93.5,0.947,3–2,3,5,50.1,53.7,24.3,20.2,15.9,15.9,37.4,18.9,72.8,53.8,55,28.8,35,4.7,9,51.3,52.5,34.6,52.2,71.8,78.502,80.814,1.759,"2,019",-0.837,-1.35,76.654,,75.9,60.3,1.112,1.024,44.741,North Carolina
16,Mississippi St.,123.3,99.3,0.923,1–2,1,3,57,52.1,30.2,37.1,18.6,15.6,34.7,29.4,66.4,56,47.8,38.9,40.7,12.4,10,46.4,60.5,41.9,32.3,68.6,77.708,81.887,1.657,"2,019",-1.222,-1.114,82.586,,69.2,69.4,1.165,1.09,36.758,Mississippi St.
17,Saint Mary's,110.6,89.2,0.922,2–1,2,3,51.9,49.7,20.6,22.3,17.4,16.3,24.7,16.7,59.5,50.9,54.5,36.2,28.3,10.2,6.5,23.6,32.3,30.3,40.5,60.2,77.747,81.115,1.414,"2,019",-0.755,-0.607,27.239,,78.1,69.7,1.042,0.953,45.412,Saint Mary's
18,Florida,113.8,92.4,0.917,3–2,3,5,51,47.8,32.7,24.9,19.5,17.6,30.5,33.5,61.5,52,47.6,33,32.1,7.1,10.1,50.4,43.5,42.4,39.4,60.9,77.265,79.585,1.39,"2,019",0.216,0.379,79.849,,72.6,69.6,1.051,1.018,51.65,Florida
19,Oklahoma,118.1,96,0.916,1–2,1,3,52,51.1,26,11.6,9.7,13.3,17.5,28.8,65,50,53.8,38.3,31.8,3.8,11.1,44.4,45.8,27.2,45,66.6,77.409,80.585,2.126,"2,019",0.259,0.4,58.325,,82.2,63.6,1.113,1.062,45.166,Oklahoma
20,Cincinnati,121.2,98.7,0.914,3–1,3,4,49.8,50.4,32.5,29.2,13,15.8,40.8,32.1,63.3,49.1,48.5,34.2,35.4,11.5,5.6,40.6,41.2,32.9,42.5,64,76.833,80.351,1.891,"2,019",-0.915,-0.907,51.633,,64.1,68.2,1.141,1.078,37.136,Cincinnati
21,Tennessee,124.9,102.2,0.909,4–2,4,6,55.1,55.3,31.5,36.4,15.4,14.9,31.9,32.3,66.4,49.6,49.3,44.4,42,15.3,8.5,49.1,45.8,32.1,43.6,67,77.811,80.279,2.179,"2,019",-0.274,-0.371,55.685,,70.4,65.6,1.164,1.166,49.488,Tennessee
22,Buffalo,116.6,95.7,0.907,4–1,4,5,52.9,45.4,38,29.8,16.4,16.1,32.1,26.7,72.1,58,49.2,31.5,25.7,9,9.3,47.9,35.4,47.4,36.2,71.1,76.493,79.782,2.316,"2,019",0.103,-0.079,7.39,,65.8,74.2,1.118,0.977,30.441,Buffalo
23,New Mexico St.,119.4,98.2,0.905,3–1,3,4,59.4,48.6,32.1,30.9,18.2,16.7,34.9,14.4,68.8,65.4,50.8,36.2,30.5,9,9.3,51.7,37.4,54.3,43.8,67.4,75.434,79.174,2,"2,019",-0.314,-0.514,13.806,,70.7,67.2,1.203,0.93,21.695,New Mexico St.
24,Wofford,114.3,94.2,0.902,4–1,4,5,58.3,45.8,30.4,32.2,17.4,17.2,26.3,26.6,68.8,57.7,46.9,39.4,29.5,9,7.7,45.7,46.6,44.9,38.8,68.3,76.813,80.659,1.792,"2,019",-0.02,0.093,1.063,,69.8,72,1.134,0.965,27.129,Wofford
25,Vermont,119.5,99.1,0.896,3–1,3,4,59.7,46.9,29.5,35.1,18.2,17.4,30.8,21,60.4,51.9,43.4,45.5,34.6,14.2,12,46.5,43.4,47.8,40.8,62.1,76.477,78.436,1.441,"2,019",-0.284,-0.25,7.768,,73.8,80.6,1.21,0.965,14.318,Vermont
26,Kansas,111.9,92.9,0.895,3–2,3,5,51.5,48.5,26.2,31.3,19.5,13.5,35.8,22.5,69.9,53.4,48.6,31.1,32.3,13.3,8.7,42.8,51.6,29.1,41.8,70.2,77.524,80.449,1.073,"2,019",-0.426,-0.536,89.423,,77.8,67.7,1.091,1.005,40.25,Kansas
27,UCF,115.1,96.1,0.888,1–2,1,3,51.8,47,30.5,31.4,20.5,16.1,26,33.1,68.4,43.8,47.7,46.2,30.8,15.9,7.1,47.9,49.3,31.7,42.2,64.7,78.779,83.748,2.283,"2,019",0.227,0.4,28.974,,68,69,0.994,1.043,54.416,UCF
28,Ohio St.,111.4,93.7,0.88,2–2,2,4,50.5,52.7,26.2,32.1,20.7,17,25.8,23.6,67.7,47.6,53.7,36.1,34.1,5.1,10.5,69.1,55.9,43.9,38.5,68.5,76.691,79.478,1.46,"2,019",0.556,0.393,56.419,,81,73.2,0.998,1.053,54.046,Ohio St.
29,LSU,113.9,96.3,0.873,2–2,2,4,47,48.2,27.6,28,15.5,13.3,32.2,31.6,69.5,49.1,50.8,28.4,30.4,9.1,11.2,42.5,53.3,32.4,48.6,70.6,77.191,80.572,1.102,"2,019",0.447,0.136,66.287,,71,68.1,1.022,1.068,45.813,LSU
30,Iowa,116.5,99.2,0.864,2–2,2,4,51.7,53.2,33.3,22.4,16.6,17,29.1,30.7,65.5,49,57.4,37.8,31.7,7.4,10.1,55.8,57.3,35.5,42.6,67,78.354,81.123,1.504,"2,019",0.468,0.379,55.647,,68.8,73.6,1.08,1.076,52.64,Iowa
31,Louisville,117.6,100.9,0.853,1–2,1,3,49,46.1,20.9,34.2,10.8,8.4,26.5,27.4,67.6,50,48.3,31.9,28.4,6.9,8,60.8,41.6,47.6,38.9,66.3,76.75,80.459,1.928,"2,019",-1.018,-0.907,53.581,,85,72.3,1.089,1.094,41.061,Louisville
32,Seton Hall,111.4,95.6,0.853,2–2,2,4,47,49.8,36.4,52.1,13.6,17.2,33.5,27,69.8,46.7,47.5,31.6,35.1,10.2,11.2,48,51.1,39.2,45.1,70.1,78.156,81.501,1.521,"2,019",-0.366,-0.621,54.346,,64.8,71.4,1.053,1.053,34.659,Seton Hall
33,Marquette,112.3,96.7,0.848,1–2,1,3,46.1,47.7,40.5,48.6,17.7,13.5,35.1,29.1,71.5,42.7,48.2,33.8,31.1,7.9,14.5,43.2,62.2,42.1,34.9,69.6,77.863,80.718,1.536,"2,019",-0.926,-1.114,71.641,,70.1,60,1.068,1.016,29.493,Marquette
34,Belmont,114.5,98.6,0.848,2–2,2,4,52.9,46.8,25.3,27.1,12.9,11.5,23.5,31.1,69.8,56.1,48.1,32.7,29.1,6.4,8.3,55.9,41.6,46.1,29.7,69.4,77.45,81.377,1.44,"2,019",-0.526,-0.607,6.407,,75.8,61.1,1.095,1.049,29.395,Belmont
35,Utah St.,113.1,97.9,0.84,3–1,3,4,51.4,46.5,45.7,26.7,22.9,15.8,37.8,25.8,69.8,48.5,45.5,37.3,32,10.5,11,66,55.7,37.9,41.2,69.2,77.916,80.436,1.314,"2,019",-0.684,-0.7,9.835,,76,80,1.078,0.996,19.42,Utah St.
36,Liberty,115.1,99.7,0.839,4–1,4,5,55,53,34.1,26.8,14.8,17.3,19.6,23.1,63.6,55,50.9,36.7,37.5,6.8,8.7,55.7,49.6,42.2,39.2,62.1,75.616,78.078,1.845,"2,019",0.686,0.486,0.345,,80.7,71.8,1.117,1.045,31.811,Liberty
37,Kansas St.,104.6,90.8,0.836,1–2,1,3,44.6,50,21.2,34.2,14.6,24.7,28.6,29.3,66,43.8,51.1,30.4,32.3,8.9,10.5,54.3,48.5,42.9,40.8,66.6,76.626,79.942,2.149,"2,019",-1.429,-1.536,48.118,,74.4,80.8,0.974,0.979,37.895,Kansas St.
38,Minnesota,115.2,100.6,0.826,3–2,3,5,47,52.9,35.8,16.9,11.6,16.2,23.3,34.1,64,49.7,54.7,27.1,33,5.5,7.1,57,59.3,30.1,34.5,65.2,78.493,80.998,1.7,"2,019",0.557,0.379,71.523,,71.3,80.8,1.028,1.119,60.856,Minnesota
39,UC Irvine,116.2,101.7,0.822,4–1,4,5,53.3,45.9,29.5,24.7,18.1,17.7,33.8,31.3,63.1,52.2,44.2,37.1,32.4,8.1,8.8,41.4,39.3,32.8,39.2,64.4,76.732,80.913,2.127,"2,019",0.722,0.75,18.762,,81.3,74.3,1.122,0.989,21.608,UC Irvine
40,Arizona St.,111.1,97.3,0.821,2–2,2,4,49.3,49.6,48.9,35.7,18.9,17.5,25.5,32.3,72.1,49.7,47.6,32.4,34.9,10.5,10.2,48,43.4,30.2,43.3,69.6,77.624,80.314,1.328,"2,019",-0.363,-0.607,71.073,,76.4,63.3,1.032,1.035,31.26,Arizona St.
41,Baylor,124.3,109.3,0.814,1–2,1,3,54.4,59,24.1,31.9,18.9,16.8,35.4,36.3,63.4,54.4,54.3,36.3,43.2,13,17.8,53.8,56.1,47.1,44.6,63.1,76.915,79.891,1.457,"2,019",0.455,0.4,57.749,,73.2,73.6,1.13,1.235,57.161,Baylor
42,Gardner Webb,119.4,105.1,0.813,3–1,3,4,58.7,52.1,39,16.9,16.5,14.9,23.3,35.7,62.1,58.2,51.4,39.7,35.4,7.5,9.8,47,52.3,37.4,39.7,66.7,75.143,77.391,1.73,"2,019",-0.028,-0.007,0.2,,75,65.9,1.152,1.124,30.515,Gardner Webb
43,Murray St.,109.7,96.6,0.812,3–1,3,4,50.9,47.8,39.2,14.4,17.4,15.7,27.5,31.9,71.8,49.1,51.4,36.6,27.9,7.5,11.2,56.2,47.5,30.6,37.5,70.4,77.219,79.736,1.497,"2,019",0.472,0.486,8.231,,68.1,70,1.038,1.021,34.623,Murray St.
44,Villanova,109.8,98,0.787,4–1,4,5,48.9,51,31.3,23.2,17,17.9,27.4,30.4,64.4,48.5,51.2,32.9,33.9,7.7,12.1,55.8,57.5,53,41.9,65.9,77.874,80.324,1.66,"2,019",0.377,-0.079,68.466,,73.9,74.6,1.032,1.048,37.175,Villanova
45,Syracuse,118.4,105.9,0.783,1–2,1,3,54.8,56.8,39.1,32.9,22.2,22.7,33.3,38.9,64.7,45.6,51.9,42.9,41.3,16,12.7,47.8,60,49.4,49.7,64.2,79.404,82.21,1.632,"2,019",-0.671,-0.7,73.806,,70.5,71.7,1.103,1.139,41.722,Syracuse
46,Washington,106,95.2,0.775,3–2,3,5,49.6,50.2,29.1,33.3,19,25.8,23.6,41.5,67.3,45.9,47,36.4,36.8,14,11.5,52.6,59.5,43.5,39.3,66.2,77.264,79.89,2.147,"2,019",0.424,0.4,74.311,,65.4,83.3,0.977,1.028,38.792,Washington
47,Saint Louis,102.9,92.7,0.769,4–1,4,5,47.3,44.3,27.2,27,16.5,15.8,36.2,22.9,60.7,48.9,41.9,29.5,32.3,12,12.5,50.8,60.4,34.1,36.5,63.7,76.751,79.243,1.835,"2,019",-0.147,-0.25,66.081,,59.2,74.6,1.018,0.943,27.629,Saint Louis
48,Iona,116,104.5,0.769,3–1,3,4,54.7,51.1,38.3,20.6,13.6,18.8,18.4,33.1,66.4,50.9,54.7,38.9,30,4.7,10.4,44.8,42.6,50.5,37.8,67.7,76.777,80.321,2.012,"2,019",-0.033,-0.007,7.379,,80.5,67.3,1.129,1.039,21.477,Iona
49,Montana,105.4,96.2,0.741,3–1,3,4,53,47.9,19.3,30,15.2,19.2,19.2,21.3,67.7,52.5,48.5,35.9,31.3,9.7,9.9,52.3,47.3,39.5,38.2,67.8,76.224,78.903,2.401,"2,019",-0.056,-0.064,19.258,,73.3,76.9,1.035,0.953,22.364,Montana
50,Northern Kentucky,107,98.3,0.726,3–1,3,4,51.2,51.3,23.4,32.5,15.6,17,27.6,22.9,70.5,48.8,47.2,37,37.5,13.4,16.9,67.9,64.6,36.5,45,71.2,76.214,78.942,1.616,"2,019",-0.075,-0.164,4.597,,66.1,69.3,1.054,1.025,26.882,Northern Kentucky
51,Georgia St.,96.5,88.7,0.725,2–1,2,3,39.9,41.8,47.2,24.3,15.2,20.5,19.5,33.9,70.1,37.6,48.5,28.6,22.7,11.9,12.9,40,60.9,42.9,46.6,72.2,76.564,78.025,2.184,"2,019",-0.117,-0.164,41.152,,74,78.3,0.89,0.923,29.563,Georgia St.
52,Wisconsin,101.6,93.8,0.715,1–2,1,3,42.4,52.1,19.1,20.4,18.1,19.2,30.4,29.8,64.4,48.2,49.5,22.1,37.5,10.7,14.5,51.5,49.3,38.2,38.3,66.2,77.318,81.283,1.84,"2,019",-1.071,-1.114,59.597,,70.6,79.4,0.906,1.041,48.534,Wisconsin
53,Colgate,115.8,107.3,0.706,3–1,3,4,61.2,52.6,33.9,26.9,19.3,19.3,29.6,30.4,68.5,55.3,51.8,45.2,35.8,10.8,7,59.1,50,47.7,40.6,68.5,77.685,80.993,1.573,"2,019",-0.089,-0.064,10.836,,78.4,79.4,1.186,1.08,19.17,Colgate
54,Maryland,103.2,96,0.697,1–2,1,3,43.7,47,36.3,29.7,13.6,11.2,32.1,25.9,68.6,42.9,45.9,30,32.4,14.4,10.7,53.6,50.7,38.5,40,67.2,77.8,81.101,0.692,"2,019",-0.128,-0.079,78.823,,72.7,74.5,1.006,1.045,38.829,Maryland
55,Northeastern,108.7,101.6,0.685,3–1,3,4,51.8,51.3,32.6,27.8,14.5,13,24.3,22.8,65.6,49.6,51.3,36,34.3,5.6,11.5,56.3,43.8,49.6,29.5,65.3,76.931,80.154,2.104,"2,019",-0.199,-0.25,5.836,,72.6,85.7,1.087,1.094,21.721,Northeastern
56,Yale,120.1,112.8,0.673,2–1,2,3,53.2,50.8,32.8,38.9,11.1,13.9,24.7,30.6,71.9,59,57.1,28.1,27.4,10.7,7.4,38.9,33.3,34.4,39.5,71.6,77.204,80.354,2.113,"2,019",-0.258,-0.164,15.117,,91.8,73.6,1.178,1.118,21.855,Yale
57,Bradley,98.8,92.9,0.67,3–1,3,4,46.4,45,26.9,22.2,17.6,13.2,22.6,20.3,62.6,42.1,40.9,36,34.5,13.1,8.3,53,37.6,36.1,38,65.2,76.734,80.105,1.997,"2,019",-0.05,-0.064,3.589,,76.8,81.6,0.942,0.954,26.857,Bradley
58,Temple,107,101.4,0.65,0–2,0,2,44.7,52.6,29.5,38.5,17.9,17.9,36,29.2,72.7,42.2,51.4,33.3,36.2,2.9,11.1,44.2,54.7,31.8,40.2,70.9,78.07,80.953,1.846,"2,019",0,0,53.453,,66.7,84.4,0.99,1.107,30.894,Temple
59,Old Dominion,92.9,89.2,0.615,3–1,3,4,40.3,46.6,19,32.9,17.1,19.1,32.4,28.5,62.7,39,49.6,28.8,28.4,17.6,7.9,47.1,53.6,30.8,42.5,64.4,77.587,80.395,1.764,"2,019",-0.097,-0.164,33.997,,82.2,57.4,0.909,0.925,26.452,Old Dominion
60,Nevada,105.2,102.6,0.572,1–2,1,3,46.1,50.3,35.3,32.1,18,15.9,36.8,21.7,64.8,49,46.5,28.2,39.6,11.4,8.3,37.3,48.6,42.5,29.6,67.5,78.179,80.687,2.696,"2,019",-0.54,-0.907,35.414,,67.8,78.8,0.998,1.05,26.825,Nevada
61,North Dakota St.,116.6,114.9,0.542,4–1,4,5,57.3,52.4,39,29.8,12,12.3,18.9,31.1,63.4,51.4,46.4,42.9,42.9,9.3,12.1,41.5,45.5,45.9,33.6,63.2,76.57,79.525,1.355,"2,019",-0.03,-0.007,0.2,,77.2,71.3,1.182,1.16,18.82,North Dakota St.
62,Fairleigh Dickinson,109,108.4,0.516,4–1,4,5,58.3,51.3,45.2,18.2,23,20.8,34.4,38.7,65.3,56.7,44.9,40.7,40.7,14.1,8.7,45.9,54.1,37.8,39.9,65.3,75.792,79.678,1.741,"2,019",-0.014,-0.007,0.2,,78,55.4,1.12,1.062,19.877,Fairleigh Dickinson
63,VCU,102.4,103.1,0.48,0–2,0,2,40.8,52.1,35.3,27.4,18.4,19.9,33.3,35.8,67.8,39.7,44.4,28.3,51.9,12.2,13.7,42.9,38.9,38.7,23.1,69.4,77.446,79.432,1.496,"2,019",-0.641,-0.7,39.794,,73.8,81.3,0.944,1.092,31.296,VCU
64,Prairie View A&M,108.2,111.4,0.417,3–1,3,4,53,53.3,50,38.4,15.8,25.7,31.5,39,72.9,49.7,51,39.1,38.9,2.5,11.6,47.7,43.5,37.2,31.4,71.6,75.167,77.955,2.382,"2,019",0,0,1.736,,74.4,69.3,1.148,1.046,3.954,Prairie View A&M
65,Mississippi,105,108.9,0.397,0–2,0,2,49.6,53.8,6.4,37.3,14.8,14.8,19.4,33.3,67.7,51.5,53.4,31.6,36.7,9.1,7.4,50.9,46.6,45.6,25.4,66.7,76.901,80.394,1.67,"2,019",-0.524,-0.7,48.937,,62.5,68.2,0.953,1.16,35.42,Mississippi
66,Abilene Christian,96.3,99.9,0.396,2–1,2,3,47.8,52.6,32.3,36.1,17.3,24.2,20,31.5,67.4,50,54.6,29.1,31.9,7.4,7.5,50.7,44.6,34.2,30.3,68.8,75.895,79.024,2.044,"2,019",-0.053,-0.064,1.775,,69.2,75,0.94,1.014,26.192,Abilene Christian
67,North Carolina Central,100.5,106.4,0.342,3–1,3,4,50.2,45.5,35.9,33,20.8,16.8,35.8,27.2,62.4,50.8,45.5,32.9,30.4,7,11.5,62,50,37.8,32.5,62.6,75.64,78.992,2.331,"2,019",0,0,4.547,,72,74.3,1.058,0.982,3.991,North Carolina Central
68,St. John's,90.5,96.6,0.321,1–2,1,3,41.6,52,27.9,46.2,14.5,21.5,23.1,27.7,75.9,44.4,50.9,24.7,36.4,10.3,3.2,42.5,51.9,37.1,32.2,73.8,76.611,78.569,1.716,"2,019",0,0,75.394,,67.3,70.9,0.882,1.027,20.113,St. John's
