,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
29,Texas,112.1,95.2,0.868,20–11,20,31,49.5,47.4,40,37.4,15.5,18.4,30.9,31.9,66.8,48.8,45.4,34,34.4,11.5,8.9,45.8,47.9,36.4,32.6,66.1,76.959,81.235,1.958,"2,016",-1.1,-1.079,73.204,,66.9,68.9,1.064,1.007,35.767,Texas
30,Baylor,118.3,100.5,0.867,20–10,20,30,52,51.4,39.1,37.8,18.8,19.9,40.8,28.9,66.9,50,48.8,38.1,37.6,11.1,9.5,65.3,73.2,28.3,34.2,67,76.784,80.2,1.878,"2,016",-1.1,-1.114,48.262,,72.9,70.9,1.133,1.033,34.058,Baylor
31,Syracuse,110.5,94.2,0.862,19–12,19,31,50.3,47.2,35.7,29.5,18.3,20.7,32.8,35.2,65.3,47.8,48.6,35.7,30.2,11.8,8.6,58.6,66.3,43.4,40.4,65.7,78.621,80.191,1.713,"2,016",2.9,3.379,88.863,,68.2,66.8,1.063,0.992,29.93,Syracuse
32,Pittsburgh,114.6,97.7,0.862,19–10,19,29,51.3,49.8,36.6,32.7,17.4,17,37.5,27,66.6,50.9,48.3,34.8,35.1,9.6,8,63.8,54.6,30.9,34.6,66.7,78.609,80.759,2.072,"2,016",-0.7,-0.621,57.184,,76.3,65.5,1.133,1.012,29.799,Pittsburgh
33,Connecticut,109,93.1,0.86,21–10,21,31,51.9,44.4,29.2,34.4,16.9,18.8,29.3,28.8,66.7,50.9,41.5,35.9,32.9,14.2,9,52.3,53.6,33.6,37.4,67.2,77.999,80.969,1.968,"2,016",0,0.4,72.327,,77.8,65.8,1.084,0.932,23.066,Connecticut
34,Wisconsin,110.9,95.7,0.845,20–11,20,31,49.5,48.5,39.2,33.6,17,18.8,34,28.4,63.9,46.9,44.8,36.3,38.2,8.7,8.8,49.3,47.7,33.6,29.7,64,78.016,80.463,1.348,"2,016",1.1,1.093,58.366,,70.6,70.3,1.074,0.999,29.851,Wisconsin
35,Saint Joseph's,111.7,96.5,0.843,24–7,24,31,50.6,47.5,36.7,24.7,14.3,16.3,28.6,25.9,70.2,51.7,48.7,32.4,30.6,9.5,6.6,56.3,49.1,36.5,41.4,70.9,76.953,79.218,1.79,"2,016",0.2,0.3,41.08,,71.6,68.9,1.09,0.981,19.927,Saint Joseph's
36,USC,113.1,98,0.839,20–11,20,31,52,46.9,35.8,28.7,16.6,17,32,32.4,73,49.4,46.4,38.2,31.9,12.7,9.2,51.8,49.4,32.4,34.4,72.3,78.528,82.316,1.247,"2,016",-0.6,-0.7,72.171,,67.4,70,1.09,1.009,26.421,USC
37,Notre Dame,119.9,104.2,0.834,20–10,20,30,54,49.6,32.9,26.6,14,14.8,32.9,30.2,65.3,52.9,45.8,37.3,37.9,10.2,8.2,49.3,51.3,34.5,34,65.9,77.594,80.614,1.721,"2,016",2,1.921,76.873,,73.7,72.2,1.17,1.073,29.784,Notre Dame
38,Michigan,115.1,100.2,0.831,19–11,19,30,55.8,51.3,28.5,26.6,14.8,17.8,24.7,25.3,66.2,53.6,50.9,39.1,34.7,5.9,9.2,56.1,52.9,44.6,37.3,66.6,77.95,80.46,1.418,"2,016",-0.56,-0.607,54.482,,73.6,72.3,1.134,1.024,27.501,Michigan
39,Dayton,107.3,93.5,0.83,24–6,24,30,52.2,47.1,41.4,32.2,18.7,17.8,29.4,24.1,68.2,51.9,43.9,35.2,35.1,11.9,8.4,57.6,55.4,35.2,36.4,68,76.731,79.65,1.562,"2,016",-0.5,-0.907,36.347,,67,64.8,1.059,0.951,20.143,Dayton
40,Texas Tech,112.7,98.3,0.828,19–11,19,30,50.2,49.2,44,32.5,17.7,18.8,31.5,32.6,67,49.3,47.4,34.7,34.8,12,8.1,53.1,45.5,30.4,37.7,67.5,77.56,80.266,1.716,"2,016",-0.5,-0.7,18.334,,74.8,70.3,1.073,1.032,33.178,Texas Tech
41,Yale,108.2,95.3,0.812,21–6,21,27,52.5,46.3,42.1,33.8,20.1,18.2,39.2,24,67,51.1,45.5,37.1,31.8,12.6,9.3,57.6,49.6,30.8,34.4,66.8,76.942,79.41,2.27,"2,016",0.3,0.486,3.85,,66.7,69.4,1.107,0.944,15.942,Yale
42,Providence,108,95.2,0.81,22–9,22,31,47.5,48.7,38.5,28.4,16.3,20.8,31.3,29.9,70.3,47.6,49.5,31.5,31.3,9,9,63.7,50.9,36.5,33.7,69.9,77.805,80.423,1.133,"2,016",0.3,0.4,59.887,,73.3,71.5,1.042,0.981,29.195,Providence
43,Colorado,107.7,95.6,0.798,20–10,20,30,48.7,47,41.2,33.9,19.1,15.1,34.6,24.9,70.9,43.8,44.6,39.3,35.2,11.9,10.6,53.5,42.2,32.5,29.1,69.7,78.037,81.146,1.771,"2,016",-0.4,-0.7,53.765,,73.1,67.5,1.053,0.992,26.616,Colorado
44,Oregon St.,109.7,98.4,0.777,17–11,17,28,49.9,49.6,36.2,38.8,16.7,19.7,29.8,32.3,68.5,47.4,49.9,36.9,32.7,9.9,9.6,52.9,58.2,31.5,38.7,67.9,77.982,81.543,1.608,"2,016",-0.5,-0.907,44.404,,67.3,69.7,1.052,1.03,30.136,Oregon St.
45,Little Rock,106.7,95.9,0.773,25–4,25,29,52,44.8,31.5,39.3,16,21.1,27.2,30.5,64.2,48.9,44.5,38.6,30.2,10.2,7.5,51.5,51.2,34.8,40.1,63.9,76.067,79.842,2.35,"2,016",0,0,0.475,,73.7,69,1.085,0.935,13.1,Little Rock
46,Tulsa,109.4,98.8,0.764,20–10,20,30,50.5,48.3,39.5,34.7,15.5,21,28.2,30.2,68.9,51,44.7,33.1,36.3,7.6,9,53.4,51.5,36.8,36.8,69.5,76.347,79.345,2.725,"2,016",0,0,3.983,,67.9,74.9,1.069,0.994,22.436,Tulsa
47,South Dakota St.,111.4,100.8,0.76,21–7,21,28,52,47.7,39.9,40.9,17.1,17.1,32.5,25.7,69.3,50.2,47.1,36.8,32.6,5.7,10.2,43.7,48,36.7,33.1,69.6,76.548,79.676,1.889,"2,016",-0.4,-0.514,12.379,,73.5,72.4,1.112,1.005,12.435,South Dakota St.
48,Northern Iowa,109.1,98.8,0.758,18–12,18,30,53.7,49.5,32.2,23.5,15.4,18.9,18.6,26.8,64.1,51.5,48.5,37.8,34.1,7.7,8.6,52.8,52.8,42.4,39,63.8,76.842,79.442,2.207,"2,016",0.4,0.393,36.74,,76.2,72.8,1.066,0.993,20.45,Northern Iowa
49,Hawaii,107.1,97,0.758,22–5,22,27,52.2,45.3,46.2,40.4,18.4,20.1,31.1,27,71.5,54.5,43.7,32.4,32.3,10.4,7.8,60.2,48.7,39.7,33.4,71.6,77.367,80.763,2.152,"2,016",0.4,0.75,15.446,,68.8,70.8,1.077,0.934,12.838,Hawaii
50,Stephen F. Austin,107.4,98,0.741,21–5,21,26,55.9,49.7,32.7,40.1,18.8,25.8,33.2,29.8,68.9,55.1,49.5,38.1,33.6,9.6,7.2,64.9,53.1,36.6,30.2,68.2,74.908,78.024,2.171,"2,016",0.3,0.836,0.458,,73.4,66.9,1.139,0.932,9.8,Stephen F. Austin
51,Stony Brook,105.5,96.8,0.729,21–6,21,27,52.9,46.5,29.7,28,17.7,18.7,33.8,26,67.8,51.8,44.6,37.1,33.4,12.3,6.5,57.3,48.5,29.3,34,67.8,76.619,79.327,2.267,"2,016",-0.2,-0.25,0.2,,67.8,71.7,1.098,0.947,12.18,Stony Brook
52,Temple,105.8,97.6,0.717,20–10,20,30,47,46.2,26.9,28.9,13.7,16.4,28.4,29.8,66,44.4,46.2,34.2,30.8,7.9,9.5,54.7,51,37.9,32.6,66.7,77.473,79.896,2.186,"2,016",-0.3,-0.621,55.758,,69,74.4,1.021,1.003,25.012,Temple
53,UNC Wilmington,108.2,100.2,0.708,20–7,20,27,51.2,47.2,36.1,53.9,16,20.4,32.1,30.2,71.2,51.4,45.8,33.9,33.9,10.7,8.1,48.3,46.5,33.8,28.3,71.8,76.038,79.546,1.606,"2,016",-0.4,-0.25,1.709,,70.5,70,1.094,1.002,13.489,UNC Wilmington
54,Cal St. Bakersfield,102.9,96,0.69,18–8,18,26,49,45.2,37.6,41.8,18.2,21,34.5,28.7,68.6,48.5,43.2,33.7,32.8,14.5,8,57.2,48.3,26.5,32.8,68.9,75.521,78.648,1.895,"2,016",-0.2,-0.064,5.421,,65.7,68.4,1.042,0.933,10.911,Cal St. Bakersfield
55,Chattanooga,106.5,100.7,0.656,24–5,24,29,52.1,50.3,41.8,31.3,17.5,20.4,32.5,28.2,67.5,50.8,49.8,36.2,34.2,12.9,11.3,56.2,51,37.2,36.7,67.3,77.023,79.324,2.305,"2,016",-0.2,-0.514,7.903,,72.9,66.3,1.109,0.992,12.143,Chattanooga
56,Iona,108.3,103.5,0.628,19–10,19,29,53.6,48.3,32.8,36.1,17.9,19.3,29.5,31.6,72.8,52.4,45.8,36.7,35.3,10.4,8.8,60.8,54.1,44,36,73.3,76.593,79.763,2.184,"2,016",-0.3,-0.25,8.384,,71.5,70.6,1.091,1.017,13.694,Iona
57,Fresno St.,104.9,100.4,0.624,20–9,20,29,48.2,49.1,38,47.3,15.1,20.9,30.3,28.6,70.1,46.8,48.2,34.3,33.8,11.1,7.8,51,54.3,29.9,39.6,69.9,77.191,80.187,2.293,"2,016",-0.4,-0.164,40.734,,69,68.7,1.044,1.003,17.167,Fresno St.
58,Weber St.,102.6,99.5,0.587,20–8,20,28,54.3,47.1,47.9,29.1,19.3,15.6,26.6,25,68.7,55,44.6,35.5,35.6,7.8,4.5,50.3,41.8,41.1,28.5,68.1,76.775,80.035,1.391,"2,016",-0.2,-0.064,1.595,,67.5,67.7,1.07,0.98,9.279,Weber St.
59,Middle Tennessee,102,99.2,0.579,19–9,19,28,51.5,49,34.2,45,16.9,19.3,28.4,24.1,68.9,47.5,47.5,39,34.6,9.5,7.6,51.1,50.5,36.4,33.9,68.4,76.546,79.073,1.752,"2,016",0.8,0.936,8.754,,59.2,67.1,1.036,0.985,12.275,Middle Tennessee
60,Green Bay,106.6,105.8,0.522,17–12,17,29,49.9,52.5,40,35.4,15.6,20.8,32,31.4,77.5,49.1,50.8,34.6,37.3,10.9,10.6,48.4,50.5,30.9,33.4,77.6,76.726,79.437,2.069,"2,016",-0.2,-0.164,0.2,,65.1,71,1.073,1.05,15.442,Green Bay
61,Buffalo,103.2,102.7,0.514,16–14,16,30,49.1,50.1,42.8,38.4,19.1,18.1,32.1,29.4,72.5,49.5,49.6,32.2,34,8.8,8.7,48.6,50.3,36.3,35,73,77.17,79.387,1.454,"2,016",-0.2,-0.164,6.348,,70.7,71.3,1.04,1.043,18.203,Buffalo
62,UNC Asheville,100.9,100.9,0.5,17–11,17,28,49.6,49.8,43,34.1,18.8,22.3,31.8,29.3,70.3,50.7,52.1,31.3,30.4,8.4,6.4,46.2,44.2,30.5,34.4,70.9,75.882,77.31,1.148,"2,016",-0.1,-0.064,11.114,,70,68.8,1.043,0.983,10.765,UNC Asheville
63,Florida Gulf Coast,101.4,103.4,0.444,13–13,13,26,50.4,48.6,36.3,35.4,16.8,16.4,30.5,27.8,69.5,50.2,49.6,34,31.2,10.3,7.4,46.3,47.1,24.7,36.6,68.3,77.38,80.411,1.331,"2,016",-0.1,-0.007,24.576,,64.9,69.1,1.046,1.028,11.34,Florida Gulf Coast
64,Southern,100,107.7,0.299,16–12,16,28,49,48.5,38.4,39.2,16.3,19.4,28.2,32.1,69.3,48.1,48.8,34.2,32,9,8,40.5,48.2,29.8,35.4,69.4,75.812,79.023,2.059,"2,016",0,0,3.311,,66.3,65.9,1.026,1.011,8.798,Southern
65,Austin Peay,100,108.7,0.277,12–17,12,29,50.4,54.1,45.7,31.1,20.4,19.3,31.5,29.9,70.2,50.4,51.9,33.5,38.2,8,7.7,49.1,53.8,31,40,70.4,76.334,78.983,1.667,"2,016",0,-0.007,0.232,,66.9,70.9,1.027,1.081,12.412,Austin Peay
66,Hampton,96.4,106.6,0.239,17–10,17,27,46.1,47.9,41.7,37.7,18.9,17,34.8,27.9,72,46.6,46.9,30.1,33.2,9.5,10.2,48,42.1,35.3,32.8,72.1,76.047,78.994,2.293,"2,016",0,-0.007,4.609,,64.3,73.1,1.003,1.014,9.303,Hampton
67,Fairleigh Dickinson,103,114.3,0.232,14–14,14,28,51.5,52.4,33.9,45.8,18.5,21.3,29,36.1,71.9,49.7,51,36.8,36.6,7.1,8.7,51.1,55.6,32.2,36,72.2,75.774,78.451,0.746,"2,016",0,0,0.2,,70.5,70.6,1.049,1.082,10.02,Fairleigh Dickinson
68,Holy Cross,96.4,109.7,0.185,10–19,10,29,47.5,54.5,37.1,34.4,17,19.4,23.3,28.2,65.4,47.3,53.3,31.9,37.7,8.1,9.2,61.4,57.7,40.1,39.1,65.5,76.3,79.578,1.649,"2,016",0,-0.007,5.623,,69.7,73,0.983,1.075,9.45,Holy Cross
