,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
11,Virginia Tech,118.3,94.8,0.927,23–7,23,30,56.6,49.1,32.4,26.7,17.7,21.8,30.4,27.3,64.6,54,48.6,39.8,33.2,8.6,10.1,60.1,56.2,45.2,49.9,65.3,76.946,79.227,1.91,"2,019",0.082,0.464,66.436,,76.2,71.9,1.148,0.959,30.157,Virginia Tech
12,Houston,114.5,91.8,0.927,29–2,29,31,52.9,43.2,32,37.1,17.1,18.4,34.5,25.3,67.7,51.6,43.7,36.4,28.3,13.6,6.6,56.5,51.6,43.2,41.3,67.7,76.192,78.923,1.802,"2,019",-0.059,0.136,36.791,,71.1,68.6,1.129,0.91,20.354,Houston
13,Auburn,118.1,95.4,0.921,21–9,21,30,54,51,31.2,37.4,18,25.1,33.1,33.1,69.7,51.2,50.5,38,34.5,15.8,11.8,53.5,51.7,48.2,43.9,70.1,76.563,79.991,2.174,"2,019",2.247,2.886,57.754,,70.8,70.9,1.129,0.983,30.98,Auburn
14,Wisconsin,109.4,88.8,0.917,22–9,22,31,52,44.6,28.1,26.3,14.2,17,23.9,26.2,64.8,49.9,43.6,37.4,30.9,11.1,10.5,49,45.1,34.2,34.7,64.7,77.318,81.283,1.84,"2,019",-1.071,-1.114,59.597,,64.4,65.9,1.053,0.926,35.886,Wisconsin
15,Kansas,112.9,92.4,0.909,23–8,23,31,52.8,47.7,33.5,27.3,18.7,18.9,29.1,28.7,70.7,52.5,45.6,35.5,33.8,10.5,8.9,49.3,52.8,35.9,41.9,71.6,77.524,80.449,1.073,"2,019",-0.426,-0.536,89.423,,69.5,68.8,1.057,0.98,38.31,Kansas
16,LSU,118.1,96.9,0.907,26–5,26,31,51.7,50.1,38.4,33.9,18.2,20.9,37.3,30.6,70.6,53.4,49.3,32.4,34.3,12.1,7.4,46.1,43.3,34.4,38.7,71.2,77.191,80.572,1.102,"2,019",0.447,0.136,66.287,,75.6,69.1,1.125,1.005,29.859,LSU
17,Kansas St.,106.7,87.6,0.906,24–7,24,31,49.9,48.1,31.6,30.4,17.7,22.6,28.2,25.3,64.9,49.4,48.8,33.8,31.4,7.6,8,57.9,55.1,37.9,43.1,64.7,76.626,79.942,2.149,"2,019",-1.429,-1.536,48.118,,66.2,66,1.016,0.91,31.659,Kansas St.
18,Iowa St.,117.7,96.8,0.905,20–11,20,31,54.8,49,29.9,24.3,16,19.1,28.6,29.8,68.9,55.2,47.4,36.2,34.3,12.6,6.9,55.1,50.4,39.5,39.6,69.2,77.656,79.614,1.485,"2,019",-1.14,-1.079,56.016,,72.8,71.9,1.128,0.998,31.988,Iowa St.
19,Louisville,112.9,93,0.903,19–12,19,31,51.1,46.8,36.4,31.8,18.1,16.8,29.4,25.7,68.5,50.6,45.7,34.5,32.4,7.7,10.8,52.9,48.5,43.3,37,68.7,76.75,80.459,1.928,"2,019",-1.018,-0.907,53.581,,77.3,69.2,1.073,0.974,34.865,Louisville
20,Maryland,112.9,93.6,0.896,22–9,22,31,52.2,45.8,32.5,26.3,19.9,14.3,34.3,24.7,66.4,51.7,44.6,35.5,31.8,13.3,9.7,52,52.2,36.9,39.3,67.7,77.8,81.101,0.692,"2,019",-0.128,-0.079,78.823,,74.5,72,1.08,0.979,33.403,Maryland
21,VCU,103.8,86.2,0.894,25–6,25,31,50.7,42.9,35.8,37.2,20.1,23.7,30.8,30.3,69.1,54.1,43.8,30.6,27.4,12.1,7.5,55.5,51.7,41.4,33.8,69.6,77.446,79.432,1.496,"2,019",-0.641,-0.7,39.794,,69.9,68.3,1.026,0.878,17.633,VCU
22,Florida,109.2,91.2,0.888,17–14,17,31,49.6,48.1,29.5,35.1,17.6,23.1,30.7,32,65.2,49.1,48.6,33.4,31.6,11.7,8.9,51.1,49.1,43.4,37.9,64.7,77.265,79.585,1.39,"2,019",0.216,0.379,79.849,,72.1,69.2,1.036,0.967,33.317,Florida
23,Mississippi St.,115.8,96.8,0.887,22–9,22,31,54.4,50.1,32.9,31.6,19.3,19.9,34.7,29.6,68.7,53.1,48.5,37.6,35.3,14.2,10.1,51.6,49.6,38.8,36.9,69,77.708,81.887,1.657,"2,019",-1.222,-1.114,82.586,,71.9,71.8,1.116,1.014,31.468,Mississippi St.
24,UCF,111.9,93.6,0.886,23–7,23,30,53.1,45.3,46.8,28.9,17.4,18.2,29.9,29.2,67,52.9,44.2,35.6,31.4,12.2,8.2,54.2,54,36,38,66.4,78.779,83.748,2.283,"2,019",0.227,0.4,28.974,,64.7,64.5,1.081,0.949,21.982,UCF
25,Florida St.,110.8,92.7,0.886,25–6,25,31,50.9,47.2,37.3,36.9,19,20.8,33.1,27.3,69.9,51.7,45,33,33.7,12.8,8.1,50.1,44.6,38.1,39.3,70.3,78.662,81.864,1.929,"2,019",0.429,0.464,59.895,,73.5,72.5,1.073,0.953,28.574,Florida St.
26,Nevada,113.5,95.1,0.884,28–3,28,31,54.3,47.5,41.3,27.6,14.3,19.5,26.3,25.1,71.3,55.4,46.2,35.3,32.8,11.2,7.4,54.6,52,42.8,40.8,71,78.179,80.687,2.696,"2,019",-0.54,-0.907,35.414,,71.1,66.4,1.144,0.935,15.341,Nevada
27,Cincinnati,110.9,93.5,0.877,25–6,25,31,48.8,48.3,38.2,30.7,16.3,21.5,36.9,28.9,65.1,47.4,44.6,34.5,35.5,14.9,9.9,55.2,52,33.4,42.8,65.1,76.833,80.351,1.891,"2,019",-0.915,-0.907,51.633,,71.2,66.1,1.092,0.945,23.386,Cincinnati
28,Wofford,116.3,98.2,0.875,23–4,23,27,57.3,50.7,27.3,31.7,15.8,19.5,32.8,24.9,67.8,53.3,51.3,41.7,33.2,8.8,7.5,50.6,48.7,43.7,40.1,66.8,76.813,80.659,1.792,"2,019",-0.02,0.093,1.063,,71.2,70.7,1.184,0.988,19.495,Wofford
29,Buffalo,112.9,95.5,0.873,27–3,27,30,53.5,47.7,31.9,32.3,15.9,21,31.7,26.9,74.9,55.3,49.3,34,29.9,10.2,8.5,55.9,41.1,43.6,35.9,75.5,76.493,79.782,2.316,"2,019",0.103,-0.079,7.39,,68.9,70,1.128,0.95,17.08,Buffalo
30,Oklahoma,109.1,92.6,0.868,19–12,19,31,50.3,47.2,31.8,24.3,17.6,17.6,26.5,27.7,69.7,49.7,45.1,34.3,33.5,8.7,9.3,49.1,50.2,33.7,40.9,70.6,77.409,80.585,2.126,"2,019",0.259,0.4,58.325,,68.8,67.4,1.017,0.973,35.985,Oklahoma
31,Syracuse,108.9,92.9,0.862,19–12,19,31,49.1,47.2,36.6,34.4,18.2,23.1,29.9,32.9,67.3,49.6,46.4,32.3,32.1,16.9,9.7,50.7,68.7,42.6,48,67.5,79.404,82.21,1.632,"2,019",-0.671,-0.7,73.806,,68.3,72.1,1.029,0.966,29.501,Syracuse
32,Mississippi,113.7,97,0.861,20–11,20,31,53.3,50.8,32.6,33.3,18.4,20.9,31,29,69.3,52.8,47.8,36.1,37.5,9.7,9.9,54.4,55.8,39.5,35.1,69.8,76.901,80.394,1.67,"2,019",-0.524,-0.7,48.937,,78.5,70.7,1.093,1.016,28.975,Mississippi
33,Villanova,115.8,99.3,0.854,22–9,22,31,53.9,50.3,34.9,29,16.8,18,30.8,27.3,65.5,54.6,49.5,35.5,34.4,8.9,8.3,57.1,55.9,53.6,39.3,64.8,77.874,80.324,1.66,"2,019",0.377,-0.079,68.466,,72.7,69.4,1.132,1.017,25.524,Villanova
34,Marquette,111.6,95.9,0.851,23–8,23,31,54.2,46.2,34.6,34.7,19.5,16.9,28.7,25.8,70.6,50.8,44.8,39.4,32.5,11.5,8.3,51.8,49.9,41.7,35.7,70.4,77.863,80.718,1.536,"2,019",-0.926,-1.114,71.641,,76.4,68.9,1.083,0.968,23.984,Marquette
35,Saint Mary's,114.3,98.3,0.85,20–11,20,31,54,48.8,29.9,29.7,16.1,16.4,31.8,23.6,64.6,52.4,48.8,37.9,32.5,6.7,9.5,39.2,44,35.6,30.8,64.3,77.747,81.115,1.414,"2,019",-0.755,-0.607,27.239,,74,73.9,1.132,1.002,20.783,Saint Mary's
36,Iowa,116.4,100.7,0.841,21–10,21,31,52.8,51.3,43.5,29.6,17.3,18.6,29.9,29.2,70.7,51.7,53,36.3,32.5,9.3,7.6,59.6,57.7,39.4,41,71.3,78.354,81.123,1.504,"2,019",0.468,0.379,55.647,,74.4,68.5,1.109,1.039,30.844,Iowa
37,Utah St.,110.6,96,0.836,24–6,24,30,54.3,46.5,35.6,35.4,17.6,17.5,31.2,21.8,69.9,54.9,41.7,35.5,35.8,12.5,9.1,61.4,49.9,38,39.7,69.6,77.916,80.436,1.314,"2,019",-0.684,-0.7,9.835,,74.8,70.4,1.121,0.953,16.848,Utah St.
38,Ohio St.,107.8,93.9,0.83,18–13,18,31,50.3,47.7,34.6,31.7,18.5,18.3,27.8,26.1,66.6,50,47.2,33.8,32.5,7.3,9.1,57.6,49.3,39.6,37.3,66.9,76.691,79.478,1.46,"2,019",0.556,0.393,56.419,,72.6,74.2,1.037,0.981,32.669,Ohio St.
39,Baylor,112,97.6,0.83,19–12,19,31,50.9,48.2,33.1,36.9,19.8,18.7,38.1,28.8,66.8,50.9,46.9,33.9,33.4,13.8,12.1,54.5,55.5,40.3,37.6,66.8,76.915,79.891,1.457,"2,019",0.455,0.4,57.749,,67.3,67.9,1.072,0.995,31.853,Baylor
40,Washington,106.1,93.1,0.818,24–7,24,31,52.5,47,35.6,34.1,19.9,23.9,30.1,33.9,67.3,52.8,45.9,34.7,32.8,16.4,7,46.7,58.5,39.3,34.7,67.4,77.264,79.89,2.147,"2,019",0.424,0.4,74.311,,70.1,69,1.043,0.949,22.717,Washington
41,Minnesota,109.1,96.2,0.81,19–12,19,31,48.4,48.9,42.5,30.1,18,17,32.6,27.6,68.4,48.3,47.7,32.4,34.2,10.8,11.5,59.3,49.2,29.5,33.8,69.3,78.493,80.998,1.7,"2,019",0.557,0.379,71.523,,67.7,68.1,1.04,1.005,32.241,Minnesota
42,Oregon,105.8,93.9,0.798,19–12,19,31,51.6,47.7,30.2,35.4,17.9,20.7,28.9,27.6,66.2,51.9,49.7,34.1,30.2,13.9,7.8,53.5,55.4,39.9,45.2,65.7,78.551,81.533,1.237,"2,019",1.368,1.486,80.047,,71.5,69.4,1.053,0.958,21.278,Oregon
43,Temple,109.2,97.4,0.788,23–8,23,31,50.2,50.5,32.7,33.6,15.5,20.8,26.2,29.2,70,50.7,51.5,33,32.6,6.5,6.5,55.2,49.7,37.8,38.2,70,78.07,80.953,1.846,"2,019",0,0,53.453,,73.1,66.7,1.052,0.996,23.66,Temple
44,Murray St.,110.7,98.8,0.787,23–4,23,27,55.4,46.3,32.7,29.6,17.2,19.9,32.7,30.5,71.1,57.3,47.8,34.7,29.1,11.7,9.3,58.8,45,37.4,35.5,70.1,77.219,79.736,1.497,"2,019",0.472,0.486,8.231,,74.3,72,1.153,0.961,11.207,Murray St.
45,New Mexico St.,110.7,98.8,0.787,25–4,25,29,53.3,48.9,35,32.7,17.8,19.5,37.3,23.7,67.5,55.7,47.6,33.6,34,7.5,5.4,52.9,38.7,45.2,38.8,66.9,75.434,79.174,2,"2,019",-0.314,-0.514,13.806,,67.2,71.4,1.132,0.963,11.255,New Mexico St.
46,Belmont,113.8,101.6,0.787,24–4,24,28,58.3,49,28.9,27.5,15.5,16.6,25.5,24,74.6,59.7,47.1,37.6,35,9.5,10.4,62.1,44.8,43.5,35.2,72.8,77.45,81.377,1.44,"2,019",-0.526,-0.607,6.407,,73.3,70.5,1.166,0.994,13.61,Belmont
47,Arizona St.,108.2,97.7,0.764,21–9,21,30,50.8,48.4,43.2,39,18.6,19.2,32.4,26.2,72.5,50.9,47.3,33.7,33.2,9.5,8.5,51.4,55.8,36.1,43.6,72.1,77.624,80.314,1.328,"2,019",-0.363,-0.607,71.073,,66.8,71.5,1.059,0.993,20.662,Arizona St.
48,St. John's,110.1,99.8,0.756,20–11,20,31,52.9,50.6,29.7,39.1,14.3,21.2,21.6,29.6,72.2,51.4,50.2,36.9,34.1,9.7,6.7,50.5,54.1,38.6,43.2,72.1,76.611,78.569,1.716,"2,019",0,0,75.394,,72.4,71,1.069,1.019,23.3,St. John's
49,Seton Hall,107.2,97.4,0.751,18–12,18,30,50.3,49.6,34.2,30.5,18,20.1,28.9,29.5,70.1,51.2,48.8,32.5,33.9,11.3,11.8,52.2,53.4,36.3,39.6,70.3,78.156,81.501,1.521,"2,019",-0.366,-0.621,54.346,,71.5,74.8,1.039,1.009,26.274,Seton Hall
50,Liberty,108,99.5,0.72,22–6,22,28,56.1,48.2,25.5,33.7,17.6,21,26.2,26.9,65.2,56.7,47.9,36.8,32.5,7.5,9.4,53.8,45.2,42.9,36.6,63.6,75.616,78.078,1.845,"2,019",0.686,0.486,0.345,,77.7,66.8,1.107,0.954,10.68,Liberty
51,Vermont,106.2,98.1,0.714,23–6,23,29,51.7,48.9,36.8,26.6,16.7,19.3,26.8,22.3,66.5,51.6,46.6,34.5,35.2,11.4,8.4,46.1,47.1,40.1,37.3,67.2,76.477,78.436,1.441,"2,019",-0.284,-0.25,7.768,,75,72.2,1.077,0.953,11.81,Vermont
52,Yale,108.7,100.5,0.711,19–7,19,26,55.8,46.9,29.8,30.2,18.6,15.3,26.4,24,72.7,55.7,46.7,37.4,31.4,11.1,7.9,57.9,50.4,35.4,37.6,72.1,77.204,80.354,2.113,"2,019",-0.258,-0.164,15.117,,71.2,73.4,1.086,0.991,15.463,Yale
53,UC Irvine,104.4,96.9,0.702,26–5,26,31,51,43.8,28.6,34.3,17.4,16.5,33.7,26.3,66.3,49.8,40.3,35.7,34.1,11,6.9,49.4,44,32.4,32.5,66.9,76.732,80.913,2.127,"2,019",0.722,0.75,18.762,,69,70.8,1.07,0.952,11.449,UC Irvine
54,Northern Kentucky,108.2,101.7,0.671,21–8,21,29,55.1,48.8,36.5,35.5,18.1,18.6,31.1,26.5,69.2,56,50.2,35.9,31,10.8,10.7,60.8,49.8,42,38.2,69.3,76.214,78.942,1.616,"2,019",-0.075,-0.164,4.597,,67.2,72.9,1.112,1.001,12.12,Northern Kentucky
55,Northeastern,109.6,103.3,0.664,20–10,20,30,57.1,52.2,34.5,27.8,16.9,17.2,22.4,24.8,66.4,56.6,53.2,38.6,33.7,6,6.8,54.3,45.5,46,36.8,67.7,76.931,80.154,2.104,"2,019",-0.199,-0.25,5.836,,75.4,71.9,1.122,1.043,14.804,Northeastern
56,Georgia St.,108.3,102.8,0.646,21–9,21,30,55,51.2,34.3,31.6,16.5,21,23.4,33.8,71.1,52.5,51.5,38.9,33.9,14.3,9.6,46,58.7,43.6,45.6,71.1,76.564,78.025,2.184,"2,019",-0.117,-0.164,41.152,,64.9,69.3,1.075,1.045,16.083,Georgia St.
57,Old Dominion,100.8,95.8,0.642,23–8,23,31,48.1,45.5,30.2,32.4,17.9,18.4,32.1,24.3,65.8,44.8,42.8,35.6,32.9,13.9,6.6,54,52.9,38.2,40.3,66,77.587,80.395,1.764,"2,019",-0.097,-0.164,33.997,,65,67.8,1.016,0.929,11.439,Old Dominion
58,Saint Louis,100.2,95.6,0.632,19–12,19,31,46.6,47.3,41.4,34.5,19.7,19.9,36,25.4,67.9,47,47.5,30.5,31.3,11.9,9.6,54.3,53.9,32.7,37.7,68.3,76.751,79.243,1.835,"2,019",-0.147,-0.25,66.081,,59.9,71.9,0.993,0.956,17.051,Saint Louis
59,Colgate,107.7,105.1,0.57,20–10,20,30,55.2,50.4,27.7,28.4,19.3,17.6,30.3,26.6,67.3,53.3,50.3,38.7,33.7,9.6,10,57.2,52.1,40.6,40.9,67.7,77.685,80.993,1.573,"2,019",-0.089,-0.064,10.836,,73.8,70,1.095,1.025,12.056,Colgate
60,Montana,106.5,104,0.568,21–8,21,29,56.5,50.4,33.4,38.3,17.6,19.2,28.5,25.4,68.4,56.1,49.4,38.1,34.9,7.7,8.1,52,45,38.2,35.8,68,76.224,78.903,2.401,"2,019",-0.056,-0.064,19.258,,69.2,74.4,1.117,1.02,10.147,Montana
61,Abilene Christian,102,101.4,0.517,21–6,21,27,52.4,49.5,34.2,38.5,17.3,23.2,27.8,28.2,66.4,49.5,49.2,38.6,33.5,7.5,8.1,58.1,48.7,34.5,33.5,66.8,75.895,79.024,2.044,"2,019",-0.053,-0.064,1.775,,72.2,72.2,1.069,0.971,8.248,Abilene Christian
62,Bradley,100.6,102,0.46,16–14,16,30,50.2,48,37.5,37.5,19,19.1,27.2,27.5,66.3,47.1,47.3,37.2,32.6,11.2,7.3,52.2,55.1,35.2,39.6,66.6,76.734,80.105,1.997,"2,019",-0.05,-0.064,3.589,,68.4,72.1,1.01,0.995,11.663,Bradley
63,Gardner Webb,103.6,106.9,0.411,17–11,17,28,54.3,50.2,38.2,29.1,17.1,18.7,22.3,30.7,69,53.1,50.2,37.5,33.5,7.4,8.7,52.2,54.1,37.6,45.6,68.9,75.143,77.391,1.73,"2,019",-0.028,-0.007,0.2,,71.2,72.7,1.068,1.042,13.066,Gardner Webb
64,North Dakota St.,104.3,108.1,0.399,13–15,13,28,52.9,53.9,31.1,25.9,16.4,14.8,21,24.9,67,52.3,53.8,35.7,36,6.1,9.6,46.6,45.6,48.3,35.9,67,76.57,79.525,1.355,"2,019",-0.03,-0.007,0.2,,76.7,75.2,1.06,1.097,15.564,North Dakota St.
65,Prairie View A&M,100.2,104.6,0.379,18–12,18,30,48.5,50.9,42.2,47.3,17.6,24.6,29.5,33.6,72.4,49.2,54.1,31.4,30.2,4.9,11.3,48.8,52.9,33.4,36.6,72.2,75.167,77.955,2.382,"2,019",0,0,1.736,,67.2,69.3,1.018,1.002,10.369,Prairie View A&M
66,Iona,104.1,110.5,0.335,14–15,14,29,52.8,52.5,36.7,29.6,17.8,18.5,25.9,30.4,72.1,53.5,49.7,34.6,37.4,8.2,11.3,51.1,57.2,43.8,43,72.4,76.777,80.321,2.012,"2,019",-0.033,-0.007,7.379,,73.7,68.5,1.068,1.068,9.795,Iona
67,Fairleigh Dickinson,103.7,110.8,0.318,15–13,15,28,53.6,52.1,34.3,31.5,19.2,20.1,28.9,32.2,68.4,50.2,52.5,40,34.2,9.9,9.4,53.9,52,34.9,38.2,68.4,75.792,79.678,1.741,"2,019",-0.014,-0.007,0.2,,72.6,71.7,1.068,1.059,7.85,Fairleigh Dickinson
68,North Carolina Central,97.4,108.2,0.23,12–15,12,27,49.8,50.5,33.1,31.2,23,17.6,34.7,26.9,67.6,51.4,51.6,31.3,32.3,6.9,10.7,59.5,52.7,36.5,34.3,66.8,75.64,78.992,2.331,"2,019",0,0,4.547,,70.6,68.5,1.003,1.018,10.142,North Carolina Central
