,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
16,Butler,115.5,94.9,0.905,19–12,19,31,53.9,51.7,26.4,35.4,15.8,19.9,27.7,23.9,70.1,53.8,49.6,36,36.8,8.5,9,48.2,50.1,37,37,69.6,76.655,79.774,1.614,"2,018",-0.077,0.379,52.743,,77.4,73.7,1.11,1.008,33.366,Butler
17,Michigan,113.6,93.4,0.905,23–7,23,30,54.6,49.1,28.1,30.1,14.2,19.9,26.2,24,65.4,54.4,47.3,36.6,35.5,8.4,10.2,55.3,45.3,43.5,29.5,65.7,77.771,81.526,1.626,"2,018",2.847,3.136,56.368,,65.7,71,1.112,0.961,30.123,Michigan
18,Creighton,117.9,97.2,0.902,20–10,20,30,58.4,50.3,27,23.4,15.4,15.8,21.9,24.3,73.2,59.5,50.3,38,33.5,5.8,8.6,58.2,51.2,44.9,37.5,72.5,77.285,80.214,1.695,"2,018",-0.764,-0.7,48.746,,75.2,73.7,1.149,1.023,32.866,Creighton
19,Auburn,117.5,96.9,0.902,25–6,25,31,52.2,49.2,40.1,37.8,16.8,20.8,33.5,28.3,73.5,49.6,46.8,37.1,35.4,15.5,9.6,53.8,52.2,42.8,39.3,73.7,75.841,79.021,1.241,"2,018",-0.416,-0.536,58.941,,78.9,72.8,1.143,0.994,25.823,Auburn
20,Houston,114,95.5,0.885,24–6,24,30,54.2,45.9,31.6,41.2,18.1,19.5,35.3,25.3,68.7,51.4,44,39.1,32.7,9.2,6.7,55.2,52,38.1,38.2,69.7,75.56,78.497,2.125,"2,018",-0.175,-0.079,24.411,,71.3,70.9,1.135,0.949,19.034,Houston
21,Seton Hall,116.1,97.3,0.884,21–10,21,31,52.8,49.8,34.5,29,17.9,18.2,34,28.5,71.2,52.2,49.3,36,33.8,9.4,8.4,55.5,49,32.8,37.2,70.9,78.034,80.957,2.043,"2,018",-0.013,0.3,61.137,,69,73.6,1.104,1.022,32.07,Seton Hall
22,TCU,120.9,101.5,0.882,21–10,21,31,57,52.8,34.3,30.7,17.6,17.6,35.1,26.2,70.6,55.4,50.2,39.9,38.3,9.6,10.8,62.8,58,35.3,36.2,70.3,78.077,81.049,2.036,"2,018",-0.913,-1.079,29.047,,71.2,73.1,1.166,1.064,31.186,TCU
23,Clemson,110.9,93.2,0.881,22–8,22,30,53,47.4,33.7,26.7,18.1,18,27.4,26.6,67.2,51.3,43.8,37,35.7,13.6,11.4,52.4,47.4,40.2,36.6,66.7,77.357,80.314,2.022,"2,018",0.448,0.886,54.866,,74.8,70.7,1.081,0.964,30.22,Clemson
24,Wichita St.,120.1,101.2,0.878,24–6,24,30,55.6,48.9,33.7,32.2,16.4,16.6,35.2,22.9,69.9,54.1,45.7,38.6,35.7,11.9,9.1,64,44.3,39.1,40.5,70.1,77.803,80.401,2.303,"2,018",-1.236,-1.536,38.199,,73.5,72.4,1.18,1.005,23.266,Wichita St.
25,Texas A&M,110.5,93.4,0.874,20–11,20,31,51.3,46.3,32,29.1,19,15.8,34.1,28.4,70.6,52.4,44.8,32.8,32.5,14.9,10.5,56.7,57.8,33.2,38.1,69.9,78.789,81.914,1.551,"2,018",1.016,1.093,82.201,,66.4,68,1.064,0.988,33.488,Texas A&M
26,Kentucky,113.2,95.7,0.873,21–10,21,31,51.1,47.4,43,32.2,19,17.1,36.2,30.5,70.6,50.7,49.5,34.8,29.7,14.1,8.7,48.9,53.5,25.6,42.1,70.6,78.862,81.523,0.189,"2,018",0.638,0.886,95.962,,69.5,68.8,1.086,1.005,31.237,Kentucky
27,Miami FL,112.9,95.6,0.871,22–8,22,30,53.5,49,29.6,28.3,16.7,19.2,29.2,27.9,67.9,52.8,48.6,36.5,33,10.6,8.7,48.8,52.1,36.9,35.5,68.3,77.114,81.181,1.249,"2,018",-0.757,-1.079,81.652,,66.6,71.3,1.088,0.987,27.55,Miami FL
28,Missouri,113.4,96.3,0.868,19–11,19,30,55,46.7,39,29.2,21,16.1,30.8,28.2,67.4,51.5,45.6,39.5,32.5,11.1,12.3,56.5,47.2,45.8,36.1,66.8,77.943,81.238,1.805,"2,018",-0.665,-0.7,45.402,,74.7,73.2,1.088,1.008,29.689,Missouri
29,Texas,108.3,92,0.867,18–13,18,31,49.9,47.5,33.7,26.1,17.3,18.1,29.2,29.3,67.2,51.5,47,31.6,32.3,13.1,7.7,44.6,48.1,38,35.2,66.8,77.743,81.515,0.957,"2,018",-0.672,-0.621,74.625,,66.6,72.4,1.034,0.98,36.342,Texas
30,Nevada,118.5,100.8,0.865,26–6,26,32,55.3,49,38.1,29.8,14,18.1,27.3,28.2,70.8,52,50.6,40.1,31.1,10.8,7.7,57.9,49.3,40.4,39.5,71,78.302,79.07,2.161,"2,018",1.217,1.093,57.081,,74.8,70.3,1.166,1.009,18.789,Nevada
31,Kansas St.,113.2,96.3,0.865,21–10,21,31,53.9,49.1,34.1,37.2,17.2,21.6,26.8,32.8,66.6,54.5,49.1,35.2,32.7,9.2,7.1,55.8,54.8,37.6,39.7,66.5,77.082,80.352,1.344,"2,018",2.416,2.4,47.73,,74.7,74.5,1.093,1.014,30.259,Kansas St.
32,Florida St.,114.6,97.7,0.862,20–10,20,30,54,48.6,36.2,30.9,17.6,19.3,33.1,29.9,72.7,54.8,45.4,35,35.8,12.9,7,52.3,49.3,37.1,38,73.2,78.496,81.2,1.607,"2,018",2.032,2.4,59.86,,68.8,73,1.11,1.005,29.488,Florida St.
33,Oklahoma,116.7,99.5,0.862,18–12,18,30,54.1,51.3,33.5,25.9,17.3,16.8,28.5,29.5,77,53.7,49.8,36.4,35.8,11.1,11.5,50.5,48.4,40.7,37.1,77.3,77.895,81.034,1.253,"2,018",-0.645,-0.621,70.869,,75.2,70.4,1.108,1.057,35.071,Oklahoma
34,Arkansas,116.4,99.6,0.857,21–10,21,31,54.6,49.8,36.3,42.6,15.2,19.4,29,31.3,72.1,51.9,48.2,40.1,34.7,13.9,8.8,50.7,54.8,32.3,41.3,71.6,77.141,80.622,2.109,"2,018",-0.567,-0.907,39.343,,67,72.6,1.126,1.04,29.273,Arkansas
35,Arizona,117.6,100.8,0.855,24–7,24,31,57.1,49.4,37.5,32.5,18,16.9,33.1,25.8,68.9,56.9,46.9,38.4,36.2,12.3,7.1,53.8,50.4,32.1,34.5,68.7,78.636,83.38,1.51,"2,018",-1.15,-1.536,82.727,,76.5,73.5,1.162,1.029,21.969,Arizona
36,Virginia Tech,114.7,98.6,0.851,21–10,21,31,57.8,50,37.2,28.2,16.9,18.4,23.7,29.2,70,57.3,48.7,39,34.5,6.7,11.3,58.6,53.9,39.8,42.7,70.3,76.79,78.86,1.785,"2,018",-0.72,-0.7,75.538,,70.9,69.1,1.132,1.013,29.778,Virginia Tech
37,Arizona St.,116.7,101,0.841,20–10,20,30,53.7,50.2,42.2,32.3,15,20.7,28.5,30.7,72.7,53.3,50.4,36.3,33.3,9.9,9.9,50.7,57,40.4,40.1,73,76.215,80.009,1.795,"2,018",0,0,53.908,,74.3,71.8,1.139,1.018,23.044,Arizona St.
38,Rhode Island,110.2,95.8,0.834,23–6,23,29,51.6,50,30.4,41.6,15.6,23.4,30.9,27.8,69.3,52,50.6,33.8,32.4,9.9,7.4,53.4,48.7,30.9,30,70.2,75.66,78.342,2.171,"2,018",0.399,0.093,56.579,,71.6,73.4,1.097,0.971,19.086,Rhode Island
39,Syracuse,106.3,93,0.823,19–12,19,31,47.2,46.9,40.2,31.1,18.9,19.8,35.1,28.7,64.4,46.6,44.5,32.3,33.3,18,8.7,48.4,73.9,33.2,44,64.5,80.1,82.622,0.961,"2,018",1.415,1.393,81.271,,73.6,73.6,1.033,0.979,28.458,Syracuse
40,North Carolina St.,114.8,100.5,0.822,21–10,21,31,53.1,51.4,34.3,32.8,16.9,21,33.9,31.8,72,52,53.3,36.7,31.5,9.6,10.1,55.4,50.4,34,32.1,72.8,76.427,80.511,1.734,"2,018",-0.598,-0.6,43.838,,70.3,69.3,1.121,1.023,28.569,North Carolina St.
41,San Diego St.,110.4,97,0.816,18–10,18,28,51.9,49.3,32.4,29.5,16.9,19.5,32,25.4,70.2,51.9,48.4,34.6,33.7,9.2,9.1,55.2,56.6,36.5,40.9,69.9,78.323,82.17,1.608,"2,018",-0.514,-0.607,61.723,,71.9,72.3,1.095,0.977,18.255,San Diego St.
42,New Mexico St.,106.3,93.7,0.81,22–5,22,27,51.7,45.6,27.6,33.7,17.5,19.5,34,23.2,69.5,53.3,45.3,32.6,30.7,8.5,6.2,49.5,42.2,36.3,37.8,69,75.443,78.884,2.012,"2,018",-0.413,-0.514,16.867,,63.5,71.3,1.07,0.921,15.152,New Mexico St.
43,Alabama,106.5,94.5,0.798,17–14,17,31,51.7,46.9,42,36.3,20.2,18.8,29.1,31,70.4,53.5,46.7,32.3,31.4,15.5,10,50.5,48.2,35.7,36.6,70.3,78.097,80.946,0.744,"2,018",0.483,0.4,73.914,,66.9,67.7,1.029,0.99,28.968,Alabama
44,UCLA,114.9,102.3,0.792,20–10,20,30,54,49.3,37.3,29.2,16.5,14.8,29.1,27.3,71.7,51.5,47.2,38.6,34.9,10.6,6.9,53.8,52.2,39.5,39.8,71.8,78.806,83.033,1.437,"2,018",0,0,78.711,,72.2,69.9,1.123,1.042,24.935,UCLA
45,Davidson,115.1,102.5,0.791,18–11,18,29,57.4,51.3,24.2,29,14.7,16.1,23,22.6,65.6,57.2,50.2,38.4,35.1,6.2,8.4,61.1,52.1,48.4,42.5,65.9,78.13,80.757,1.744,"2,018",-0.55,-0.514,20.885,,79.4,67.9,1.155,1.024,17.749,Davidson
46,Providence,108.9,97.3,0.785,19–12,19,31,50.3,50.6,39.7,31.9,18,19.3,29.4,28.8,70.1,49.6,51.7,34.6,32.4,10.2,8.8,54.1,48.5,32.9,36.4,68.9,77.674,80.31,1.894,"2,018",-0.516,-0.621,60.949,,70,73.2,1.046,1.029,32,Providence
47,Loyola Chicago,109.5,97.9,0.784,24–5,24,29,58.5,47.9,33.7,26.5,19.3,20.3,22.5,26.1,66.5,56.9,46.7,41,33.3,6.7,9.1,58.6,50.4,34.8,36.5,66.9,76.466,78.499,1.803,"2,018",3.219,3.393,16.801,,73.3,70,1.096,0.95,14.877,Loyola Chicago
48,South Dakota St.,114.3,102.4,0.78,21–6,21,27,54.9,50.8,35.7,25.4,14.3,14.4,25.2,23.7,72,51.5,50.4,39.6,34.3,5.9,7.7,46.2,44.1,43.6,37.8,71.2,76.865,80.096,2.117,"2,018",-0.28,-0.514,2.923,,77,70.2,1.146,1.047,16.02,South Dakota St.
49,St. Bonaventure,109.6,99.5,0.753,24–6,24,30,51.8,48.1,40.4,39.6,16.5,20.7,30,29.8,69.6,47.9,49.5,39.7,30.7,10.9,10.5,53.6,55.6,33,41.8,70.7,76.517,78.956,2.209,"2,018",-0.379,-0.607,5.279,,76.5,71.2,1.102,0.995,18.3,St. Bonaventure
50,Buffalo,113.8,103.4,0.751,22–8,22,30,55.1,49.2,30.9,40.7,17,18.3,31.4,28.3,74.3,54.9,48.2,37,34.2,10.2,9.6,54.8,44.9,40.6,33.3,74.4,76.586,80.17,1.751,"2,018",0.588,0.75,10.891,,69.3,73.8,1.132,1.031,14.386,Buffalo
51,Montana,106.5,97.9,0.725,21–7,21,28,51.2,47.4,38.8,43.2,17.9,21.7,34.4,26.9,70,51.9,45.6,32.9,34.2,9.3,9.6,47.3,44.1,28,32,69.4,76.629,79.637,1.738,"2,018",-0.195,-0.164,16.392,,71.7,72.7,1.09,0.959,13.087,Montana
52,Murray St.,111.4,102.5,0.723,22–5,22,27,55.6,47.1,37.7,31.4,17.5,18.2,32.9,27.6,67.8,55.1,47.1,37.6,31.4,8.6,9.5,53.8,41.3,39.5,35.8,68,76.282,79.963,1.887,"2,018",-0.269,-0.514,0.2,,73.1,72.3,1.15,0.984,9.899,Murray St.
53,UNC Greensboro,104.3,97.1,0.695,21–7,21,28,52.5,48.4,26.4,40.6,20,21.7,33.6,23.5,66.5,50.9,47.4,36.3,33.2,12.4,7.6,55.1,48.3,45.8,39.9,66.7,77.161,80.834,1.785,"2,018",-0.249,-0.25,0.208,,70.1,72.9,1.071,0.943,12.801,UNC Greensboro
54,Penn,102.6,97.8,0.634,21–8,21,29,52.8,47.3,33.9,32.6,16.6,17.4,24.6,23.2,70.2,53.5,48.5,34.6,29.8,7,8.6,56.3,40.3,42,32.6,70.2,76.057,79.138,1.833,"2,018",-0.113,-0.007,14.406,,65.4,73.3,1.05,0.972,10.752,Penn
55,Stephen F. Austin,103.8,99.2,0.627,21–6,21,27,53.7,50.4,40.1,51,20.8,26.5,31.7,29.3,73.2,52.4,48.1,37.6,36,8.6,10.2,49.2,58.6,32.6,38.9,72.7,76.338,79.136,1.934,"2,018",-0.15,-0.164,16.014,,69.7,68.9,1.074,0.945,9.83,Stephen F. Austin
56,Bucknell,106.8,102.1,0.627,22–9,22,31,53.3,48,42.2,35.2,17.2,17.2,27.2,27,72.9,54.8,47,33.9,33.4,10.4,9,51.6,49.3,38.7,32.3,73.2,77.029,80.645,1.977,"2,018",-0.151,-0.164,0.2,,72,70.2,1.091,0.997,13.439,Bucknell
57,Georgia St.,106.4,101.9,0.622,19–10,19,29,53.9,48,31.1,37.8,16.6,20.9,25.6,32.8,68,50.8,43.6,38.9,35.4,15.4,10.5,48.1,60.6,41.5,45.9,68.4,76.699,78.473,1.916,"2,018",-0.114,-0.064,31.565,,67.4,69.2,1.082,0.996,9.679,Georgia St.
58,Marshall,106.6,103.6,0.581,20–10,20,30,55.1,50,32.2,28.7,17.5,18.5,21.7,31.4,76.6,57.2,48.6,35.1,35.4,12.8,8.1,58.4,50.4,45.7,29.6,76.8,76.631,80.007,1.443,"2,018",0.744,0.75,2.18,,75.7,67.1,1.08,1.027,16.086,Marshall
59,Wright St.,98.9,96.5,0.57,20–9,20,29,49,48.7,36,31.1,19.2,21.7,29,25.6,70.1,48.1,45.9,33.9,35.3,6.9,7.9,53.1,52,34.7,39.4,69.6,76.807,80.331,1.455,"2,018",-0.121,-0.164,0.375,,71.3,70.4,1.006,0.944,12.39,Wright St.
60,College of Charleston,106.6,105.4,0.533,21–7,21,28,52.6,49.7,37.6,32.7,14.9,17.6,25.7,28.6,66.1,51.7,48.4,36.2,34.6,10,8.9,43,48.6,36.9,35.6,66,76.811,79.63,2.061,"2,018",-0.229,-0.25,4.156,,76.7,75.9,1.114,1.038,10.646,College of Charleston
61,Iona,108.9,107.9,0.527,17–13,17,30,54.5,52.6,28.7,29,16.4,18.6,24.9,30.3,71.9,51.7,52.1,39.1,35.7,7.7,7.6,57.1,52.3,41.2,34.9,71.8,75.88,78.997,2.223,"2,018",-0.054,-0.064,0.2,,73.2,67.2,1.096,1.054,12.256,Iona
62,Lipscomb,101.1,101.9,0.477,17–9,17,26,50.9,52,41,38.9,20.4,19.4,28.5,23.3,76.4,52.7,52.9,31.9,33.5,7.5,12.4,52.1,49.3,37.8,35.8,75.9,77.268,79.89,1.601,"2,018",-0.075,-0.064,5.68,,72.2,69.4,1.023,1.01,15.869,Lipscomb
63,Radford,102.2,103.8,0.456,17–12,17,29,50.2,49.5,29.9,32.7,19.3,19.7,32.7,28.6,63.9,48.3,48.3,35.3,34.2,9.1,10.1,51.7,49.3,40.1,37.8,64.7,74.782,78.29,1.584,"2,018",-0.029,-0.007,1.613,,72.8,75.6,1.04,1.015,12.984,Radford
64,Cal St. Fullerton,102.9,105.2,0.437,15–11,15,26,52.3,49.3,46.5,35,20.9,18.5,27.5,28.9,70,52.3,46.7,35,36.3,8.8,9.9,49.3,52.9,28.9,33.8,71.1,76.687,78.659,1.488,"2,018",-0.074,-0.064,0.2,,73.4,76,1.036,1.032,13.235,Cal St. Fullerton
65,UMBC,102.4,106.1,0.399,18–10,18,28,51.9,52.3,29.8,29.4,17.2,20.8,26.5,30,69.1,47.5,51.2,38.2,35.9,7.4,9,58.5,53.5,44.4,40.9,69.2,75.848,79.973,1.951,"2,018",0.959,0.993,10.296,,65.7,68.4,1.043,1.035,11.501,UMBC
66,Texas Southern,104.4,113.1,0.285,12–19,12,31,50,52.2,41.8,30.7,17.2,16.1,28.5,32.1,72.4,48.3,50.1,35.3,37.6,8.9,10.8,45.8,55.2,36.7,33.6,72.5,75.756,80.045,2.025,"2,018",-0.042,-0.007,30.177,,71.5,68.2,1.051,1.101,20.452,Texas Southern
67,LIU Brooklyn,102,111.9,0.256,14–16,14,30,52.3,51.1,38.9,31.9,19.5,16.3,29.7,29.3,72.9,52.4,51.4,34.7,33.7,7.4,8,46.5,46.9,39.2,34.1,73.2,75.202,78.642,1.875,"2,018",0,0,14.561,,69.5,69,1.052,1.069,5.275,LIU Brooklyn
68,North Carolina Central,97.5,113.1,0.154,12–15,12,27,51.7,49.9,31,34.9,20.6,16.2,31.9,29.8,67.9,52.1,49.2,34,34.1,9.9,7.4,55.5,53.9,31.4,38.1,66.8,76.233,79.629,1.717,"2,018",0,0,4.118,,68.1,72.2,1.039,1.062,6.931,North Carolina Central
